grid_id,road_length
26_46,4240.492367147912
26_47,3567.919687699245
26_48,3820.0720751159174
26_49,2393.8002067290936
26_50,2718.3679664844976
26_51,1358.0434713908226
26_52,2287.207033670249
26_53,4587.943979764324
26_54,3378.801181110857
26_55,4608.813721512998
26_56,4909.921290714452
26_57,3339.470592719881
26_58,1899.7184440985543
26_59,3753.694023493804
26_60,4653.127345065584
26_61,2904.6516934241386
26_62,3291.7544066719784
26_63,3394.378640413398
26_64,912.9789093223677
27_8,1516.8328962016133
27_9,4501.244130094911
27_10,2984.411364704047
27_11,2679.7052374059945
27_12,3877.6187148122194
27_13,4063.6064488893894
27_14,1500.0029419888442
27_17,1526.8867445389506
27_18,3497.711907488314
27_19,4426.100259238559
27_20,3187.532386052594
27_21,1933.4372483652899
27_22,0.0
27_23,1822.3030472112548
27_24,2518.525886417713
27_25,4844.408214461799
27_26,6069.156863495467
27_27,4757.727006210117
27_28,3316.7491569740405
27_29,3799.282239376942
27_30,2310.705273362484
27_31,3625.859550439231
27_32,3789.7910432832623
27_33,2228.890667219724
27_34,3626.258560950928
27_35,1431.4317963529804
27_36,3784.2524383760424
27_37,4758.226667093052
27_38,5152.417769169967
27_39,4483.294145019113
27_40,3877.647046916752
27_41,3138.75025380026
27_42,4530.909176800627
27_43,5129.330779509994
27_44,2732.276574954481
27_45,3621.544186487326
27_46,3569.737420430219
27_47,3182.8362819917375
27_48,3985.5598396664254
27_49,4322.734672249678
27_50,4196.53722106543
27_51,3947.329108970519
27_52,4223.940870143769
27_53,4011.5735386886317
27_54,2530.2376270423033
27_55,1867.145768760471
27_56,4188.7266045444185
27_57,2992.9883130069265
27_58,2013.60278529278
27_59,4172.559756965684
27_60,4722.618828802127
27_61,3246.2750606182367
27_62,3355.0431712830186
27_63,1712.9818217534198
28_7,2620.948685904449
28_8,251.59639415194866
28_9,4878.438994478728
28_10,4996.816606187187
28_11,1878.9040680286641
28_12,3489.40935767958
28_13,5389.140576398574
28_14,1895.6309057281653
28_17,1311.783515995704
28_18,862.8280599334735
28_19,2606.423602107846
28_20,2787.686636673435
28_21,3187.05752543885
28_22,1256.4553500700058
28_23,2562.8288079193458
28_24,4926.947958103767
28_25,5167.023630120205
28_26,4549.374106576527
28_27,4352.064412231975
28_28,4327.333006257137
28_29,4238.89252283448
28_30,3292.1265855485094
28_31,3716.1972744071422
28_32,3837.2873607010583
28_33,3511.1591574720896
28_34,2680.005450834397
28_35,2006.4382580081462
28_36,3353.6509798606903
28_37,6077.963597339514
28_38,4484.763865723848
28_39,5725.064076598092
28_40,4200.982630246315
28_41,3308.6811343650807
28_42,4373.432929601371
28_43,2116.5607293103067
28_44,2957.315096652639
28_45,2752.5865212705844
28_46,4363.664440253696
28_47,3553.3364718763187
28_48,2227.9985264506086
28_49,3495.2359565684737
28_50,3970.86747716696
28_51,2663.138520320939
28_52,2922.0601710156325
28_53,5064.422665728005
28_54,4090.7961219432564
28_55,2614.9983199010717
28_56,2450.611970879667
28_57,2504.6560137107813
28_58,4334.837219757918
28_59,3031.900134788187
28_60,5147.806289159977
28_61,3127.362880533162
28_62,4330.018788301308
28_63,210.0362069543297
29_8,2417.893953165675
29_9,979.5654382880024
29_10,3995.155072677012
29_11,1363.9035933493508
29_12,3967.348545429276
29_13,2668.351793973745
29_14,3906.615263534384
29_15,1429.9921748094268
29_16,3274.772296713248
29_17,1729.5456185328383
29_18,455.9424812701154
29_19,2292.0751013783447
29_20,3238.1445069590736
29_21,3900.4279094940803
29_22,1530.2421568287662
29_23,2695.7586115831714
29_24,5129.5715863280775
29_25,5892.598873706113
29_26,5106.636636246013
29_27,3391.083033477932
29_28,3468.9322997088234
29_29,4026.037913599569
29_30,3518.533225484928
29_31,3720.2267995823363
29_32,3409.063837296267
29_33,1195.1943690376854
29_34,3671.0690845003223
29_35,4238.395465537977
29_36,5622.634482608195
29_37,3472.3454924720345
29_38,2841.849004260494
29_39,6133.664205083448
29_40,4178.885562003792
29_41,5275.714343910886
