grid_id,connectivity
25_59,2.0
25_60,1.6111111111111112
25_61,1.6590909090909092
25_62,1.3333333333333333
26_10,1.446808510638298
26_11,1.4516129032258065
26_12,1.5357142857142858
26_13,1.2321428571428572
26_14,1.25
26_18,1.3421052631578947
26_19,1.3636363636363635
26_20,1.7391304347826086
26_21,1.2045454545454546
26_22,1.5294117647058822
26_23,1.6818181818181819
26_24,1.4074074074074074
26_25,1.4807692307692308
26_26,1.5862068965517242
26_27,2.3333333333333335
26_28,4.0
26_29,1.4827586206896552
26_30,1.528301886792453
26_31,1.4
26_32,1.6
26_33,2.4285714285714284
26_34,1.7058823529411764
26_35,1.5833333333333333
26_36,2.090909090909091
26_37,1.6
26_38,1.619047619047619
26_39,1.48
26_40,1.5588235294117647
26_41,1.52
26_42,1.3269230769230769
26_43,1.5945945945945945
26_44,1.4090909090909092
26_45,1.4333333333333333
26_46,1.4285714285714286
26_47,1.64
26_48,1.8636363636363635
26_49,1.7619047619047619
26_50,1.6923076923076923
26_51,2.5
26_52,2.4
26_53,1.7567567567567568
26_54,1.5555555555555556
26_55,1.4705882352941178
26_56,1.8055555555555556
26_57,1.5714285714285714
26_58,1.5
26_59,1.5
26_60,1.5510204081632653
26_61,1.4166666666666667
26_62,1.2666666666666666
26_63,1.255813953488372
26_64,1.6666666666666667
26_8,1.0
26_9,1.2894736842105263
27_10,1.8
27_11,1.72
27_12,1.6842105263157894
27_13,1.3962264150943395
27_14,1.7777777777777777
27_17,2.5
27_18,1.375
27_19,1.5714285714285714
27_20,1.4411764705882353
27_21,1.2941176470588236
27_22,0.0
27_23,1.5
27_24,1.6363636363636365
27_25,1.7692307692307692
27_26,1.4861111111111112
27_27,1.6388888888888888
27_28,2.2857142857142856
27_29,1.4761904761904763
27_30,1.5909090909090908
27_31,1.5945945945945945
27_32,1.84
27_33,1.9375
27_34,1.736842105263158
27_35,1.5714285714285714
27_36,1.6842105263157894
27_37,1.7708333333333333
27_38,1.7906976744186047
27_39,1.6585365853658536
27_40,1.5897435897435896
27_41,1.7857142857142858
27_42,1.8888888888888888
27_43,1.7142857142857142
27_44,1.8888888888888888
27_45,1.4411764705882353
27_46,1.5
27_47,1.9
27_48,1.8571428571428572
27_49,2.388888888888889
27_50,1.55
27_51,2.24
27_52,1.64
27_53,1.6451612903225807
27_54,1.7222222222222223
27_55,1.8181818181818181
27_56,1.5555555555555556
27_57,1.5909090909090908
27_58,2.4166666666666665
27_59,1.65
27_60,1.6428571428571428
27_61,1.6666666666666667
27_62,1.95
27_63,1.5625
27_8,1.5333333333333334
27_9,1.7941176470588236
28_10,1.4782608695652173
28_11,1.6111111111111112
28_12,1.5121951219512195
28_13,1.5333333333333334
28_14,2.2
28_17,3.3333333333333335
28_18,3.0
28_19,1.4333333333333333
28_20,1.5925925925925926
28_21,1.5
28_22,1.75
28_23,1.411764705882353
28_24,1.6511627906976745
28_25,1.4736842105263157
28_26,1.588235294117647
28_27,1.903225806451613
28_28,2.1818181818181817
28_29,1.606060606060606
28_30,1.9166666666666667
28_31,1.6666666666666667
28_32,2.1153846153846154
28_33,1.8695652173913044
28_34,1.565217391304348
28_35,2.2
28_36,2.0588235294117645
28_37,1.8103448275862069
28_38,1.8108108108108107
28_39,1.8048780487804879
28_40,1.7741935483870968
28_41,1.542857142857143
28_42,1.864864864864865
28_43,2.3333333333333335
28_44,1.4230769230769231
28_45,1.4761904761904763
28_46,1.8285714285714285
28_47,2.142857142857143
28_48,2.5714285714285716
28_49,1.9523809523809523
28_50,1.6666666666666667
28_51,2.176470588235294
28_52,1.9230769230769231
28_53,1.6304347826086956
28_54,1.65625
28_55,2.3333333333333335
28_56,2.0625
28_57,1.8333333333333333
28_58,1.7297297297297298
28_59,1.9583333333333333
28_60,1.673913043478261
28_61,1.565217391304348
28_62,1.5227272727272727
28_63,1.25
28_7,1.4230769230769231
28_8,0.0
28_9,2.0
29_10,1.625
29_11,1.875
29_12,1.2407407407407407
29_13,1.5
29_14,1.475
29_15,1.8571428571428572
29_16,1.6666666666666667
29_17,1.7272727272727273
29_18,2.0
29_19,1.2962962962962963
29_20,1.5
29_21,1.5675675675675675
29_22,1.6363636363636365
29_23,1.5454545454545454
29_24,1.5454545454545454
29_25,1.578125
29_26,1.45
29_27,1.5384615384615385
29_28,1.84
29_29,1.92
29_30,1.75
29_31,1.6285714285714286
29_32,1.64
29_33,2.2857142857142856
29_34,1.5666666666666667
29_35,1.9333333333333333
29_36,1.5303030303030303
29_37,1.59375
29_38,1.5625
29_39,1.736842105263158
29_40,1.5853658536585367
29_41,1.4
29_42,1.6382978723404256
29_43,1.8181818181818181
29_44,1.9473684210526316
29_45,1.7916666666666667
29_46,2.1666666666666665
29_47,1.380952380952381
29_48,2.076923076923077
29_49,1.6875
29_50,1.75
29_51,2.2142857142857144
29_52,1.7916666666666667
29_53,1.6046511627906976
29_54,1.8214285714285714
29_55,1.64
29_56,1.6428571428571428
29_57,1.8
29_58,1.6923076923076923
29_59,1.7105263157894737
29_60,1.8076923076923077
29_61,1.4473684210526316
29_62,1.375
29_63,2.5
29_64,0.0
29_8,1.5757575757575757
29_9,1.7777777777777777
2_33,5.0
2_35,1.411764705882353
2_51,1.65625
2_52,1.75
2_53,1.5
2_55,1.8666666666666667
2_56,2.272727272727273
2_57,1.9375
30_10,1.5833333333333333
30_11,1.5263157894736843
30_12,1.353846153846154
30_13,1.3658536585365855
30_14,1.85
30_15,1.6666666666666667
30_16,1.7894736842105263
30_17,1.4210526315789473
30_18,1.4545454545454546
30_19,1.608695652173913
30_20,1.7857142857142858
30_21,1.4545454545454546
30_22,2.0
30_23,1.6956521739130435
30_24,1.6428571428571428
30_25,1.64
30_26,1.5714285714285714
30_27,1.2857142857142858
30_28,2.0
30_29,1.72
30_30,1.6206896551724137
30_31,1.696969696969697
30_32,2.0588235294117645
30_33,1.7272727272727273
30_34,1.4838709677419355
30_35,2.8
30_36,1.4615384615384615
30_37,1.8064516129032258
30_38,1.75
30_39,2.0
30_40,1.4285714285714286
30_41,1.4782608695652173
30_42,1.5483870967741935
30_43,1.606060606060606
30_44,1.6097560975609757
30_45,1.5
30_46,1.9090909090909092
30_47,2.0
30_48,1.6470588235294117
30_49,1.5714285714285714
30_50,1.606060606060606
30_51,1.5769230769230769
30_52,1.8
30_53,1.8
30_54,2.04
30_55,1.5588235294117647
30_56,1.65625
30_57,1.5454545454545454
30_58,1.9166666666666667
30_59,1.6818181818181819
30_60,1.5483870967741935
30_61,1.6
30_62,1.6666666666666667
30_63,1.5
30_64,1.0
30_65,0.0
30_9,1.3636363636363635
31_10,1.6071428571428572
31_11,1.4545454545454546
31_12,1.5714285714285714
31_13,1.4242424242424243
31_14,1.542857142857143
31_15,1.6296296296296295
31_16,1.4782608695652173
31_17,1.5714285714285714
31_18,1.5714285714285714
31_19,1.6
31_20,1.525
31_21,1.542857142857143
31_22,1.3214285714285714
31_23,1.391304347826087
31_24,1.4054054054054055
31_25,1.5609756097560976
31_26,1.411764705882353
31_27,1.8
31_28,1.85
31_29,1.7142857142857142
31_30,1.6578947368421053
31_31,1.696969696969697
31_32,1.8529411764705883
31_33,1.8
31_34,2.1666666666666665
31_35,1.7
31_36,1.71875
31_37,1.5625
31_38,1.65
31_39,1.9
31_40,0.0
31_42,1.75
31_43,1.45
31_44,1.28125
31_45,1.4074074074074074
31_46,1.6
31_47,1.7941176470588236
31_48,1.75
31_49,1.6666666666666667
31_50,1.5588235294117647
31_51,1.6944444444444444
31_52,1.7435897435897436
31_53,1.709090909090909
31_54,1.65625
31_55,2.142857142857143
31_56,1.9090909090909092
31_57,1.5555555555555556
31_58,1.6923076923076923
31_59,1.7
31_60,2.3
31_61,1.4705882352941178
31_62,1.46875
31_63,1.7419354838709677
31_64,1.8181818181818181
31_65,1.0
32_10,1.4074074074074074
32_11,1.4848484848484849
32_12,1.7692307692307692
32_13,1.4857142857142858
32_14,1.3620689655172413
32_15,1.6875
32_16,1.5454545454545454
32_17,1.4782608695652173
32_18,1.605263157894737
32_19,1.8409090909090908
32_20,1.6944444444444444
32_21,1.7692307692307692
32_22,1.608695652173913
32_23,1.3571428571428572
32_24,1.5
32_25,1.6111111111111112
32_26,1.85
32_27,2.0
32_28,1.575
32_29,1.793103448275862
32_30,1.8571428571428572
32_31,1.9655172413793103
32_32,1.697674418604651
32_33,1.6097560975609757
32_34,1.59375
32_35,1.2727272727272727
32_36,2.1666666666666665
32_37,0.0
32_39,1.5
32_40,0.0
32_41,4.0
32_42,2.111111111111111
32_43,1.5625
32_44,1.8888888888888888
32_45,6.0
32_46,1.263157894736842
32_47,1.71875
32_48,1.9230769230769231
32_49,2.2
32_50,1.6956521739130435
32_51,1.5294117647058822
32_52,1.75
32_53,1.8235294117647058
32_54,1.3548387096774193
32_55,1.3823529411764706
32_56,1.5833333333333333
32_57,1.75
32_58,1.8823529411764706
32_59,1.6666666666666667
32_60,1.4242424242424243
32_61,1.5789473684210527
32_62,1.88
32_63,1.5434782608695652
32_64,1.4848484848484849
32_65,4.0
32_9,1.2
33_10,1.53125
33_11,1.3703703703703705
33_12,1.6756756756756757
33_13,1.4411764705882353
33_14,1.6129032258064515
33_15,2.0
33_16,1.32
33_17,1.6842105263157894
33_18,1.5769230769230769
33_19,1.68
33_20,1.6538461538461537
33_21,1.7272727272727273
33_22,1.5909090909090908
33_23,1.368421052631579
33_24,1.4411764705882353
33_25,1.2727272727272727
33_26,1.9444444444444444
33_27,1.375
33_28,2.0
33_29,1.7272727272727273
33_30,1.5625
33_31,1.625
33_32,1.3695652173913044
33_33,1.4516129032258065
33_34,1.5769230769230769
33_35,1.4545454545454546
33_36,1.6428571428571428
33_37,1.7058823529411764
33_38,4.0
33_39,0.0
33_40,2.0
33_41,1.8571428571428572
33_42,0.0
33_43,1.9166666666666667
33_44,2.125
33_45,2.2
33_46,1.4827586206896552
33_47,1.5454545454545454
33_48,1.875
33_49,1.4545454545454546
33_50,1.65
