grid_id,Agricultural areas,Artificial surfaces,Forest and semi natural areas,Water bodies
21_48,0.0,100.0,0.0,0.0
21_49,0.0,100.0,0.0,0.0
21_50,0.0,100.0,0.0,0.0
21_51,0.0,100.0,0.0,0.0
21_52,0.0,100.0,0.0,0.0
21_53,0.0,100.0,0.0,0.0
21_54,0.0,100.0,0.0,0.0
21_55,0.0,100.0,0.0,0.0
21_56,0.0,100.0,0.0,0.0
21_57,0.0,100.0,0.0,0.0
21_58,0.0,100.0,0.0,0.0
21_59,0.0,100.0,0.0,0.0
21_60,5.078957956815197,94.9210420431848,0.0,0.0
21_61,99.70338506988047,0.29661493011953655,0.0,0.0
22_20,100.0,0.0,0.0,0.0
22_21,91.83979086451636,8.160209135483653,0.0,0.0
22_22,6.064783931798768,93.93521606820123,0.0,0.0
22_23,0.0,100.00000000000001,0.0,0.0
22_24,0.0,100.00000000000001,0.0,0.0
22_25,0.0,100.0,0.0,0.0
22_26,0.0,100.0,0.0,0.0
22_27,0.0,99.99999999999999,0.0,0.0
22_28,0.0,100.0,0.0,0.0
22_29,0.0,100.0,0.0,0.0
22_30,0.0,100.0,0.0,0.0
22_31,0.0,100.0,0.0,0.0
22_32,0.0,100.00000000000001,0.0,0.0
22_33,0.0,100.0,0.0,0.0
22_34,0.0,100.0,0.0,0.0
22_35,0.0,100.0,0.0,0.0
22_36,0.0,100.00000000000001,0.0,0.0
22_37,0.0,100.0,0.0,0.0
22_38,0.0,100.0,0.0,0.0
22_39,0.0,100.0,0.0,0.0
22_40,0.0,100.0,0.0,0.0
22_41,0.0,100.0,0.0,0.0
22_42,0.0,100.00000000000001,0.0,0.0
22_43,0.0,100.0,0.0,0.0
22_44,0.0,100.0,0.0,0.0
22_45,0.0,100.0,0.0,0.0
22_46,0.0,100.0,0.0,0.0
22_47,0.0,100.0,0.0,0.0
22_48,0.0,100.0,0.0,0.0
22_49,0.0,100.0,0.0,0.0
22_50,0.0,100.0,0.0,0.0
22_51,0.0,100.0,0.0,0.0
22_52,0.0,100.0,0.0,0.0
22_53,0.0,100.0,0.0,0.0
22_54,0.0,100.0,0.0,0.0
22_55,0.0,100.00000000000001,0.0,0.0
22_56,0.0,100.0,0.0,0.0
22_57,0.0,100.0,0.0,0.0
22_58,0.0,100.0,0.0,0.0
22_59,0.0,100.0,0.0,0.0
22_60,16.772668167543415,83.22733183245658,0.0,0.0
22_61,100.0,0.0,0.0,0.0
23_11,92.52486716890228,7.475132831097736,0.0,0.0
23_12,73.48285345005306,26.517146549946958,0.0,0.0
23_13,98.82647265607304,1.1735273439269611,0.0,0.0
23_20,100.00000000000001,0.0,0.0,0.0
23_21,100.0,0.0,0.0,0.0
23_22,31.752489269906086,68.24751073009392,0.0,0.0
23_23,0.0,99.99999999999999,0.0,0.0
23_24,0.0,100.0,0.0,0.0
23_25,0.0,100.0,0.0,0.0
23_26,0.0,100.00000000000001,0.0,0.0
23_27,0.0,100.0,0.0,0.0
23_28,0.0,100.0,0.0,0.0
23_29,0.0,100.0,0.0,0.0
23_30,0.0,100.0,0.0,0.0
23_31,0.0,100.0,0.0,0.0
23_32,0.0,100.0,0.0,0.0
23_33,0.0,100.0,0.0,0.0
23_34,0.0,100.0,0.0,0.0
23_35,0.0,99.99999999999999,0.0,0.0
23_36,0.0,100.0,0.0,0.0
23_37,0.0,100.0,0.0,0.0
23_38,0.0,100.00000000000001,0.0,0.0
23_39,0.0,100.0,0.0,0.0
23_40,0.0,100.0,0.0,0.0
23_41,0.0,100.0,0.0,0.0
23_42,0.0,100.0,0.0,0.0
23_43,0.0,100.0,0.0,0.0
23_44,0.0,100.0,0.0,0.0
23_45,0.0,100.0,0.0,0.0
23_46,0.0,100.00000000000001,0.0,0.0
23_47,0.0,100.0,0.0,0.0
23_48,0.0,100.0,0.0,0.0
23_49,0.0,100.0,0.0,0.0
23_50,0.0,100.00000000000001,0.0,0.0
23_51,0.0,100.0,0.0,0.0
23_52,0.0,100.0,0.0,0.0
23_53,0.0,100.0,0.0,0.0
23_54,0.0,100.0,0.0,0.0
23_55,0.0,100.0,0.0,0.0
23_56,0.0,100.0,0.0,0.0
23_57,0.0,100.0,0.0,0.0
23_58,0.0,100.0,0.0,0.0
23_59,0.0,100.0,0.0,0.0
23_60,44.02073194333974,55.97926805666026,0.0,0.0
23_61,100.0,0.0,0.0,0.0
23_62,100.0,0.0,0.0,0.0
24_11,16.856534365220163,83.14346563477984,0.0,0.0
24_12,9.544490360889764,90.45550963911023,0.0,0.0
24_13,56.73281637080845,43.26718362919155,0.0,0.0
24_14,84.15324000973372,0.0,15.846759990266277,0.0
24_19,100.0,0.0,0.0,0.0
24_20,100.0,0.0,0.0,0.0
24_21,100.00000000000001,0.0,0.0,0.0
24_22,55.326796571881715,44.67320342811829,0.0,0.0
24_23,0.0,100.0,0.0,0.0
24_24,0.0,100.0,0.0,0.0
24_25,0.0,100.0,0.0,0.0
24_26,0.0,100.0,0.0,0.0
24_27,0.0,100.0,0.0,0.0
24_28,0.0,100.00000000000001,0.0,0.0
24_29,0.0,99.99999999999999,0.0,0.0
24_30,0.0,100.0,0.0,0.0
24_31,0.0,100.0,0.0,0.0
24_32,0.0,100.0,0.0,0.0
24_33,0.0,100.0,0.0,0.0
24_34,0.0,100.0,0.0,0.0
24_35,0.0,100.0,0.0,0.0
24_36,0.0,100.0,0.0,0.0
24_37,0.0,100.0,0.0,0.0
24_38,0.0,100.0,0.0,0.0
24_39,0.0,100.0,0.0,0.0
24_40,0.0,100.00000000000001,0.0,0.0
24_41,0.0,100.0,0.0,0.0
24_42,0.0,100.0,0.0,0.0
24_43,0.0,100.0,0.0,0.0
24_44,0.0,100.0,0.0,0.0
24_45,0.0,100.0,0.0,0.0
24_46,0.0,100.0,0.0,0.0
24_47,0.0,100.00000000000001,0.0,0.0
24_48,0.0,99.99999999999999,0.0,0.0
24_49,0.0,100.0,0.0,0.0
24_50,0.0,99.99999999999999,0.0,0.0
24_51,0.0,99.99999999999999,0.0,0.0
24_52,0.0,100.0,0.0,0.0
24_53,0.0,100.0,0.0,0.0
24_54,0.0,100.0,0.0,0.0
24_55,0.0,99.99999999999999,0.0,0.0
24_56,0.0,100.0,0.0,0.0
24_57,0.0,100.0,0.0,0.0
24_58,7.8856416376291465,92.11435836237087,0.0,0.0
24_59,42.71070188508549,57.2892981149145,0.0,0.0
24_60,86.18774147850795,13.812258521492046,0.0,0.0
24_61,52.883780072178574,47.11621992782142,0.0,0.0
24_62,95.80116781042533,4.198832189574678,0.0,0.0
25_10,0.0,100.0,0.0,0.0
25_11,0.0,100.0,0.0,0.0
25_12,3.105928028521628,96.89407197147837,0.0,0.0
25_13,89.50739748755623,10.492602512443758,0.0,0.0
25_18,65.01721411525376,34.98278588474624,0.0,0.0
25_19,99.12608472715608,0.8739152728439068,0.0,0.0
25_20,100.0,0.0,0.0,0.0
25_21,97.38085509196736,2.6191449080326383,0.0,0.0
25_22,75.17886691882896,24.821133081171055,0.0,0.0
25_23,0.0,100.0,0.0,0.0
25_24,0.0,100.0,0.0,0.0
25_25,0.0,100.0,0.0,0.0
25_26,0.0,100.0,0.0,0.0
25_27,0.0,100.0,0.0,0.0
25_28,0.0,100.0,0.0,0.0
25_29,0.0,100.0,0.0,0.0
25_30,0.0,100.0,0.0,0.0
25_31,0.0,100.0,0.0,0.0
25_32,0.0,100.0,0.0,0.0
25_33,0.0,99.99999999999999,0.0,0.0
25_34,0.0,100.0,0.0,0.0
25_35,0.0,100.0,0.0,0.0
25_36,0.0,100.0,0.0,0.0
25_37,0.0,100.0,0.0,0.0
25_38,0.0,100.0,0.0,0.0
25_39,0.0,100.0,0.0,0.0
25_40,0.0,99.99999999999997,0.0,0.0
25_41,0.0,100.0,0.0,0.0
25_42,0.0,100.0,0.0,0.0
25_43,0.0,100.0,0.0,0.0
25_44,0.0,100.0,0.0,0.0
25_45,0.0,100.0,0.0,0.0
25_46,0.0,100.0,0.0,0.0
25_47,0.0,100.0,0.0,0.0
25_48,0.0,100.0,0.0,0.0
25_49,0.0,100.00000000000001,0.0,0.0
25_50,0.0,100.0,0.0,0.0
25_51,0.0,100.0,0.0,0.0
25_52,0.0,100.0,0.0,0.0
25_53,0.0,100.0,0.0,0.0
25_54,0.0,100.00000000000001,0.0,0.0
25_55,0.0,100.0,0.0,0.0
25_56,0.0,100.0,0.0,0.0
25_57,22.56730348781621,77.4326965121838,0.0,0.0
25_58,92.69969915431801,7.300300845681999,0.0,0.0
25_59,69.76346401289462,30.236535987105384,0.0,0.0
25_60,8.23470883740955,91.76529116259044,0.0,0.0
25_61,0.0,100.0,0.0,0.0
25_62,27.255123013877167,72.74487698612283,0.0,0.0
25_63,98.34704553769338,1.6529544623066315,0.0,0.0
25_9,6.209446521072167,93.79055347892783,0.0,0.0
26_10,0.0,100.0,0.0,0.0
26_11,0.0,99.99999999999999,0.0,0.0
26_12,0.0,100.0,0.0,0.0
26_13,24.244871685952845,75.75512831404716,0.0,0.0
26_14,91.01252591813699,8.987474081863013,0.0,0.0
26_17,98.6905548411331,1.3094451588668847,0.0,0.0
26_18,30.45347983127929,69.54652016872072,0.0,0.0
26_19,9.82352450777738,90.17647549222262,0.0,0.0
26_20,29.616008242746272,70.38399175725372,0.0,0.0
26_21,1.3999437268237183,98.60005627317629,0.0,0.0
26_22,0.0,100.0,0.0,0.0
26_23,0.0,100.0,0.0,0.0
26_24,0.0,100.0,0.0,0.0
26_25,0.0,100.0,0.0,0.0
26_26,0.0,99.99999999999999,0.0,0.0
26_27,0.0,100.0,0.0,0.0
26_28,0.0,100.0,0.0,0.0
26_29,0.0,99.99999999999999,0.0,0.0
26_30,0.0,100.0,0.0,0.0
26_31,0.0,99.99999999999999,0.0,0.0
26_32,0.0,100.0,0.0,0.0
26_33,0.0,99.99999999999999,0.0,0.0
26_34,0.0,100.0,0.0,0.0
26_35,0.0,100.0,0.0,0.0
26_36,0.0,100.0,0.0,0.0
26_37,0.0,100.0,0.0,0.0
26_38,0.0,100.0,0.0,0.0
26_39,0.0,100.0,0.0,0.0
26_40,0.0,100.0,0.0,0.0
26_41,0.0,100.00000000000001,0.0,0.0
26_42,0.0,100.0,0.0,0.0
26_43,0.0,100.00000000000001,0.0,0.0
26_44,0.0,100.0,0.0,0.0
26_45,0.0,100.0,0.0,0.0
26_46,0.0,100.0,0.0,0.0
26_47,0.0,100.0,0.0,0.0
26_48,0.0,100.0,0.0,0.0
26_49,0.0,100.0,0.0,0.0
26_50,0.0,100.0,0.0,0.0
26_51,0.0,100.0,0.0,0.0
26_52,0.0,100.0,0.0,0.0
26_53,0.0,99.99999999999999,0.0,0.0
26_54,0.0,100.00000000000001,0.0,0.0
26_55,0.0,100.00000000000001,0.0,0.0
26_56,0.0,99.99999999999999,0.0,0.0
26_57,3.2607294137249165,96.7392705862751,0.0,0.0
26_58,7.903634690185591,92.09636530981442,0.0,0.0
26_59,2.57875822926057,97.42124177073941,0.0,0.0
26_60,0.0,100.0,0.0,0.0
26_61,0.0,100.0,0.0,0.0
26_62,0.0,100.0,0.0,0.0
26_63,23.84105572353084,76.15894427646916,0.0,0.0
26_64,99.8183507938866,0.1816492061134021,0.0,0.0
26_8,0.0,81.15787696821171,18.8421230317883,0.0
26_9,0.0,98.60667957113387,1.3933204288661347,0.0
27_10,0.0,100.0,0.0,0.0
27_11,0.0,100.0,0.0,0.0
27_12,0.0,100.0,0.0,0.0
27_13,12.656089918989236,87.34391008101076,0.0,0.0
27_14,84.32373293412748,15.676267065872526,0.0,0.0
27_17,66.5667461164937,21.748560849587804,0.0,11.684693033918489
27_18,0.0,98.94986944197511,0.0,1.050130558024903
27_19,0.0,100.0,0.0,0.0
27_20,0.0,100.0,0.0,0.0
27_21,0.0,100.0,0.0,0.0
27_22,0.0,100.0,0.0,0.0
27_23,0.0,100.0,0.0,0.0
27_24,0.0,100.0,0.0,0.0
27_25,0.0,100.0,0.0,0.0
27_26,0.0,100.0,0.0,0.0
27_27,0.0,100.0,0.0,0.0
27_28,0.0,100.0,0.0,0.0
27_29,0.0,100.0,0.0,0.0
27_30,0.0,100.0,0.0,0.0
27_31,0.0,100.0,0.0,0.0
27_32,0.0,100.0,0.0,0.0
27_33,0.0,100.0,0.0,0.0
27_34,0.0,100.0,0.0,0.0
27_35,0.0,100.0,0.0,0.0
27_36,0.0,100.0,0.0,0.0
27_37,0.0,100.0,0.0,0.0
27_38,0.0,99.99999999999999,0.0,0.0
27_39,0.0,100.0,0.0,0.0
27_40,0.0,99.99999999999999,0.0,0.0
27_41,0.0,99.99999999999999,0.0,0.0
27_42,0.0,100.0,0.0,0.0
27_43,0.0,99.99999999999999,0.0,0.0
27_44,0.0,100.0,0.0,0.0
27_45,0.0,100.0,0.0,0.0
27_46,0.0,100.00000000000001,0.0,0.0
27_47,0.0,100.0,0.0,0.0
27_48,0.0,100.0,0.0,0.0
27_49,0.0,100.0,0.0,0.0
27_50,0.0,100.0,0.0,0.0
27_51,0.0,100.0,0.0,0.0
27_52,0.0,100.0,0.0,0.0
27_53,0.0,100.0,0.0,0.0
27_54,0.0,100.0,0.0,0.0
27_55,0.0,100.0,0.0,0.0
27_56,0.0,100.0,0.0,0.0
27_57,0.0,100.0,0.0,0.0
27_58,0.0,100.0,0.0,0.0
27_59,0.0,100.0,0.0,0.0
27_60,0.0,100.0,0.0,0.0
27_61,0.0,100.0,0.0,0.0
27_62,0.0,99.99999999999999,0.0,0.0
27_63,46.57768086015075,53.42231913984925,0.0,0.0
27_8,0.0,50.432050347384575,49.567949652615425,0.0
27_9,0.0,85.64126121322869,14.358738786771323,0.0
28_10,0.0,100.0,0.0,0.0
28_11,0.0,99.99999999999997,0.0,0.0
28_12,0.0,100.0,0.0,0.0
28_13,0.0,100.0,0.0,0.0
28_14,56.84706542964464,43.15293457035535,0.0,0.0
28_15,99.69130552482478,0.30869447517522647,0.0,0.0
28_16,30.165454609344025,69.83454539065598,0.0,0.0
28_17,44.066683653193145,8.759458077222867,0.0,47.173858269583995
28_18,0.0,42.38260053635729,0.0,57.61739946364271
28_19,0.0,99.88328598016258,0.0,0.11671401983740362
28_20,0.0,100.00000000000001,0.0,0.0
28_21,0.0,100.0,0.0,0.0
28_22,0.0,100.00000000000001,0.0,0.0
28_23,0.0,99.99999999999999,0.0,0.0
28_24,0.0,100.0,0.0,0.0
28_25,0.0,100.0,0.0,0.0
28_26,0.0,100.0,0.0,0.0
28_27,0.0,100.0,0.0,0.0
28_28,0.0,100.0,0.0,0.0
28_29,0.0,100.0,0.0,0.0
28_30,0.0,100.0,0.0,0.0
28_31,0.0,100.0,0.0,0.0
28_32,0.0,100.0,0.0,0.0
28_33,0.0,100.0,0.0,0.0
28_34,0.0,100.0,0.0,0.0
28_35,0.0,100.0,0.0,0.0
28_36,0.0,99.99999999999999,0.0,0.0
28_37,0.0,100.0,0.0,0.0
28_38,0.0,100.0,0.0,0.0
28_39,0.0,100.00000000000001,0.0,0.0
28_40,0.0,100.0,0.0,0.0
28_41,0.0,100.0,0.0,0.0
28_42,0.0,100.0,0.0,0.0
28_43,0.0,100.00000000000001,0.0,0.0
28_44,0.0,100.00000000000001,0.0,0.0
28_45,0.0,100.0,0.0,0.0
28_46,0.0,100.0,0.0,0.0
28_47,0.0,100.0,0.0,0.0
28_48,0.0,100.0,0.0,0.0
28_49,0.0,100.0,0.0,0.0
28_50,0.0,100.00000000000001,0.0,0.0
28_51,0.0,100.0,0.0,0.0
28_52,0.0,100.0,0.0,0.0
28_53,0.0,99.99999999999999,0.0,0.0
28_54,0.0,100.0,0.0,0.0
28_55,0.0,100.0,0.0,0.0
28_56,0.0,100.0,0.0,0.0
28_57,0.0,100.0,0.0,0.0
28_58,0.0,100.0,0.0,0.0
28_59,0.0,100.0,0.0,0.0
28_60,0.0,100.0,0.0,0.0
28_61,0.0,100.0,0.0,0.0
28_62,0.0,100.0,0.0,0.0
28_63,5.305993226094544,94.69400677390547,0.0,0.0
28_64,58.64626770824322,41.35373229175677,0.0,0.0
28_7,25.656776564582547,65.20971626402392,9.133507171393545,0.0
28_8,89.7399252330869,10.260074766913112,0.0,0.0
28_9,31.131164922555254,68.86883507744474,0.0,0.0
29_10,0.0,100.0,0.0,0.0
29_11,0.0,99.99999999999997,0.0,0.0
29_12,0.0,100.0,0.0,0.0
29_13,0.0,100.00000000000003,0.0,0.0
29_14,1.2417934949890785,98.75820650501093,0.0,0.0
29_15,55.23586935504446,44.76413064495554,0.0,0.0
29_16,0.0,100.0,0.0,0.0
29_17,17.4915529149137,76.60259006033303,0.0,5.905857024753263
29_18,0.0,31.290344785799682,0.0,68.70965521420031
29_19,0.0,95.23035290058931,0.0,4.769647099410677
29_20,0.0,100.0,0.0,0.0
29_21,0.0,100.0,0.0,0.0
29_22,0.0,100.0,0.0,0.0
29_23,0.0,100.0,0.0,0.0
29_24,0.0,100.0,0.0,0.0
29_25,0.0,100.0,0.0,0.0
29_26,0.0,100.0,0.0,0.0
29_27,0.0,100.0,0.0,0.0
29_28,0.0,100.00000000000001,0.0,0.0
29_29,0.0,100.0,0.0,0.0
29_30,0.0,100.0,0.0,0.0
29_31,0.0,100.0,0.0,0.0
29_32,0.0,100.0,0.0,0.0
29_33,0.0,100.00000000000001,0.0,0.0
29_34,0.0,100.0,0.0,0.0
29_35,0.0,100.0,0.0,0.0
29_36,0.0,99.99999999999999,0.0,0.0
29_37,0.0,100.0,0.0,0.0
29_38,0.0,100.0,0.0,0.0
29_39,0.0,100.0,0.0,0.0
29_40,0.0,100.0,0.0,0.0
29_41,0.0,100.0,0.0,0.0
29_42,0.0,100.0,0.0,0.0
29_43,0.0,100.0,0.0,0.0
29_44,0.0,100.0,0.0,0.0
29_45,0.0,100.0,0.0,0.0
29_46,0.0,100.0,0.0,0.0
29_47,0.0,100.00000000000001,0.0,0.0
29_48,0.0,99.99999999999999,0.0,0.0
29_49,0.0,100.0,0.0,0.0
29_50,0.0,100.0,0.0,0.0
29_51,0.0,99.99999999999999,0.0,0.0
29_52,0.0,100.0,0.0,0.0
29_53,0.0,100.0,0.0,0.0
29_54,0.0,100.0,0.0,0.0
29_55,0.0,100.0,0.0,0.0
29_56,0.0,100.00000000000001,0.0,0.0
29_57,0.0,100.0,0.0,0.0
29_58,0.0,100.0,0.0,0.0
29_59,0.0,100.0,0.0,0.0
29_60,0.0,100.0,0.0,0.0
29_61,0.0,99.99999999999999,0.0,0.0
29_62,10.025346663561244,89.97465333643876,0.0,0.0
29_63,92.9066527339002,7.093347266099794,0.0,0.0
29_64,71.34797819919966,28.652021800800338,0.0,0.0
29_65,99.9005307006469,0.09946929935310389,0.0,0.0
29_7,46.88155274498395,53.11844725501606,0.0,0.0
29_8,67.21517323767804,32.784826762321956,0.0,0.0
29_9,6.9453049628491454,93.05469503715085,0.0,0.0
2_32,100.0,0.0,0.0,0.0
2_33,100.0,0.0,0.0,0.0
2_34,75.31817124592857,24.681828754071436,0.0,0.0
2_35,53.965481867544206,46.0345181324558,0.0,0.0
2_36,94.32961046925206,5.670389530747936,0.0,0.0
2_50,90.65923507312068,9.34076492687932,0.0,0.0
2_51,24.177053765343945,75.82294623465606,0.0,0.0
2_52,0.534860459416424,99.46513954058358,0.0,0.0
2_53,0.0,100.0,0.0,0.0
2_54,0.0,99.99999999999999,0.0,0.0
2_55,0.0,99.99999999999999,0.0,0.0
2_56,36.574901567650215,63.42509843234979,0.0,0.0
2_57,7.636225376757004,92.363774623243,0.0,0.0
2_58,63.0916605970888,36.90833940291121,0.0,0.0
30_10,0.0,100.0,0.0,0.0
30_11,0.0,100.0,0.0,0.0
30_12,0.0,100.0,0.0,0.0
30_13,0.0,99.99999999999999,0.0,0.0
30_14,0.0,100.00000000000001,0.0,0.0
30_15,0.0,100.0,0.0,0.0
30_16,0.0,99.99999999999997,0.0,0.0
30_17,0.0,100.0,0.0,0.0
30_18,0.0,100.0,0.0,0.0
30_19,0.0,100.0,0.0,0.0
30_20,0.0,100.00000000000001,0.0,0.0
30_21,0.0,100.0,0.0,0.0
30_22,0.0,100.0,0.0,0.0
30_23,0.0,100.0,0.0,0.0
30_24,0.0,100.0,0.0,0.0
30_25,0.0,100.0,0.0,0.0
30_26,0.0,100.0,0.0,0.0
30_27,0.0,100.0,0.0,0.0
30_28,0.0,100.0,0.0,0.0
30_29,0.0,100.0,0.0,0.0
30_30,0.0,100.0,0.0,0.0
30_31,0.0,100.0,0.0,0.0
30_32,0.0,100.0,0.0,0.0
30_33,0.0,99.99999999999999,0.0,0.0
30_34,0.0,100.0,0.0,0.0
30_35,0.0,100.0,0.0,0.0
30_36,0.0,100.0,0.0,0.0
30_37,0.0,100.0,0.0,0.0
30_38,0.0,100.0,0.0,0.0
30_39,0.0,100.0,0.0,0.0
30_40,0.0,100.0,0.0,0.0
30_41,0.0,99.99999999999997,0.0,0.0
30_42,0.0,100.00000000000001,0.0,0.0
30_43,0.0,100.0,0.0,0.0
30_44,0.0,100.0,0.0,0.0
30_45,0.0,100.0,0.0,0.0
30_46,0.0,100.0,0.0,0.0
30_47,0.0,100.00000000000003,0.0,0.0
30_48,0.0,100.0,0.0,0.0
30_49,0.0,100.0,0.0,0.0
30_50,0.0,100.0,0.0,0.0
30_51,0.0,99.99999999999999,0.0,0.0
30_52,0.0,100.0,0.0,0.0
30_53,0.0,100.0,0.0,0.0
30_54,0.0,100.00000000000001,0.0,0.0
30_55,0.0,100.0,0.0,0.0
30_56,0.0,100.0,0.0,0.0
30_57,0.0,100.0,0.0,0.0
30_58,0.0,100.0,0.0,0.0
30_59,0.0,99.99999999999999,0.0,0.0
30_60,0.0,100.0,0.0,0.0
30_61,0.0,99.99999999999999,0.0,0.0
30_62,27.36841818646514,72.63158181353486,0.0,0.0
30_63,86.14111805133174,13.858881948668241,0.0,0.0
30_64,99.60235336805235,0.3976466319476587,0.0,0.0
30_65,100.0,0.0,0.0,0.0
30_8,22.670712754790685,77.32928724520931,0.0,0.0
30_9,10.16895505748724,89.83104494251276,0.0,0.0
31_10,0.0,100.0,0.0,0.0
31_11,0.0,100.0,0.0,0.0
31_12,0.0,100.0,0.0,0.0
31_13,0.0,100.0,0.0,0.0
31_14,0.0,100.0,0.0,0.0
31_15,0.0,100.0,0.0,0.0
31_16,0.0,100.0,0.0,0.0
31_17,0.0,100.0,0.0,0.0
31_18,0.0,100.0,0.0,0.0
31_19,0.0,100.0,0.0,0.0
31_20,0.0,100.0,0.0,0.0
31_21,0.0,100.0,0.0,0.0
31_22,0.0,100.0,0.0,0.0
31_23,0.0,100.0,0.0,0.0
31_24,0.0,100.0,0.0,0.0
31_25,0.0,100.0,0.0,0.0
31_26,0.0,100.0,0.0,0.0
31_27,0.0,100.0,0.0,0.0
31_28,0.0,100.0,0.0,0.0
31_29,0.0,100.0,0.0,0.0
31_30,0.0,100.0,0.0,0.0
31_31,0.0,100.0,0.0,0.0
31_32,0.0,100.0,0.0,0.0
31_33,0.0,100.0,0.0,0.0
31_34,0.0,100.0,0.0,0.0
31_35,0.0,100.0,0.0,0.0
31_36,0.0,100.0,0.0,0.0
31_37,0.0,100.0,0.0,0.0
31_38,0.0,100.0,0.0,0.0
31_39,0.0,100.00000000000001,0.0,0.0
31_40,0.0,100.0,0.0,0.0
31_41,0.0,100.0,0.0,0.0
31_42,0.0,100.0,0.0,0.0
31_43,0.0,100.0,0.0,0.0
31_44,0.0,100.0,0.0,0.0
31_45,0.0,100.0,0.0,0.0
31_46,0.0,99.99999999999999,0.0,0.0
31_47,0.0,100.0,0.0,0.0
31_48,0.0,100.0,0.0,0.0
31_49,0.0,100.0,0.0,0.0
31_50,0.0,100.0,0.0,0.0
31_51,0.0,100.0,0.0,0.0
31_52,0.0,100.00000000000001,0.0,0.0
31_53,0.0,100.0,0.0,0.0
31_54,0.0,100.0,0.0,0.0
31_55,0.0,100.0,0.0,0.0
31_56,0.0,100.00000000000001,0.0,0.0
31_57,0.0,100.0,0.0,0.0
31_58,0.0,100.0,0.0,0.0
31_59,0.0,100.00000000000001,0.0,0.0
31_60,0.0,100.0,0.0,0.0
31_61,0.0,100.0,0.0,0.0
31_62,0.0,100.0,0.0,0.0
31_63,0.0,100.0,0.0,0.0
31_64,74.47417008940377,25.525829910596247,0.0,0.0
31_65,100.0,0.0,0.0,0.0
31_8,100.0,0.0,0.0,0.0
31_9,26.392002606609786,73.6079973933902,0.0,0.0
32_10,3.402822468793469,96.59717753120654,0.0,0.0
32_11,0.0,100.0,0.0,0.0
32_12,0.0,100.0,0.0,0.0
32_13,0.0,100.0,0.0,0.0
32_14,0.0,100.0,0.0,0.0
32_15,0.0,100.0,0.0,0.0
32_16,0.0,99.99999999999999,0.0,0.0
32_17,0.0,100.00000000000001,0.0,0.0
32_18,0.0,100.0,0.0,0.0
32_19,0.0,100.0,0.0,0.0
32_20,0.0,100.0,0.0,0.0
32_21,0.0,100.0,0.0,0.0
32_22,0.0,100.0,0.0,0.0
32_23,0.0,100.00000000000001,0.0,0.0
32_24,0.0,100.0,0.0,0.0
32_25,0.0,100.0,0.0,0.0
32_26,0.0,100.0,0.0,0.0
32_27,0.0,100.0,0.0,0.0
32_28,0.0,100.0,0.0,0.0
32_29,0.0,100.0,0.0,0.0
32_30,0.0,100.0,0.0,0.0
32_31,0.0,100.0,0.0,0.0
32_32,0.0,100.0,0.0,0.0
32_33,0.0,100.0,0.0,0.0
32_34,0.0,100.0,0.0,0.0
32_35,0.0,100.0,0.0,0.0
32_36,0.0,100.0,0.0,0.0
32_37,0.0,100.00000000000001,0.0,0.0
32_38,0.0,100.0,0.0,0.0
32_39,0.0,100.00000000000001,0.0,0.0
32_40,0.24545837706874263,99.75454162293124,0.0,0.0
32_41,65.83199657107353,34.16800342892647,0.0,0.0
32_42,34.459271647869464,65.54072835213054,0.0,0.0
32_43,0.0,99.99999999999999,0.0,0.0
32_44,0.0,100.0,0.0,0.0
32_45,0.0,100.0,0.0,0.0
32_46,0.0,100.0,0.0,0.0
32_47,0.0,100.0,0.0,0.0
32_48,0.0,100.0,0.0,0.0
32_49,0.0,100.00000000000001,0.0,0.0
32_50,0.0,100.0,0.0,0.0
32_51,0.0,100.0,0.0,0.0
32_52,0.0,100.0,0.0,0.0
32_53,0.0,100.00000000000001,0.0,0.0
32_54,0.0,100.0,0.0,0.0
32_55,6.888745553185579,93.11125444681441,0.0,0.0
32_56,32.12272109440737,67.87727890559263,0.0,0.0
32_57,0.0,100.0,0.0,0.0
32_58,0.0,100.0,0.0,0.0
32_59,0.0,100.0,0.0,0.0
32_60,0.0,100.00000000000001,0.0,0.0
32_61,0.0,100.0,0.0,0.0
32_62,0.0330891300643263,99.96691086993566,0.0,0.0
32_63,0.0,100.0,0.0,0.0
32_64,17.32351940891644,82.67648059108355,0.0,0.0
32_65,99.3051551967911,0.6948448032088917,0.0,0.0
32_9,80.96644793274625,19.03355206725374,0.0,0.0
33_10,1.7626536627180431,98.23734633728196,0.0,0.0
33_11,0.0,100.0,0.0,0.0
33_12,0.0,100.0,0.0,0.0
33_13,0.0,100.0,0.0,0.0
33_14,0.0,100.0,0.0,0.0
33_15,0.0,100.0,0.0,0.0
33_16,0.0,100.0,0.0,0.0
33_17,0.0,100.0,0.0,0.0
33_18,0.0,100.0,0.0,0.0
33_19,0.0,100.0,0.0,0.0
33_20,0.0,100.0,0.0,0.0
33_21,0.0,100.0,0.0,0.0
33_22,0.0,99.99999999999999,0.0,0.0
33_23,0.0,100.0,0.0,0.0
33_24,0.0,99.99999999999999,0.0,0.0
33_25,0.0,100.0,0.0,0.0
33_26,0.0,100.0,0.0,0.0
33_27,0.0,100.0,0.0,0.0
33_28,0.0,100.0,0.0,0.0
33_29,0.0,100.0,0.0,0.0
33_30,0.0,100.0,0.0,0.0
