grid_id,Agricultural areas,Artificial surfaces,Forest and semi natural areas,Water bodies
13_45,0.0,100.0,0.0,0.0
13_46,0.0,100.0,0.0,0.0
13_47,0.0,99.99999999999999,0.0,0.0
13_48,0.0,100.00000000000003,0.0,0.0
13_49,0.0,100.0,0.0,0.0
13_50,0.0,100.0,0.0,0.0
13_51,0.0,100.00000000000001,0.0,0.0
13_52,0.0,100.0,0.0,0.0
13_53,0.0,100.00000000000001,0.0,0.0
13_54,0.0,99.99999999999999,0.0,0.0
13_55,0.0,99.99999999999997,0.0,0.0
13_56,0.0,100.0,0.0,0.0
13_57,0.0,100.00000000000001,0.0,0.0
13_58,0.0,100.0,0.0,0.0
13_59,0.0,100.0,0.0,0.0
13_60,49.03912536122805,50.960874638771934,0.0,0.0
13_61,51.09437380494395,48.90562619505606,0.0,0.0
13_62,42.517212791143834,57.48278720885616,0.0,0.0
13_63,45.57248905883787,54.42751094116214,0.0,0.0
13_64,91.23591315153932,8.764086848460677,0.0,0.0
14_21,99.99999999999999,0.0,0.0,0.0
14_22,91.30919201695336,8.690807983046625,0.0,0.0
14_23,83.52928758169669,16.4707124183033,0.0,0.0
14_24,25.48305432064369,74.5169456793563,0.0,0.0
14_25,0.0,100.0,0.0,0.0
14_26,0.0,100.0,0.0,0.0
14_27,0.0,99.99999999999999,0.0,0.0
14_28,0.0,100.0,0.0,0.0
14_29,0.0,100.0,0.0,0.0
14_30,0.0,100.00000000000001,0.0,0.0
14_31,0.0,100.0,0.0,0.0
14_32,0.0,99.99999999999999,0.0,0.0
14_33,0.0,100.0,0.0,0.0
14_34,0.0,100.0,0.0,0.0
14_35,0.0,100.0,0.0,0.0
14_36,0.0,100.00000000000001,0.0,0.0
14_37,0.0,100.0,0.0,0.0
14_38,0.0,100.0,0.0,0.0
14_39,0.0,100.0,0.0,0.0
14_40,0.0,100.0,0.0,0.0
14_41,0.0,100.0,0.0,0.0
14_42,0.0,100.0,0.0,0.0
14_43,0.0,100.0,0.0,0.0
14_44,0.0,100.0,0.0,0.0
14_45,0.0,100.0,0.0,0.0
14_46,0.0,100.0,0.0,0.0
14_47,0.0,100.0,0.0,0.0
14_48,0.0,100.0,0.0,0.0
14_49,0.0,100.0,0.0,0.0
14_50,0.0,100.00000000000001,0.0,0.0
14_51,0.0,100.0,0.0,0.0
14_52,0.0,99.99999999999999,0.0,0.0
14_53,0.0,100.0,0.0,0.0
14_54,0.0,100.0,0.0,0.0
14_55,0.0,100.0,0.0,0.0
14_56,0.0,100.0,0.0,0.0
14_57,0.0,100.0,0.0,0.0
14_58,0.0,100.0,0.0,0.0
14_59,0.0,100.0,0.0,0.0
14_60,4.2113593351604255,95.78864066483959,0.0,0.0
14_61,51.68615839495235,48.31384160504764,0.0,0.0
14_62,46.06199066857653,53.93800933142347,0.0,0.0
14_63,17.806013269020827,82.19398673097918,0.0,0.0
14_64,86.18132557564259,13.818674424357408,0.0,0.0
15_19,11.871540559944522,36.192533989395805,51.93592545065967,0.0
15_21,87.92000546996636,12.079994530033634,0.0,0.0
15_22,100.0,0.0,0.0,0.0
15_23,86.07353941240406,13.926460587595935,0.0,0.0
15_24,44.7081252779952,55.2918747220048,0.0,0.0
15_25,0.0,99.99999999999999,0.0,0.0
15_26,0.0,100.0,0.0,0.0
15_27,0.0,100.00000000000003,0.0,0.0
15_28,0.0,100.0,0.0,0.0
15_29,0.0,100.0,0.0,0.0
15_30,0.0,100.0,0.0,0.0
15_31,0.0,100.0,0.0,0.0
15_32,0.0,100.0,0.0,0.0
15_33,0.0,100.00000000000001,0.0,0.0
15_34,0.0,100.0,0.0,0.0
15_35,0.0,99.99999999999999,0.0,0.0
15_36,0.0,99.99999999999999,0.0,0.0
15_37,0.0,100.0,0.0,0.0
15_38,0.0,100.0,0.0,0.0
15_39,0.0,99.99999999999999,0.0,0.0
15_40,0.0,100.0,0.0,0.0
15_41,0.0,100.0,0.0,0.0
15_42,0.0,100.0,0.0,0.0
15_43,0.0,100.0,0.0,0.0
15_44,0.0,100.0,0.0,0.0
15_45,0.0,100.0,0.0,0.0
15_46,0.0,100.0,0.0,0.0
15_47,0.0,99.99999999999999,0.0,0.0
15_48,0.0,99.99999999999997,0.0,0.0
15_49,0.0,100.0,0.0,0.0
15_50,0.0,100.0,0.0,0.0
15_51,0.0,99.99999999999999,0.0,0.0
15_52,0.0,100.0,0.0,0.0
15_53,0.0,100.0,0.0,0.0
15_54,0.0,100.0,0.0,0.0
15_55,0.0,100.0,0.0,0.0
15_56,0.0,100.0,0.0,0.0
15_57,0.0,100.0,0.0,0.0
15_58,0.0,100.0,0.0,0.0
15_59,0.0,100.0,0.0,0.0
15_60,17.280474291877113,82.71952570812289,0.0,0.0
15_61,47.66396343120806,52.33603656879195,0.0,0.0
15_62,86.4609423661053,13.539057633894702,0.0,0.0
16_19,39.54758997980313,60.45241002019688,0.0,0.0
16_20,42.48255078803601,57.51744921196399,0.0,0.0
16_21,97.94710205247013,2.0528979475298814,0.0,0.0
16_22,100.00000000000001,0.0,0.0,0.0
16_23,29.483554272413237,70.51644572758678,0.0,0.0
16_24,0.0,100.0,0.0,0.0
16_25,0.0,100.0,0.0,0.0
16_26,0.0,99.99999999999999,0.0,0.0
16_27,0.0,100.0,0.0,0.0
16_28,0.0,100.0,0.0,0.0
16_29,0.0,100.0,0.0,0.0
16_30,0.0,100.00000000000001,0.0,0.0
16_31,0.0,100.0,0.0,0.0
16_32,0.0,100.00000000000001,0.0,0.0
16_33,0.0,99.99999999999999,0.0,0.0
16_34,0.0,100.0,0.0,0.0
16_35,0.0,100.0,0.0,0.0
16_36,0.0,100.0,0.0,0.0
16_37,0.0,100.0,0.0,0.0
16_38,0.0,99.99999999999999,0.0,0.0
16_39,0.0,100.0,0.0,0.0
16_40,0.0,100.0,0.0,0.0
16_41,0.0,100.0,0.0,0.0
16_42,0.0,99.99999999999999,0.0,0.0
16_43,0.0,100.0,0.0,0.0
16_44,0.0,100.0,0.0,0.0
16_45,0.0,100.0,0.0,0.0
16_46,0.0,100.0,0.0,0.0
16_47,0.0,100.00000000000001,0.0,0.0
16_48,0.0,100.0,0.0,0.0
16_49,0.0,100.0,0.0,0.0
16_50,0.0,100.0,0.0,0.0
16_51,0.0,100.0,0.0,0.0
16_52,0.0,99.99999999999999,0.0,0.0
16_53,0.0,100.0,0.0,0.0
16_54,0.0,100.0,0.0,0.0
16_55,0.0,99.99999999999999,0.0,0.0
16_56,0.0,100.0,0.0,0.0
16_57,0.0,100.0,0.0,0.0
16_58,0.0,100.0,0.0,0.0
16_59,21.339146405809558,78.66085359419044,0.0,0.0
16_60,85.62377414309032,14.37622585690968,0.0,0.0
16_61,96.77881342842998,3.2211865715700028,0.0,0.0
17_19,84.78537472687569,15.017801578337695,0.19682369478661277,0.0
17_20,1.2168480436466702,98.78315195635332,0.0,0.0
17_21,11.198738064771069,88.80126193522892,0.0,0.0
17_22,44.008952806360604,55.991047193639396,0.0,0.0
17_23,69.72119548144612,30.27880451855388,0.0,0.0
17_24,2.9714314989810955,97.02856850101891,0.0,0.0
17_25,0.0,100.0,0.0,0.0
17_26,0.0,99.99999999999999,0.0,0.0
17_27,0.0,100.0,0.0,0.0
17_28,0.0,100.0,0.0,0.0
17_29,0.0,100.0,0.0,0.0
17_30,0.0,100.0,0.0,0.0
17_31,0.0,100.0,0.0,0.0
17_32,0.0,100.0,0.0,0.0
17_33,0.0,99.99999999999999,0.0,0.0
17_34,0.0,100.0,0.0,0.0
17_35,0.0,100.0,0.0,0.0
17_36,0.0,100.0,0.0,0.0
17_37,0.0,100.00000000000001,0.0,0.0
17_38,0.0,100.0,0.0,0.0
17_39,0.0,99.99999999999999,0.0,0.0
17_40,0.0,100.0,0.0,0.0
17_41,0.0,100.0,0.0,0.0
17_42,0.0,100.0,0.0,0.0
17_43,0.0,100.0,0.0,0.0
17_44,0.0,100.0,0.0,0.0
17_45,0.0,100.0,0.0,0.0
17_46,0.0,100.0,0.0,0.0
17_47,0.0,100.0,0.0,0.0
17_48,0.0,100.00000000000001,0.0,0.0
17_49,0.0,100.0,0.0,0.0
17_50,0.0,100.0,0.0,0.0
17_51,0.0,100.0,0.0,0.0
17_52,0.0,100.0,0.0,0.0
17_53,0.0,99.99999999999999,0.0,0.0
17_54,0.0,100.0,0.0,0.0
17_55,0.0,100.0,0.0,0.0
17_56,0.0,99.99999999999999,0.0,0.0
17_57,0.0,100.0,0.0,0.0
17_58,0.0,100.0,0.0,0.0
17_59,72.34079848845283,27.659201511547177,0.0,0.0
17_60,100.0,0.0,0.0,0.0
18_19,46.94947645446442,0.0,53.05052354553559,0.0
18_20,41.96875857870523,58.031241421294766,0.0,0.0
18_21,0.0,100.0,0.0,0.0
18_22,0.0,100.0,0.0,0.0
18_23,2.547244271432483,97.45275572856752,0.0,0.0
18_24,2.1977496311380165,97.80225036886199,0.0,0.0
18_25,0.0,100.0,0.0,0.0
18_26,0.0,100.0,0.0,0.0
18_27,0.0,100.0,0.0,0.0
18_28,0.0,99.99999999999999,0.0,0.0
18_29,0.0,100.0,0.0,0.0
18_30,0.0,100.00000000000001,0.0,0.0
18_31,0.0,99.99999999999999,0.0,0.0
18_32,0.0,99.99999999999999,0.0,0.0
18_33,0.0,100.00000000000001,0.0,0.0
18_34,0.0,100.0,0.0,0.0
18_35,0.0,100.0,0.0,0.0
18_36,0.0,100.0,0.0,0.0
18_37,0.0,99.99999999999999,0.0,0.0
18_38,0.0,100.0,0.0,0.0
18_39,0.0,100.0,0.0,0.0
18_40,0.0,100.0,0.0,0.0
18_41,0.0,100.0,0.0,0.0
18_42,0.0,100.00000000000001,0.0,0.0
18_43,0.0,100.0,0.0,0.0
18_44,0.0,100.0,0.0,0.0
18_45,0.0,100.0,0.0,0.0
18_46,0.0,100.0,0.0,0.0
18_47,0.0,100.0,0.0,0.0
18_48,0.0,100.0,0.0,0.0
18_49,0.0,100.0,0.0,0.0
18_50,0.0,100.0,0.0,0.0
18_51,0.0,100.0,0.0,0.0
18_52,0.0,100.0,0.0,0.0
18_53,0.0,100.0,0.0,0.0
18_54,0.0,100.0,0.0,0.0
18_55,0.0,100.0,0.0,0.0
18_56,0.0,100.0,0.0,0.0
18_57,0.0,100.0,0.0,0.0
18_58,0.0,100.0,0.0,0.0
18_59,66.09739194459301,33.90260805540699,0.0,0.0
18_60,95.50319848935648,4.496801510643509,0.0,0.0
19_20,91.51288655634394,8.487113443656053,0.0,0.0
19_21,2.018736219719114,97.9812637802809,0.0,0.0
19_22,0.0,100.0,0.0,0.0
19_23,0.0,100.0,0.0,0.0
19_24,0.0,100.00000000000001,0.0,0.0
19_25,0.0,100.0,0.0,0.0
19_26,0.0,99.99999999999999,0.0,0.0
19_27,0.0,100.00000000000001,0.0,0.0
19_28,0.0,100.0,0.0,0.0
19_29,0.0,100.0,0.0,0.0
19_30,0.0,100.0,0.0,0.0
19_31,0.0,100.0,0.0,0.0
19_32,0.0,99.99999999999999,0.0,0.0
19_33,0.0,100.0,0.0,0.0
19_34,0.0,100.0,0.0,0.0
19_35,0.0,100.0,0.0,0.0
19_36,0.0,100.0,0.0,0.0
19_37,0.0,100.00000000000001,0.0,0.0
19_38,0.0,100.0,0.0,0.0
19_39,0.0,100.0,0.0,0.0
19_40,0.0,100.0,0.0,0.0
19_41,0.0,100.0,0.0,0.0
19_42,0.0,100.0,0.0,0.0
19_43,0.0,100.0,0.0,0.0
19_44,0.0,100.0,0.0,0.0
19_45,0.0,100.0,0.0,0.0
19_46,0.0,100.0,0.0,0.0
19_47,0.0,100.0,0.0,0.0
19_48,0.0,100.0,0.0,0.0
19_49,0.0,99.99999999999999,0.0,0.0
19_50,0.0,100.0,0.0,0.0
19_51,0.0,100.0,0.0,0.0
19_52,0.0,100.0,0.0,0.0
19_53,0.0,100.0,0.0,0.0
19_54,0.0,100.0,0.0,0.0
19_55,0.0,100.0,0.0,0.0
19_56,0.0,100.00000000000001,0.0,0.0
19_57,0.0,100.0,0.0,0.0
19_58,0.0,100.0,0.0,0.0
19_59,5.487072827746267,94.51292717225374,0.0,0.0
19_60,14.322204161749225,85.67779583825079,0.0,0.0
19_61,93.10937712614407,6.890622873855936,0.0,0.0
1_51,57.216664385301726,42.783335614698274,0.0,0.0
1_52,25.775826760776894,74.2241732392231,0.0,0.0
1_53,0.09045185093855464,99.90954814906145,0.0,0.0
1_54,2.383630271201827,97.61636972879818,0.0,0.0
1_57,89.97746615142759,10.0225338485724,0.0,0.0
1_58,57.4365476520388,2.646441672830328,39.917010675130875,0.0
20_20,100.0,0.0,0.0,0.0
20_21,22.660528512646877,77.33947148735312,0.0,0.0
20_22,0.0,100.0,0.0,0.0
20_23,0.0,100.0,0.0,0.0
20_24,0.0,100.0,0.0,0.0
20_25,0.0,100.0,0.0,0.0
20_26,0.0,100.0,0.0,0.0
20_27,0.0,100.00000000000001,0.0,0.0
20_28,0.0,100.0,0.0,0.0
20_29,0.0,100.0,0.0,0.0
20_30,0.0,100.00000000000001,0.0,0.0
20_31,0.0,99.99999999999999,0.0,0.0
20_32,0.0,100.0,0.0,0.0
20_33,0.0,100.0,0.0,0.0
20_34,0.0,100.0,0.0,0.0
20_35,0.0,100.0,0.0,0.0
20_36,0.0,100.0,0.0,0.0
20_37,0.0,100.0,0.0,0.0
20_38,0.0,100.0,0.0,0.0
20_39,0.0,100.00000000000001,0.0,0.0
20_40,0.0,100.0,0.0,0.0
20_41,0.0,100.0,0.0,0.0
20_42,0.0,100.0,0.0,0.0
20_43,0.0,100.0,0.0,0.0
20_44,0.0,100.0,0.0,0.0
20_45,0.0,100.0,0.0,0.0
20_46,0.0,100.0,0.0,0.0
20_47,0.0,100.0,0.0,0.0
20_48,0.0,100.0,0.0,0.0
20_49,0.0,100.00000000000001,0.0,0.0
20_50,0.0,99.99999999999997,0.0,0.0
20_51,0.0,100.00000000000001,0.0,0.0
20_52,0.0,99.99999999999999,0.0,0.0
20_53,0.0,100.0,0.0,0.0
20_54,0.0,100.0,0.0,0.0
20_55,0.0,99.99999999999999,0.0,0.0
20_56,0.0,100.0,0.0,0.0
20_57,0.0,100.0,0.0,0.0
20_58,0.0,100.0,0.0,0.0
20_59,0.0,100.0,0.0,0.0
20_60,2.28751426965566,97.71248573034434,0.0,0.0
20_61,82.08488042985361,17.91511957014638,0.0,0.0
21_20,100.0,0.0,0.0,0.0
21_21,43.42471760379446,56.57528239620553,0.0,0.0
21_22,0.0,100.0,0.0,0.0
21_23,0.0,100.0,0.0,0.0
21_24,0.0,100.00000000000001,0.0,0.0
21_25,0.0,100.0,0.0,0.0
21_26,0.0,100.0,0.0,0.0
21_27,0.0,100.0,0.0,0.0
21_28,0.0,100.0,0.0,0.0
21_29,0.0,100.0,0.0,0.0
21_30,0.0,100.0,0.0,0.0
21_31,0.0,100.00000000000001,0.0,0.0
21_32,0.0,100.00000000000001,0.0,0.0
21_33,0.0,100.0,0.0,0.0
21_34,0.0,100.00000000000001,0.0,0.0
21_35,0.0,100.0,0.0,0.0
21_36,0.0,100.0,0.0,0.0
21_37,0.0,100.00000000000003,0.0,0.0
21_38,0.0,100.00000000000001,0.0,0.0
21_39,0.0,100.0,0.0,0.0
21_40,0.0,100.0,0.0,0.0
21_41,0.0,100.0,0.0,0.0
21_42,0.0,100.0,0.0,0.0
21_43,0.0,100.0,0.0,0.0
21_44,0.0,100.0,0.0,0.0
21_45,0.0,100.0,0.0,0.0
21_46,0.0,100.0,0.0,0.0
21_47,0.0,100.00000000000001,0.0,0.0
