grid_id,Bare / sparse vegetation,Closed forest,Cropland,Herbaceous vegetation,Herbaceous wetland,Open forest,Permanent water bodies,Shrubland,Urban / built up
104_13,0.0,0.0,0.10088422151269923,0.0,0.0,5.504561069496388,0.0,0.0,94.39458045676223
104_14,0.0,5.957841717448043,40.34806616362588,5.124608246942601,0.0,33.427784534538446,0.18733408456942022,0.0,14.95385444893495
104_15,0.0,0.0,27.397726705901754,13.874188960344764,0.0,19.615406800929527,0.0,0.0,39.11263018466609
104_16,0.0,0.0,17.143412459708248,0.055222686145805444,0.0,23.82638627912231,0.0,0.0,58.974978705225226
104_17,0.0,0.0,0.0,0.0,0.0,5.955715808289452,0.0,0.0,94.04428419171055
104_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
104_19,0.0,0.0,1.089587451389337,0.0,0.0,17.8639018329646,0.0,0.0,81.0464734064859
104_20,0.0,0.0,39.25700247664917,0.0,0.0,3.8989198047318623,0.0,0.0,56.844004807754345
104_22,0.0,0.0,82.0997665125561,4.136746371088749,0.0,5.953062273917443,0.0,0.0,7.810461918862591
104_9,0.0,51.612917470894516,29.786161007256446,14.354354225357646,0.0,4.246772566259003,0.0,0.0,0.0
105_10,0.0,20.556208409027633,41.680300447941356,22.263673988690137,0.0,0.0,0.0,0.0,15.50027009805374
105_11,0.0,4.188830703602261,0.0,13.992150787759478,0.0,13.551252130804476,0.0,0.0,68.26776493582938
105_12,0.0,0.0,27.042143928912104,17.87685302186208,0.0,21.23415051875627,0.0,0.0,33.846883703701785
105_13,0.0,17.36012110115862,44.21614529201515,5.3333698097086355,5.667300284145588,7.803033754512548,0.0,0.0,19.61999726387608
105_14,0.0,0.15561148431128755,60.78101631914701,3.3401743092839653,9.227710553745721,4.3851664067405185,22.109431345931046,0.0,0.0
105_16,0.0,0.0,97.30191988016038,0.0,0.0,0.0,0.0,0.0,2.6980801198396125
105_17,0.0,0.0,67.04791088458528,6.201974705081487,0.0,0.0,0.0,0.0,26.750113648197654
105_18,0.0,0.0,0.0,13.725453634861054,0.0,0.0,0.0,0.0,86.27454636513895
105_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
105_20,0.0,0.0,19.55996057868246,0.0,0.0,0.0,0.0,0.0,80.44003942131755
106_18,0.0,0.0,64.6388574935134,12.815833383769476,0.0,5.9553291201061915,0.0,0.0,16.58997923163008
106_19,0.0,0.0,38.32547153652785,5.954667903398634,0.0,0.0,0.0,0.0,55.71985823267408
10_18,0.0,0.0,46.797885597491614,2.0065380645753828,0.0,21.468608480596366,0.0,0.0,29.726967515549063
10_19,0.0,0.0,8.205916753789783,24.046013268976697,0.0,21.877126174120193,0.0,0.0,45.8709439451511
10_20,0.0,0.0,0.0,0.0,0.0,4.788810295552489,0.0,0.0,95.21118971520066
10_21,0.0,0.0,0.0,0.0,0.0,9.021983927072394,0.0,0.0,90.9780160729276
10_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10_24,0.0,2.9755682831372416,0.0,0.11514253859625426,0.0,4.234201843707731,0.0,0.0,92.67511785799218
10_25,0.0,0.0,2.975435274438812,14.486376867836606,0.0,5.950804438137295,0.0,0.0,76.58727113581895
10_26,0.0,0.0,0.0,0.0,0.0,4.229243544126026,0.0,0.0,95.77075645587398
10_27,0.0,0.0,0.0,5.9495427254308355,0.0,5.673631880663441,0.0,0.0,88.37686281013346
10_28,0.0,0.0,0.0,0.0,0.0,19.09591315139872,0.0,0.0,80.90404943411332
10_29,0.0,0.0,0.0,2.9742407515187654,0.0,10.947156535801911,0.0,0.0,86.078589898261
10_30,0.0,0.0,0.0,0.0,0.0,5.947618389022887,0.0,0.0,94.05238161097711
10_31,0.0,0.0,0.0,2.484688874825183,0.0,4.513603299615542,0.0,0.0,93.00174523757613
10_32,0.0,0.3187651812736482,0.8766651565239338,12.52076838613739,0.0,24.422510234646744,0.0,0.0,61.861465871410246
10_33,0.0,0.7565981730478426,3.1632286011538726,4.202596347508669,0.0,8.919135411775336,0.0,0.0,82.9580569288083
10_34,0.0,10.154059800998276,8.917940294511421,0.0,0.0,23.451822440971263,0.0,0.0,57.476511143608136
10_35,0.0,34.390384055352854,8.917076905976526,26.843612540679118,0.0,29.584150424757933,0.0,0.0,0.2646195856716336
10_36,0.0,1.0311373378432158,0.0,4.427422809145927,0.0,20.67698638975035,0.0,0.0,73.86420036525581
10_37,0.0,0.0,0.0,0.0,0.0,4.703062204782192,0.0,0.0,95.29693779521781
10_38,0.0,0.0,0.0,0.0,0.0,3.8322327618176444,0.0,0.0,96.16776723818235
10_39,0.0,3.46805063990838,3.408159392713961,0.0,0.0,3.4171469039845124,0.0,0.0,89.7066347036683
10_40,0.0,16.551826914823117,2.9708532879109595,1.8623546634049946,0.0,53.3993361667996,0.0,0.0,25.2155983917767
10_41,0.0,0.0,0.0,8.60480870342386,0.0,68.51778274705367,0.0,0.0,22.878742684703152
10_42,0.0,0.0,0.0,0.0,0.0,0.7148235010372316,0.0,0.0,99.28517649896277
10_43,0.0,1.1920640491518781,0.0,0.6804754128566916,0.0,13.130173253017306,0.0,0.0,84.99735443075379
10_44,0.0,17.24683877894022,0.0,0.4086582405899056,0.0,48.17696737812399,0.0,0.0,34.167644654521396
10_45,0.0,5.938584196994155,0.1351829014024738,1.4008972887144424,0.0,31.6872946644038,0.0,0.0,60.83803167283541
10_46,0.0,5.9381181834123185,23.370433255665496,14.845295849929585,0.0,11.067030913399783,0.0,0.0,44.77912262508445
10_47,0.0,0.0,76.99034769062975,9.40609748317042,0.0,3.1520067368209244,0.0,0.0,10.45110628986639
10_48,0.0,0.0,0.0,0.6524753085320845,0.0,0.0,0.0,0.0,99.34752467311458
10_49,0.0,0.0,0.0,0.18292329438781899,0.0,0.844458031944705,0.0,0.0,98.97261863201346
10_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10_51,0.0,0.0,0.0,0.0,0.0,5.935326516985281,0.0,0.0,94.06467348301473
10_52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10_53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10_54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10_55,0.0,0.0,0.0,0.0,0.0,15.020332578358042,0.0,0.0,84.97966742164196
10_56,0.0,0.0,0.0,0.0,0.0,2.053008447603314,0.0,0.0,97.94699155239668
10_57,0.0,0.0,0.0,0.0,0.0,2.336311966112458,0.0,0.0,97.6637002986338
10_58,0.0,0.0,0.0,0.0,0.0,10.208301016689543,0.0,0.0,89.79169898331045
10_59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10_60,0.0,0.0,0.0,0.0,0.0,5.9298730877058965,0.0,0.0,94.0701269122941
10_61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10_62,0.0,0.0,0.0,0.0,0.0,2.0433436948671204,0.0,0.0,97.95665630513287
10_63,0.0,0.0,0.0,4.7419536073076936,0.0,20.81151914427416,0.0,0.0,74.44652876863857
10_64,0.0,0.0,1.4698593921619512,17.395121152052933,0.0,14.936776090734519,0.0,0.0,66.19812681836805
11_19,0.0,23.512496714980504,24.777959614816343,5.725724787641846,0.0,45.435203507765145,0.0,0.0,0.548593077483905
11_20,0.0,0.0,8.758583406094525,5.953789601089453,0.0,36.08629413890526,0.0,0.0,49.20070080423057
11_21,0.0,0.0,0.0,0.0,0.0,5.861334218383167,0.0,0.0,94.13866578161684
11_22,0.0,0.0,0.0,5.906036959364667,0.0,17.25182068846985,0.0,0.0,76.84217970392507
11_23,0.0,0.0,0.0,0.04629226738631818,0.0,16.77578507930574,0.0,0.0,83.17792265330795
11_24,0.0,0.0,0.0,0.0,0.0,10.159532412309108,0.0,0.0,89.8404675876909
11_25,0.0,0.0,0.0,7.693092785572771,0.0,4.7084311378588,0.0,0.0,87.59847607656843
11_26,0.0,0.0,0.0,1.2328796427786424,0.0,6.214712605948102,0.0,0.0,92.55240775127326
11_27,0.0,0.0,0.0,0.0,0.0,2.6281169193617293,0.0,0.0,97.37188308063827
11_28,0.0,0.0,0.0,0.0,0.0,9.89956968206089,0.0,0.0,90.1004303179391
11_29,0.0,0.0,0.0,0.0,0.0,4.47818091451205,0.0,0.0,95.52181908548795
11_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11_32,0.0,2.330263374169624,1.7816929938557022,10.791999790032882,0.0,9.71642039194339,2.5023416795902933,0.0,72.87733212170633
11_33,0.0,16.750684082814054,9.043836719488095,4.3970920733669745,5.299104747951647,14.20181248340845,5.778053729560065,0.0,44.528828519746234
11_34,0.0,1.0760839797066373,0.0,3.850119290441844,0.0,8.66832666333808,0.0,0.0,86.40554732453295
11_35,0.0,27.65873345429403,0.0,1.7848676173432894,0.0,37.85016529491448,0.0,0.0,32.70617618088439
11_36,0.0,17.83275549447931,0.0,0.22358986454291277,0.0,61.54762134895462,0.0,0.0,20.395988076674655
11_37,0.0,0.0,0.0,0.0,0.0,6.387070463340299,0.0,0.0,93.6129295366597
11_38,0.0,0.0,0.0,0.0,0.0,8.053769672637639,0.0,0.0,91.94623032780757
11_39,0.0,0.0,0.0,20.79785759845409,0.0,12.214359294295003,0.0,0.0,66.98775774196422
11_40,0.0,5.433156016527983,0.0,0.0,0.0,8.40508195232926,0.0,0.0,86.16175517181858
11_41,0.0,5.674795995738373,0.0,0.0,0.0,40.295575629318186,0.0,0.0,54.029667353586866
11_42,0.0,0.0,0.0,0.0,0.0,13.457051976053538,0.0,0.0,86.54291063788948
11_43,0.0,0.0,0.0,2.289580301141263,0.0,2.2765517221279694,0.0,0.0,95.43387556538288
11_44,0.0,5.31881931647437,0.0,3.554993414857531,0.0,7.959512711351203,0.0,0.0,83.16667747664843
11_45,0.0,4.165463916581605,5.938515943497504,19.189045101577644,0.0,32.07940752554541,0.0,0.0,38.62756966966327
11_46,0.0,9.558479212056309,6.118414267108742,2.9689920030852446,0.0,18.080974221316115,0.0,0.0,63.273177472934215
11_47,0.0,0.0,40.33096479653511,13.173111217287937,0.0,4.531330549839076,0.0,0.0,41.96422286553411
11_48,0.0,0.0,0.0,0.0,0.0,4.3745160245811965,0.0,0.0,95.6254839754188
11_49,0.0,0.0,0.0,2.9681278992432096,0.0,17.80867217238952,0.0,0.0,79.2231997114313
11_50,0.0,0.0,0.0,0.0,0.0,1.4410431391581482,0.0,0.0,98.55895686084186
11_51,0.0,0.0,0.0,0.0,0.0,0.2355905713344519,0.0,0.0,99.76440942866554
11_52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11_53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11_54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11_55,0.0,0.0,0.0,0.0,0.0,17.184189098766293,0.0,0.0,82.81577379328643
11_56,0.0,0.0,1.473541252758821,11.863867979270188,0.0,33.229403240501156,0.0,0.0,53.433176823970015
11_57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11_58,0.0,0.0,0.0,0.0,0.0,7.314828776462557,0.0,0.0,92.68517122353744
11_59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11_60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11_61,0.0,0.0,15.070933256733419,0.0,0.0,12.99621805919231,0.0,0.0,71.93281137023806
11_62,0.0,0.0,11.608702544515678,0.0,0.0,1.8260688519536117,0.0,0.0,86.56522851596272
11_63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11_64,0.0,0.0,1.1972605175670812,2.5617576485553992,0.0,0.8477529747377911,0.0,0.0,95.39424102493398
11_65,0.0,0.0,47.93990090795708,15.218877511782125,0.0,20.061587173143877,0.0,0.0,16.77956009398532
12_19,0.0,9.120172346280008,7.5324099602158086,34.26427478855096,0.0,49.08329160438466,0.0,0.0,0.0
12_20,0.0,4.159486900244474,39.58308393672762,5.54290995212183,0.0,27.49929820359712,0.0,0.0,23.215080341825338
12_21,0.0,0.0,0.18531668517285776,0.24512806446682425,0.0,0.0,0.0,0.0,99.56952045963266
12_22,0.0,2.9763631088284432,0.0,0.0,0.0,36.23182788050747,0.0,0.0,60.79180913075358
12_23,0.0,0.0,0.0,0.0,0.0,63.6653186762819,0.0,0.0,36.334693841295255
12_24,0.0,0.0,0.0,0.0,0.0,3.308870843257287,0.0,0.0,96.6911291567427
12_25,0.0,1.3831428025449404,0.0,0.0,0.0,0.0,0.0,0.0,98.61685887506721
12_26,0.0,0.34907593651221774,0.0,0.8547469767180675,0.0,0.10353407225231416,0.0,0.0,98.69264310161986
12_27,0.0,0.0,0.0,0.0,0.0,1.5377814286042402,0.0,0.0,98.46221857139575
12_28,0.0,0.0,0.0,0.0,0.0,0.6251202458570986,0.0,0.0,99.37487975414291
12_29,0.0,0.0,0.0,4.240555207021464,0.0,2.8432977257027403,0.0,0.0,92.91614708055702
12_30,0.0,0.0,0.0,7.827394596837198,0.0,2.9739736826832424,0.0,0.0,89.19859435607785
12_31,0.0,0.0,0.0,0.5161491365856472,0.0,0.0,0.0,0.0,99.48385086341435
12_32,0.0,0.9133853245768918,0.0,3.6082041960921387,0.904541782104583,1.8179644954108714,0.1931479157655258,0.0,92.5627933907929
12_33,0.0,31.954381881611834,0.0,16.47214528123922,2.7155530502573915,26.803896374043145,0.4457893081893194,0.0,21.608233883643162
12_34,0.0,0.4900185131348802,0.0,16.900273555986452,0.0,5.945556889186343,0.0,0.0,76.66411370965065
12_35,0.0,0.0,0.0,0.0,0.0,29.259073325259394,0.0,0.0,70.7408892538098
12_36,0.0,0.0,0.0,3.4859451040949145,0.0,17.503888851734857,0.0,0.0,79.01033896560853
12_37,0.0,0.0,0.0,3.304310116666842,0.0,21.54612580122354,0.0,0.0,75.14956410569896
12_38,0.0,0.0,0.0,0.12046241929336553,0.0,3.417125486128425,0.0,0.0,96.46241212173157
12_39,0.0,0.0,0.0,5.942369028317437,0.0,5.612429026045435,0.0,0.0,88.4451901259965
12_40,0.0,0.0,0.0,0.0,0.0,3.891430623632991,0.0,0.0,96.108569376367
12_41,0.0,0.0,0.0,0.0,0.0,12.553170351937164,0.0,0.0,87.44682957216904
12_42,0.0,0.0,0.0,0.0,0.0,16.3103215051943,0.0,0.0,83.68976132967096
12_43,0.0,0.0,0.0,6.196102604418385,0.0,12.82367586323845,0.0,0.0,80.98016747587957
12_44,0.0,0.0,0.0,0.0,0.0,20.902252032819668,0.0,0.0,79.09781726160236
12_45,0.0,17.8163421445342,0.0,8.110274768471925,0.0,22.02859599484357,0.0,0.0,52.04475262831265
12_46,0.0,1.1219473591267812,0.0,0.14981710929967335,0.0,12.81952373645029,0.0,0.0,85.90868817595457
12_47,0.0,0.0,0.0,1.17027033413225,0.0,31.438949352536635,0.0,0.0,67.3908146844
12_48,0.0,0.0,0.0,0.0,0.0,15.391279846437634,0.0,0.0,84.60872015472599
12_49,0.0,0.0,0.0,0.9781140980702709,0.0,0.10999917921769603,0.0,0.0,98.91188672271203
12_50,0.0,0.0,0.0,1.98988060861939,0.0,18.93780830375821,0.0,0.0,79.0723110876224
12_51,0.0,0.0,0.0,2.9675289563270657,0.0,3.149223516956507,0.0,0.0,93.8832475271578
12_52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12_53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12_54,0.0,0.0,0.0,0.0,0.0,8.89979519581152,0.0,0.0,91.10020480418848
12_55,0.0,0.0,0.0,0.0,0.0,6.69054458342438,0.0,0.0,93.30945541657562
12_56,0.0,0.0,4.458591772122554,0.0,0.0,8.151244793458922,0.0,0.0,87.39019920682362
12_57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12_58,0.0,0.0,0.0,0.0,0.0,4.54651134263423,0.0,0.0,95.45348865736575
12_59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12_60,0.0,0.0,0.0,0.0,0.0,3.9386603477618687,0.0,0.0,96.06131758921269
12_61,0.0,0.0,0.0,0.0,0.0,18.86777558582547,0.0,0.0,81.13224644244028
12_62,0.0,0.0,0.0,0.0,0.0,21.31668094949138,0.0,0.0,78.68331923594329
12_63,0.0,0.0,0.0,0.0,0.0,11.428825244444875,0.0,0.0,88.57117476255252
12_64,0.0,0.0,8.255915265093048,2.498715255526598,0.0,24.00049776840455,0.0,0.0,65.2448031202001
12_65,0.0,0.0,73.07321377608982,4.928499263316182,0.0,4.218226696418583,0.0,0.0,17.78003204327382
13_20,0.0,1.1301363456794686,57.35560070567916,29.671680635957813,0.0,11.842531480554037,0.0,0.0,0.0
13_21,0.0,0.0,54.62209539908933,3.093678190524978,0.0,4.219682646435151,0.0,0.0,38.06462769412771
13_22,0.0,0.0,0.01737224289739315,2.205619440923625,0.0,1.167684466649634,0.0,0.0,96.60932389750123
13_23,0.0,0.0,2.1811419565385157,2.1914088598905304,0.0,0.0,0.0,0.0,95.6274425795752
13_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13_25,0.0,3.3608465738440874,12.488077463254582,1.777016710724104,0.0,0.0,0.0,0.0,82.37416995857463
13_26,0.0,0.8574704528820566,4.487324530368471,5.3963491677281645,0.0,5.200881008862457,0.0,0.0,84.05793780260723
13_27,0.0,0.0,0.0,0.0,0.0,24.108100003525216,0.0,0.0,75.89189999647478
13_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13_29,0.0,5.571808654194049,0.0,0.0,0.0,0.0,0.0,0.0,94.42819132531694
13_30,0.0,3.33683673975089,0.0,4.286849688538971,0.0,4.9379591204545505,0.0,0.0,87.4383366644123
13_31,0.0,0.0,0.0,6.9200426672233615,0.0,0.0,0.0,0.0,93.07995733277663
13_32,0.0,0.0,0.0,5.311458831308016,0.0,0.0,0.0,0.0,94.68854116869198
13_33,0.0,0.0,0.0,0.0,0.0,13.662875009519516,0.0,0.0,86.33712499048049
13_34,0.0,0.0,0.0,5.945157289092819,0.0,0.0,0.0,0.0,94.05484271090717
13_35,0.0,0.0,0.0,0.0,0.0,2.972445708414262,0.0,0.0,97.02755429158574
13_36,0.0,0.0,0.0,5.430596109045793,0.0,26.702810130416932,0.0,0.0,67.8653416222227
13_37,0.0,0.0,0.0,2.4321105704218664,0.0,11.055723457417288,0.0,0.0,86.51216595403723
13_38,0.0,0.0,0.0,8.994050286786571,0.0,29.27341898373991,0.0,0.0,61.732530980643894
13_39,0.0,0.0,0.0,5.9490143142900145,0.0,2.966879045350031,0.0,0.0,91.08400704378839
13_40,0.0,0.0,0.0,0.0,0.0,4.993105314069121,0.0,0.0,95.00689468593087
13_41,0.0,2.9706520884857914,0.0,0.0,0.0,36.46343997093031,0.0,0.0,60.565833283935575
