grid_id,Agriculture - mainly crops,Agriculture - mixed use,Business parks,Coniferous and undifferentiated woodland,Deciduous woodland,Farms,Glasshouses,High density residential with retail and commercial sites,Industrial areas,Inland Water,Large complex buildings various use (travel/recreation/ retail),Low density residential with amenities (suburbs and small villages / hamlets),Medium density residential with high streets and amenities,Mining and spoil areas,Open or heath and moor land,Orchards,Principle Transport,Recreational land,Retail parks,Urban centres - mainly commercial/retail with residential pockets,Wetlands
102_9,1.3999999998353887,0.0,0.0,0.0,4.199999993272591,0.0,0.0,1.7200000028521754,0.0,0.0,0.0,48.160000013380895,39.079999976086896,0.0,0.0,0.0,5.440000014642486,0.0,0.0,0.0,0.0
103_10,0.719999998552259,0.0,0.0,0.0,7.7199999851849865,0.0,0.0,35.43999996869452,14.720000013686832,0.0,0.0,27.760000042423723,9.88000001319009,0.0,0.0,0.0,0.0,3.759999978266889,0.0,0.0,0.0
103_11,0.0,0.0,0.0,0.0,8.359999999589984,0.0,0.0,0.0,1.7599999953070655,0.0,0.0,35.119999956216894,53.440000040223126,0.0,0.0,0.0,0.0,1.3200000086700312,0.0,0.0,0.0
103_12,4.320000022628461,0.0,11.760000037923687,0.0,0.0,3.4857075661015032e-09,0.0,0.0,0.0,0.0,0.0,2.520000026914524,68.27999991757248,0.0,0.0,0.0,6.400000000264031,6.719999991203658,0.0,0.0,0.0
103_13,5.919999976083054,0.0,1.9999999685082586,0.0,24.360000020167675,1.3199999965027673,0.0,0.0,0.0,2.5599999976402614,0.0,22.479999984167865,40.40000005863409,0.0,0.0,0.0,0.0,0.9599999982843874,0.0,0.0,0.0
103_14,3.800000018926337,0.0,0.0,0.0,8.519999987625866,0.0,0.0,0.0,0.0,0.0,0.0,15.39999998773972,20.11999995313608,0.0,0.0,0.0,0.0,52.16000005257293,0.0,0.0,0.0
103_15,8.599999984921771,0.0,0.0,0.0,13.319999987636924,0.0,0.0,0.0,0.6400000261876266,0.0,10.159999996435944,0.0,58.52000004791573,0.0,0.0,0.0,0.0,8.759999956927844,0.0,0.0,0.0
103_16,1.3600000086749207,0.0,0.0,0.0,18.920000005140082,0.0,0.0,0.0,37.439999978733596,0.0,10.320000063238199,1.4800000000285216,22.51999998386344,0.0,0.0,0.0,0.0,7.959999960333458,0.0,0.0,0.0
103_17,2.999999991481658,0.0,0.0,0.0,15.080000023337895,0.0,0.0,14.600000033605378,0.07999999655154534,0.0,23.47999995633075,23.00000000579108,9.799999985225499,0.0,0.0,0.0,9.480000004859175,1.4800000025648625,0.0,0.0,0.0
103_18,3.200000007598079,0.0,0.0,0.0,6.4799999669002135,0.0,0.0,5.759999974497244,0.0,0.0,0.0,23.679999979399145,55.68000008691825,0.0,0.0,0.0,0.8399999895190122,4.35999999532674,0.0,0.0,0.0
103_19,0.31999999303685034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.24000000970379,0.0,0.0,0.0,0.0,1.4399999972593505,0.0,0.0,0.0
103_20,3.280000005584909,0.0,0.0,0.0,0.0,3.1199999997795094,0.0,0.0,0.0,0.0,14.600000080607135,11.040000037536258,67.95999987648696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103_21,34.56000009506207,0.0,0.0,0.0,9.240000022205058,0.0,0.0,0.0,0.0,1.4399999968101038,27.319999915430554,18.43999997070897,0.0,0.0,0.0,0.0,8.999999999793712,0.0,0.0,0.0,0.0
103_22,81.76000001649558,0.0,0.0,0.0,4.079999980274704,0.0,0.0,0.0,0.0,0.0,0.0,14.16000000323134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103_23,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103_8,77.15999995681376,0.0,0.0,0.0,10.160000013475539,0.0,0.0,0.0,0.0,1.6400000023443717,0.0,6.680000020245672,0.0,0.0,0.0,0.0,4.3600000071184475,0.0,0.0,0.0,0.0
103_9,1.6799999871513573,0.0,0.0,0.0,33.76000000934454,0.0,0.0,10.000000024939887,0.0,0.0,0.0,11.839999969807803,7.51999999679788,0.0,0.0,0.0,13.039999992358148,22.16000001961156,0.0,0.0,0.0
104_10,8.159999983202317,0.07999999749218113,6.000000012920122,0.0,20.91999996876379,0.0,0.0,2.679999993780395,56.44000004993006,0.0,0.0,0.0,0.0,0.0,0.47999999873118937,0.0,5.2399999951586365,0.0,0.0,0.0,0.0
104_11,0.0,0.0,2.9600000041448506,0.0,4.079999998842366,0.0,0.0,0.04000000006845221,63.519999957658,0.0,0.0,0.5599999976766994,13.360000033331918,0.0,0.0,0.0,5.6400000063347395,1.9200000005753246,7.920000001407578,0.0,0.0
104_12,0.0,0.0,40.87999997857039,0.0,1.959999999962747,0.0,0.0,14.4400000279441,0.159999994605314,0.0,0.0,0.0,39.84000000572065,0.0,0.0,0.0,2.7199999932257923,0.0,0.0,0.0,0.0
104_13,0.8000000084317289,0.0,0.0,0.0,8.120000033958465,0.0,0.0,4.679999975354295,0.0,0.0,0.0,0.0,84.39999997514334,0.0,0.0,0.0,2.0000000071096,0.0,0.0,0.0,0.0
104_14,37.92000003136671,0.0,0.0,0.0,30.279999979596468,1.5600000215698966,0.0,0.0,0.0,0.8400000039758162,0.0,0.9999999999495921,20.39999996840197,0.0,0.0,0.0,7.999999995145947,0.0,0.0,0.0,0.0
104_15,43.519999970957876,0.0,0.0,0.0,7.799999992873055,2.59999997811683,0.0,0.0,0.0,0.0,0.0,0.24000001180125402,34.04000003301306,0.0,0.0,0.0,0.0,6.600000013881363,5.199999999298015,0.0,0.0
104_16,17.76000000492425,0.0,0.0,0.0,12.8399999914621,0.0,0.0,0.0,0.0,0.0,31.360000082666172,6.999999989092233,18.15999994548608,0.0,0.0,0.0,0.0,12.879999986337731,0.0,0.0,0.0
104_17,0.0,0.0,0.0,0.0,0.9200000001118751,0.0,0.0,19.080000055000305,0.0,0.0,40.719999926064396,15.999999994090874,23.280000024746755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104_18,2.1600000184369272,0.0,0.0,0.0,4.642410200247552e-09,0.0,0.0,17.39999995746638,0.0,0.0,0.0,0.0,72.28000000515755,0.0,0.0,0.0,7.080000007598196,0.0,1.080000006677932,0.0,0.0
104_19,17.480000020391657,0.0,0.0,0.0,8.880000000452622,0.0,0.0,4.91999996561103,8.800000029640389,0.0,0.0,0.0,51.559999996845605,0.0,0.0,0.0,5.199999993611477,0.0,3.1599999934460503,0.0,0.0
104_20,35.560000012822684,0.0,0.0,0.0,7.200000007675262,0.0,0.0,0.0,44.83999996958452,0.0,0.0,0.0,8.799999969732132,0.0,0.0,0.0,3.600000040247687,0.0,0.0,0.0,0.0
104_22,90.5200000000475,0.0,0.0,0.0,0.0,8.839999999963679,0.0,0.0,0.0,0.6399999999888242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104_9,4.160000020100153,1.0000000025203917,0.0,0.0,53.16000000485906,0.0,0.0,0.040000006274436596,0.0,0.0,0.0,4.280000000081723,0.0,0.0,30.71999997306394,0.0,6.639999993122066,0.0,0.0,0.0,0.0
105_10,46.52000000157475,0.0,2.9599999996525,0.0,40.07999997140304,0.0,0.0,0.040000002489774485,2.8400000073701377,0.0,0.0,2.400000003893976,0.0,0.0,0.0,0.0,4.640000004926696,0.0,0.5200000087079825,0.0,0.0
105_11,2.759999991329154,0.0,0.0,0.0,16.23999998164328,0.0,0.0,5.0799999974935774,10.560000002435407,0.0,0.0,3.759999996682629,11.280000030448196,0.0,0.5200000000082655,0.0,16.239999998940505,15.720000010834775,17.83999999019294,0.0,0.0
105_12,17.960000035357545,0.0,0.0,0.0,8.43999999961513,0.0,0.0,9.600000004424015,0.7999999901471893,0.0,0.0,0.0,30.199999971462184,0.0,0.0,0.0,6.640000001414446,26.359999997572974,0.0,0.0,0.0
105_13,28.759999978900655,0.0,0.0,0.0,31.96000002034614,0.0,0.0,1.2799999921438285,0.0,15.360000020543696,0.0,5.920000003793742,4.599999990005046,0.0,1.9999999999807914,0.0,5.919999993174336,4.200000001153559,0.0,0.0,0.0
105_14,20.120000047120264,0.0,0.0,0.0,24.919999977724277,0.0,0.0,0.0,0.0,41.9199999787811,0.0,2.199999996175873,0.0,0.0,0.0,0.0,1.0400000030966476,9.799999997100327,0.0,0.0,0.0
105_16,83.8399999858361,0.0,0.0,0.0,3.479999996970757,0.0,0.0,0.0,0.0,0.0,5.080000013174373,0.0,0.0,0.0,0.0,0.0,7.600000004027388,0.0,0.0,0.0,0.0
105_17,64.27999999253115,0.0,0.0,0.0,1.9600000248502472,0.0,0.0,13.52000001120835,0.0,0.0,15.439999968890216,0.5599999990647193,0.8800000073235715,0.0,0.0,0.0,3.3599999961354774,0.0,0.0,0.0,0.0
105_18,10.719999936714187,0.0,0.0,0.0,10.040000000331434,0.0,0.0,22.91999998913368,30.400000062705836,0.0,0.0,0.0,12.479999994677957,0.0,0.0,0.0,0.0,0.0,13.440000016418285,0.0,0.0
105_19,11.120000018121093,0.0,0.0,0.0,4.51999997674441,0.0,0.0,8.559999985150178,56.35999996085756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36000001636066,4.0400000007278285,11.040000039691687,2.312939614138319e-09,0.0
105_20,31.160000051191773,0.0,0.0,0.0,7.080000002564164,0.0,0.0,0.0,17.199999986341457,0.0,5.240000000512926,0.0,0.0,0.0,0.0,0.0,31.480000014463904,0.0,7.239999947181437,0.5999999977459665,0.0
106_18,68.99999995976535,0.0,0.0,0.0,11.199999994684012,0.0,0.0,0.0,11.800000044891028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.00000000066054,0.0,0.0,0.0,0.0
106_19,36.519999984262164,0.0,0.0,0.0,4.919999999413616,0.0,0.0,0.0,39.63999999978824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.92000001633016,0.0,2.1047891432285794e-10,0.0,0.0
10_18,63.4400000113427,0.0,0.0,0.0,0.4800000000081491,1.3200000000225844,0.0,0.0,0.0,0.0,0.0,28.359999990210635,0.0,0.0,0.0,0.0,6.399999998420477,0.0,0.0,0.0,0.0
10_19,47.39999996946461,0.0,0.0,0.0,0.0,0.8799999999896391,0.0,0.0,0.0,0.0,0.0,27.839999993601467,17.520000024393784,0.0,0.0,0.0,5.959999996934203,0.40000001561944376,0.0,0.0,0.0
10_20,7.119999968799763,0.0,0.0,0.0,0.4000000015655532,0.0,0.0,21.160000002229005,1.1999999972193036,0.0,0.0,22.31999999196583,34.44000005120004,0.0,0.0,0.0,8.280000002584886,5.079999984405236,0.0,0.0,0.0
10_21,0.0,0.0,0.0,0.0,7.199999993097037,0.0,0.0,0.0,0.0,0.0,0.0,36.16000002072274,51.439999985911186,0.0,0.0,0.0,5.200000000247034,0.0,0.0,0.0,0.0
10_22,0.8399999992601807,0.0,0.0,0.0,5.400000000911299,0.0,0.0,0.0,0.0,0.0,0.0,24.959999969879515,59.96000001543714,0.0,0.0,0.0,8.840000014515944,0.0,0.0,0.0,0.0
10_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.87999999306095,20.360000021230313,0.0,0.0,15.31999999345909,27.439999984839584,0.0,0.0,0.0,10.000000007422875,0.0,0.0,0.0,0.0
10_24,0.5199999998919667,0.0,0.0,0.0,5.280000014272053,1.0000000011075754,0.0,8.120000009423121,2.9199999878314555,0.0,0.0,27.56000004148949,31.639999943075356,0.0,0.0,0.0,20.279999993896695,2.68000000900391,0.0,0.0,0.0
10_25,0.0,0.0,0.0,0.0,21.919999989671282,0.0,0.0,7.559999992312049,9.599999978643494,0.0,0.0,32.99999995597941,20.56000009164994,0.0,0.0,0.0,0.0,7.359999992350581,0.0,0.0,0.0
10_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.839999991850113,0.0,0.0,0.0,1.1199999891424086,93.00000001068344,0.0,0.0,0.0,0.0,1.0400000083348715,0.0,0.0,0.0
10_27,0.0,0.0,0.0,0.0,0.8000000059277517,0.0,0.0,0.0,0.0,0.0,0.0,39.48000003808213,50.719999924795935,0.0,0.0,0.0,0.0,2.96000003145379,6.039999999750289,0.0,0.0
10_28,0.0,0.0,0.0,0.0,8.639999996106955,0.0,0.0,0.0,18.240000003887225,0.0,0.0,49.63999994612124,6.6800000530080865,0.0,0.0,0.0,3.1600000072584953,13.639999992120428,0.0,0.0,0.0
10_29,0.0,0.0,0.0,0.0,9.640000006101909,0.0,0.0,6.680000014818041,17.36000005543756,0.320000000574626,0.0,6.519999982251902,28.39999996142578,0.0,0.0,0.0,12.200000004952075,18.879999974308184,0.0,0.0,0.0
10_30,0.6399999999583234,0.0,0.0,0.0,5.560000000271829,0.0,0.0,3.7599999750229762,10.079999955248322,0.0,0.0,52.52000001650292,15.400000065124129,0.0,0.0,0.0,7.839999983883579,4.200000003881868,0.0,0.0,0.0
10_31,1.4799999943702715,0.0,0.0,0.0,4.360000012814766,0.0,0.0,0.0,0.0,0.8800000002764864,0.0,63.32000004883809,27.999999921918846,0.0,0.0,0.0,0.0,1.96000002167176,0.0,0.0,0.0
10_32,0.0,0.0,0.0,0.0,15.600000001869864,0.0,0.0,0.0,3.3600000003952304,12.32000003045553,0.0,34.27999999704549,24.719999980047927,0.0,0.0,0.0,0.0,9.719999990248821,0.0,0.0,0.0
