grid_id,Arable land,"Artificial, non-agricultural vegetated areas",Forests,Heterogeneous agricultural areas,"Industrial, commercial and transport units",Inland waters,"Mine, dump and construction sites",Pastures,Scrub and/or herbaceous vegetation associations,Urban fabric
28_54,0.0,0.0,0.0,0.0,8.36379388363715,0.0,0.0,0.0,0.0,91.63620611636286
28_55,0.0,0.0,0.0,0.0,69.65412942298313,0.0,0.0,0.0,0.0,30.345870577016864
28_56,0.0,0.0,0.0,0.0,59.73780466796398,0.0,0.0,0.0,0.0,40.262195332036015
28_57,0.0,0.0,0.0,0.0,65.181647902908,0.0,0.0,0.0,0.0,34.818352097092
28_58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
28_59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
28_60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
28_61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
28_62,0.0,2.194266731855805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.8057332681442
28_63,4.230843155406643,85.30618573758869,0.0,0.0,0.0,0.0,0.0,1.0751500706879007,0.0,9.387821036316778
28_64,56.99482807825379,41.35373229175677,0.0,0.0,0.0,0.0,0.0,1.6514396299894323,0.0,0.0
28_7,0.0,0.0,9.133507171393545,0.0,0.0,0.0,0.0,25.656776564582547,0.0,65.20971626402392
28_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.7399252330869,0.0,10.260074766913112
28_9,0.0,0.0,0.0,0.0,5.841193854557352,0.0,0.0,31.131164922555254,0.0,63.0276412228874
29_10,0.0,0.0,0.0,0.0,50.73883988905761,0.0,0.0,0.0,0.0,49.26116011094239
29_11,0.0,0.0,0.0,0.0,17.706569742166256,0.0,67.85387241549805,0.0,0.0,14.439557842335674
29_12,0.0,0.0,0.0,0.0,0.0,0.0,2.3955985285946912,0.0,0.0,97.60440147140531
29_13,0.0,85.47307141364354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.526928586356483
29_14,0.0,21.225773410511763,0.0,0.0,0.0,0.0,0.0,1.2417934949890785,0.0,77.53243309449917
29_15,52.0241527125665,0.0,0.0,0.0,28.815984208538108,0.0,0.0,3.2117166424779566,0.0,15.948146436417431
29_16,0.0,22.673883696045547,0.0,0.0,72.79626907030479,0.0,0.0,0.0,0.0,4.529847233649668
29_17,17.4915529149137,55.79712990879091,0.0,0.0,4.80934424045373,5.905857024753263,0.0,0.0,0.0,15.996115911088395
29_18,0.0,30.8497730417113,0.0,0.0,0.0,68.70965521420031,0.0,0.0,0.0,0.4405717440883856
29_19,0.0,48.7018640019102,0.0,0.0,0.0,4.769647099410677,0.0,0.0,0.0,46.528488898679115
29_20,0.0,22.64839407886384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.35160592113616
29_21,0.0,7.160342713557172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.83965728644283
29_22,0.0,73.0800680525699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.919931947430104
29_23,0.0,38.8543184901634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.1456815098366
29_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_27,0.0,14.491544779161778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.50845522083821
29_28,0.0,14.372226610916371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.62777338908364
29_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_32,0.0,10.358188723402353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.64181127659765
29_33,0.0,77.41309285533903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.58690714466098
29_34,0.0,17.57160070778501,0.0,0.0,35.849309823807204,0.0,0.0,0.0,0.0,46.57908946840778
29_35,0.0,0.0,0.0,0.0,98.78756807557566,0.0,0.0,0.0,0.0,1.212431924424341
29_36,0.0,0.0,0.0,0.0,3.0300293083138237,0.0,0.0,0.0,0.0,96.96997069168617
29_37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_43,0.0,34.95392143875498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.04607856124503
29_44,0.0,0.0331940845482327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96680591545177
29_45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_46,0.0,30.213272457250657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.78672754274935
29_47,0.0,20.474489408558316,0.0,0.0,15.3588019639475,0.0,0.0,0.0,0.0,64.1667086274942
29_48,0.0,0.0,0.0,0.0,57.63679855358978,0.0,0.0,0.0,0.0,42.36320144641021
29_49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999999
29_52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_54,0.0,0.0,0.0,0.0,9.956929573873866,0.0,0.0,0.0,0.0,90.04307042612614
29_55,0.0,0.0,0.0,0.0,92.34183811753925,0.0,0.0,0.0,0.0,7.658161882460749
29_56,0.0,0.0,0.0,0.0,72.5821333247903,0.0,0.0,0.0,0.0,27.417866675209705
29_57,0.0,0.0,0.0,0.0,12.86720796888684,0.0,0.0,0.0,0.0,87.13279203111315
29_58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
29_61,0.0,3.4918486420430552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.50815135795693
29_62,0.0,2.4123465023382655,0.0,0.0,0.0,0.0,0.0,10.025346663561244,0.0,87.5623068341005
29_63,0.0,2.388820987608518,0.0,0.0,0.0,0.0,0.0,92.9066527339002,0.0,4.704526278491277
29_64,0.0,28.652021800800338,0.0,0.0,0.0,0.0,0.0,71.34797819919966,0.0,0.0
29_65,58.59090291039425,0.09946929935310389,0.0,0.0,0.0,0.0,0.0,41.30962779025265,0.0,0.0
29_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.88155274498395,0.0,53.11844725501606
29_8,0.0,0.0,0.0,0.0,1.5660172176228184,0.0,0.0,67.21517323767804,0.0,31.218809544699134
29_9,0.0,0.0,0.0,0.0,92.36270996771955,0.0,0.0,6.9453049628491454,0.0,0.6919850694313036
2_32,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_33,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_34,75.31817124592857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.681828754071436
2_35,53.965481867544206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0345181324558
2_36,94.32961046925206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.670389530747936
2_50,90.65923507312068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34076492687932
2_51,24.177053765343945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.82294623465606
2_52,0.534860459416424,39.29901868838079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.16612085220279
2_53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2_54,0.0,22.64204963508294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.35795036491704
2_55,0.0,59.22402137527716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.775978624722825
2_56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.574901567650215,0.0,63.42509843234979
2_57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.636225376757004,0.0,92.363774623243
2_58,0.0,19.59205718036311,0.0,0.0,0.0,0.0,0.0,63.0916605970888,0.0,17.3162822225481
30_10,0.0,0.0,0.0,0.0,42.47558826109479,0.0,0.0,0.0,0.0,57.5244117389052
30_11,0.0,0.0,0.0,0.0,47.54821728636266,0.0,0.054821577945642325,0.0,0.0,52.3969611356917
30_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30_13,0.0,9.744213438006671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.25578656199332
30_14,0.0,15.440852987933523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.55914701206649
30_15,0.0,0.0,0.0,0.0,6.557436278435041,0.0,0.0,0.0,0.0,93.44256372156497
30_16,0.0,29.219661400526327,0.0,0.0,2.987882457505308,0.0,0.0,0.0,0.0,67.79245614196834
30_17,0.0,33.04665345541864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.95334654458136
30_18,0.0,24.78830969081764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.21169030918236
30_19,0.0,30.454799782203835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.54520021779616
30_20,0.0,66.42893042504511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.571069574954905
30_21,0.0,34.46170666256514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.53829333743487
30_22,0.0,99.72287421171764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27712578828236006
30_23,0.0,21.05580735783088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.94419264216911
30_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30_27,0.0,59.218071303262874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.781928696737126
30_28,0.0,80.07137238231837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.92862761768163
30_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30_33,0.0,0.029362933653843952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97063706634614
30_34,0.0,0.0,0.0,0.0,35.99839069440576,0.0,0.0,0.0,0.0,64.00160930559424
30_35,0.0,0.0,0.0,0.0,79.67636531846335,0.0,0.0,0.0,0.0,20.323634681536646
30_36,0.0,0.0,0.0,0.0,10.624953478652369,0.0,0.0,0.0,0.0,89.37504652134763
30_37,0.0,2.5859388444781506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.41406115552184
30_38,0.0,63.29408294628385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.70591705371615
30_39,0.0,57.3137216955347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.6862783044653
30_40,0.0,62.76628281435946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.23371718564054
30_41,0.0,65.69377002600537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.30622997399461
30_42,0.0,20.276008831981525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.72399116801849
30_43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30_45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30_46,0.0,46.24874858302971,0.0,0.0,13.935330926063427,0.0,0.0,0.0,0.0,39.81592049090687
30_47,0.0,16.280125440520344,0.0,0.0,79.11731885148222,0.0,0.0,0.0,0.0,4.602555707997453
30_48,0.0,0.0,0.0,0.0,10.761820932247385,0.0,0.0,0.0,0.0,89.23817906775261
30_49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30_51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999999
30_52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30_53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30_54,0.0,10.919098652363916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.08090134763609
30_55,0.0,10.353004468642046,0.0,0.0,1.3410523993100287,0.0,0.0,0.0,0.0,88.30594313204793
30_56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30_57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30_58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
30_59,0.0,17.475616378637326,0.0,0.0,0.1652955018192057,0.0,0.0,0.0,0.0,82.35908811954346
30_60,0.0,0.12640641264451258,0.0,0.0,24.663871386589967,0.0,0.0,0.0,0.0,75.20972220076551
30_61,0.0,81.94422192236304,0.0,0.0,1.1246376364382666,0.0,0.0,0.0,0.0,16.931140441198686
30_62,0.0,33.29929210789332,0.0,0.0,0.0,0.0,0.0,27.36841818646514,0.0,39.332289705641536
30_63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.14111805133174,0.0,13.858881948668241
30_64,22.865465420543067,0.0,0.0,0.0,0.0,0.0,0.0,76.73688794750927,0.0,0.3976466319476587
30_65,95.54891018736477,0.0,0.0,0.0,0.0,0.0,0.0,4.45108981263523,0.0,0.0
30_8,22.670712754790685,0.0,0.0,0.0,58.839485577276584,0.0,0.0,0.0,0.0,18.48980166793273
30_9,10.16895505748724,0.0,0.0,0.0,33.86815431173947,0.0,0.0,0.0,0.0,55.9628906307733
31_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_16,0.0,41.807647804082244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.19235219591775
31_17,0.0,23.42744183333232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.57255816666768
31_18,0.0,26.147733635637067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.85226636436293
31_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_21,0.0,1.503195186641467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.49680481335854
31_22,0.0,43.4590520360741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.540947963925895
31_23,0.0,32.6840659419271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.3159340580729
31_24,0.0,0.2530342688496284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.74696573115037
31_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_27,0.0,0.8006529076237565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19934709237624
31_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_33,0.0,0.0,0.0,0.0,1.1715340272520114,0.0,0.0,0.0,0.0,98.82846597274799
31_34,0.0,0.0,0.0,0.0,58.111754169044296,0.0,0.0,0.0,0.0,41.8882458309557
31_35,0.0,0.0,0.0,0.0,96.82573254723867,0.0,0.0,0.0,0.0,3.174267452761323
31_36,0.0,0.0,0.0,0.0,74.67155110307787,0.0,0.0,0.0,0.0,25.32844889692213
31_37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_38,0.0,86.6017139262462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.398286073753795
31_39,0.0,100.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31_40,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31_41,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31_42,0.0,65.20988351922543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.79011648077457
31_43,0.0,0.04747031164272418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95252968835727
31_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_46,0.0,1.3096499670500574,0.0,0.0,47.804268635105444,0.0,0.0,0.0,0.0,50.886081397844485
31_47,0.0,0.0,0.0,0.0,18.933472115035208,0.0,0.0,0.0,0.0,81.06652788496478
31_48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000001
31_53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_54,0.0,3.633846920868851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.36615307913115
31_55,0.0,62.65996376970904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.34003623029097
31_56,0.0,53.08377702668371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.916222973316295
31_57,0.0,3.634736520987198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3652634790128
31_58,0.0,62.66379345250868,0.0,0.0,0.37100105501147257,0.0,0.0,0.0,0.0,36.965205492479846
31_59,0.0,34.72159082463438,0.0,0.0,64.90707666211578,0.0,0.0,0.0,0.0,0.3713325132498477
31_60,0.0,42.70668983673383,0.0,0.0,52.578659047876165,0.0,0.0,0.0,0.0,4.714651115389998
31_61,0.0,56.318980871800726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.681019128199274
31_62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
31_64,22.65424348306268,0.0,0.0,0.0,0.0,0.0,0.0,51.819926606341085,0.0,25.525829910596247
31_65,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31_8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31_9,26.08641783578589,0.0,0.0,0.0,0.0,0.0,0.0,0.3055847708238935,0.0,73.6079973933902
32_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.402822468793469,0.0,96.59717753120654
32_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_16,0.0,22.228779532146913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77122046785307
32_17,0.0,17.412604231421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.58739576857896
32_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_22,0.0,33.598273329269624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.40172667073038
32_23,0.0,84.20100863720485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.798991362795164
32_24,0.0,16.14348988002612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.85651011997388
32_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_33,0.0,0.0,0.0,0.0,42.05794666510148,0.0,0.0,0.0,0.0,57.942053334898524
32_34,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
32_35,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
32_36,0.0,2.032620566322565,0.0,0.0,75.53842686094457,0.0,0.0,0.0,0.0,22.428952572732868
32_37,0.0,90.78386225400409,0.0,0.0,1.1466598568595172,0.0,0.0,0.0,0.0,8.06947788913641
32_38,0.0,99.31107940979122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6889205902087864
32_39,0.0,100.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32_40,0.24545837706874263,99.75454162293124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32_41,65.83199657107353,34.16800342892647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32_42,34.459271647869464,36.81639792287753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.724330429253005
32_43,0.0,0.473890163938237,0.0,0.0,4.15571938221277,0.0,0.0,0.0,0.0,95.37039045384898
32_44,0.0,0.0,0.0,0.0,37.41200713759599,0.0,0.0,0.0,0.0,62.58799286240401
32_45,0.0,0.0,0.0,0.0,71.59077247014426,0.0,0.0,0.0,0.0,28.409227529855734
32_46,0.0,0.0,0.0,0.0,3.7188831801210194,0.0,0.0,0.0,0.0,96.28111681987897
32_47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_48,0.0,6.207849764120636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.79215023587936
32_49,0.0,23.211667528817426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.78833247118258
32_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_53,0.0,15.44503713950523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.55496286049478
32_54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_55,0.0,3.800580805876403,0.0,0.0,0.0,0.0,0.0,6.888745553185579,0.0,89.310673640938
32_56,0.0,28.544702359832968,0.0,0.0,0.0,0.0,0.0,32.12272109440737,0.0,39.332576545759665
32_57,0.0,61.01241771303665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.98758228696336
32_58,0.0,87.19678548641225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.803214513587749
32_59,0.0,60.99123312625484,0.0,0.0,30.117835205422455,0.0,0.0,0.0,0.0,8.8909316683227
32_60,0.0,22.675244366548093,0.0,0.0,10.531047536963099,0.0,0.0,0.0,0.0,66.79370809648883
32_61,0.0,65.81650173642166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.18349826357835
32_62,0.0,23.598105235634907,0.0,0.0,0.0,0.0,0.0,0.0330891300643263,0.0,76.36880563430076
32_63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32_64,13.962321962437398,0.0,0.0,0.0,0.0,0.0,0.0,3.3611974464790424,0.0,82.67648059108355
32_65,99.3051551967911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6948448032088917
32_9,6.437100354432294,0.0,0.0,0.0,0.0,0.0,0.0,74.52934757831396,0.0,19.03355206725374
33_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7626536627180431,0.0,98.23734633728196
33_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
33_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
33_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
33_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
33_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
33_16,0.0,6.864689162936275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.13531083706373
33_17,0.0,58.660315309866675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.33968469013333
33_18,0.0,0.7900758610671444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.20992413893286
33_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
33_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
33_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
33_22,0.0,1.2032294569458744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.79677054305411
33_23,0.0,47.243531108980264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.756468891019736
33_24,0.0,0.06368726276212236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93631273723787
33_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
33_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
33_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
33_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
