grid_id,below_14,above_65
13_56,414.40196595907645,131.85265710885207
13_57,330.26773881254456,185.41783738460805
13_58,365.43874078700276,164.31846688928084
13_59,410.1076144982776,197.17866935995653
13_60,197.14429410130637,101.25946158125936
13_61,86.64672076967535,71.74296654941253
13_62,82.38786112965956,72.31244167304895
13_63,62.844543788856036,134.79648578086338
14_21,11.032018027904549,7.329324745479228
14_22,58.39722000724414,28.850737442566697
14_23,93.52972067498422,69.72678547185419
14_24,112.16266550754091,80.12599249187147
14_25,86.11266972600207,79.94156983302696
14_26,113.29866949114333,144.27391325173508
14_27,235.7135387451797,254.245196351542
14_28,217.1668818653137,255.48556488343502
14_29,292.87968935809647,191.11861946709814
14_30,41.56984512191481,16.977322369432365
14_31,45.93503629116815,10.834606886517069
14_32,58.37073468522236,37.133966797906346
14_33,57.76294121017895,30.821320225751553
14_34,189.3952427488652,114.7272468301955
14_35,237.5930206374581,226.36516098538965
14_36,131.36026261435848,123.92666176143756
14_37,303.9745648099193,267.9559031507591
14_38,245.85551954086714,175.95757455295995
14_39,497.4539189730946,175.13866089070825
14_40,359.7694071328356,182.91636517520328
14_41,205.3450655397756,204.9891632723334
14_42,110.07749247141751,275.66120180707117
14_43,197.5403595235356,248.7018156928388
14_44,255.0749432025247,343.9527596745868
14_45,214.20408537822632,203.30034141438855
14_46,230.13532746016836,189.7180633768721
14_47,83.09088524036233,65.51078377283756
14_48,121.19405869217957,48.05385257083927
14_49,321.20762875673233,87.16308596305042
14_50,190.56391295845106,136.32412457884013
14_51,55.90193898007407,37.55883622131155
14_52,124.75319912904601,60.57982437655516
14_53,338.5795030618218,177.7838510858356
14_54,293.63731316889204,131.4090529043299
14_55,183.44440391209895,104.34657435458278
14_56,291.55463109802577,174.81157016276273
14_57,200.2473812343394,238.62648440776496
14_58,284.1139999729593,171.906571597481
14_59,402.1865021922084,169.97802159589128
14_60,327.72859750389966,158.21305888511108
14_61,124.60333244912782,57.82498506656382
14_62,32.93049064591912,34.458220872707194
14_63,12.623913623830648,27.195283660837905
15_23,74.06050453677203,82.77309718834566
15_24,103.50771193012389,86.27553378869231
15_25,98.3946204158448,147.31169331329238
15_26,101.29159751065414,260.7409371053061
15_27,127.46776960188087,168.91279892739118
15_28,149.23101299418104,167.18913694792457
15_29,179.96678336477146,168.75955501249123
15_30,129.34705540330202,83.15472636503844
15_31,83.92844687155744,96.13949349010954
15_32,65.37178717314173,80.07503096014862
15_33,34.417635525046514,18.01233517124667
15_34,118.36388605591127,47.50457691815759
15_35,266.8102735998675,99.917426770813
15_36,243.75240614353197,162.03707776896448
15_37,336.1838100278144,196.05657056562245
15_38,351.5713958201457,183.55681219570965
15_39,307.6601816141513,74.16078075374502
15_40,209.99334618124982,105.61090493764502
15_41,169.0435738197152,181.05087305923485
15_42,241.46693266354072,193.1127267194921
15_43,216.61355451605402,275.336741304837
15_44,167.28030940557554,229.72417058157737
15_45,94.6697165749967,114.46291809159968
15_46,124.98914571836046,120.0797158970077
15_47,63.75337385792996,57.96155921067175
15_48,122.63448777246514,43.71772853914864
15_49,313.89606677597885,92.56565613003504
15_50,290.39303481504754,156.84930027618415
15_51,138.11496933008797,107.36732032277618
15_52,289.80775249636145,231.50351303174855
15_53,308.21361516989805,296.14350822246206
15_54,128.82886618734585,167.9367687909987
15_55,72.45215252847588,22.087663893402457
15_56,220.8117317911943,113.30117851804532
15_57,172.48934794397348,224.80605629005768
15_58,204.89900542228443,238.24687229724748
15_59,300.67752959832177,248.52556832957006
15_60,184.3042427005587,174.15052804034448
15_61,47.387173701461315,41.946335075356494
15_62,13.577391245512095,15.49098644819726
16_20,77.4108455719675,152.88954250146003
16_21,32.778748545105955,72.55315868364113
16_23,215.47478620695153,115.16797737900859
16_24,294.795628452053,258.56423419743953
16_25,228.0341906679949,234.9750774877304
16_26,148.65310290195353,176.6319259891353
16_27,73.3514495245866,73.93900418065645
16_28,228.09483048063856,135.84394046348487
16_29,218.44324141592094,225.76620047047393
16_30,323.2575034908261,240.525011000135
16_31,315.2203773242692,250.99843368473097
16_32,191.33392391598085,228.88976980434333
16_33,215.9071322103674,106.77171682153873
16_34,138.9562507248486,80.74584679790154
16_35,134.51086502859914,45.038918534591566
16_36,151.9510435317299,92.73330848840598
16_37,84.4357676659814,114.35819486847545
16_38,195.7780655045822,141.54361016131134
16_39,302.2663608474377,115.43150264431841
16_40,123.1058186021242,163.20538645614545
16_41,116.85641579336703,149.604383289485
16_42,144.92010396912215,117.24056572410524
16_43,183.691014201609,196.49726395048242
16_44,118.96544863302614,133.0985587649976
16_45,144.95961795927346,70.08752612372413
16_46,32.02765466860148,26.555568432580444
16_47,42.89933730520564,38.984809240431815
16_48,176.2040905045124,113.05948884402501
16_49,219.82242498251722,192.96068259215434
16_50,240.16797577019125,209.50689676629756
16_51,227.88963109405745,212.02077549540783
16_52,204.06962966410845,225.88914886590902
16_53,99.58083793985207,111.11715816612953
16_54,32.475692544094635,26.57891966270812
16_55,41.007339313378466,11.633564023771704
16_56,361.40804395771875,220.24412717958378
16_57,190.014296112456,222.58034012979476
16_58,181.30277784035042,206.05799098531116
16_59,204.01391307217833,185.21557485263
16_60,38.128911131252536,55.514439321752754
16_61,18.94533700803186,21.618850909533325
17_19,59.60786798335991,73.14769984447577
17_20,203.14548810644706,286.049222632605
17_21,122.45057577455322,223.60327250859186
17_22,116.31034161142865,169.01545470279464
17_23,131.16242020320885,110.34153908554973
17_24,216.90560862835474,217.75962200407872
17_25,337.76351966780237,240.74333344703302
17_26,91.37512137518021,99.10325164660475
17_27,149.1684455875725,94.19215628688019
17_28,159.85529028134798,177.71183888798288
17_29,211.85455843329706,184.96961405366028
17_30,151.55166650827047,230.11467286828585
17_31,140.14318899648464,112.00904929238015
17_32,139.89678287687795,194.86796272634408
17_33,182.12751117961272,168.76697444619722
17_34,345.64623882169997,199.50877740370504
17_35,201.09328254392986,101.1379393404626
17_36,161.58091469854568,61.6079755516051
17_37,34.814905853543905,36.603107678285866
17_38,44.32766561094326,41.47941021618543
17_39,128.61969295927173,174.45774560882535
17_40,293.81531423178814,336.9151441583227
17_41,134.1432347833558,67.13495191114043
17_42,78.32743944241479,48.012967402693924
17_43,302.0342941639861,240.25199749679362
17_44,252.51213706105503,205.15809472440642
17_45,234.6689629359816,253.5263423502629
17_46,182.457461333259,180.77881866405352
17_47,141.13571809699258,79.03597732133372
17_48,90.22265716626075,83.8116966113221
17_49,150.48012577629106,197.0644554620579
17_50,265.8275290143674,220.68797684497767
17_51,227.8869145082562,246.11725769239024
17_52,264.1102825828438,285.91827651320676
17_53,76.87162208350654,41.18609258733431
17_54,12.49293066330737,6.352337625410526
17_55,53.41591692922786,20.186642858539635
17_56,277.91182439372943,135.01086352011623
17_57,294.8532033038732,217.28933391061776
17_58,256.08866499882095,349.08116129204956
17_59,51.64259104839269,67.16247073181978
17_60,2.983661847249013,3.5207209797538352
18_19,6.865849902634569,11.480315153981863
18_20,89.28157819632344,131.25496031534112
18_21,235.86750001870348,301.754934237415
18_22,205.82723913673237,277.9711502047703
18_23,246.6482260510249,220.54172116990648
18_24,147.17263819063228,204.18064197356622
18_25,202.84146599829427,179.16535202609532
18_26,191.05930642338026,152.2800140098034
18_27,414.6098648946103,183.52737908117857
18_28,373.4110171422128,265.8830568258877
18_29,295.5552365721777,267.3148392894415
18_30,236.7581189718279,204.67479085297924
18_31,237.87428820778308,268.64705736497774
18_32,126.20102767625535,133.8376087347656
18_33,236.07778996185988,101.88521389321912
18_34,282.3168380619137,216.34691115668707
18_35,278.7181236781452,221.3310379083564
18_36,382.80278502209825,158.2937435893299
18_37,118.58653691695385,47.66161098564339
18_38,66.83902754876702,32.044217506556166
18_39,229.35046737447365,202.28578754045364
18_40,201.68289400278888,217.4330542084349
18_41,114.82040884562403,97.77944880970789
18_42,277.03763379558643,116.31794116309888
18_43,186.1278992868276,178.07667038477436
18_44,302.1061188438055,136.70855902046938
18_45,263.2047954264678,145.05507158419127
18_46,189.47475888260544,149.91568319842753
18_47,148.7749957462253,66.76306182293877
18_48,204.00815096710235,117.67370318557109
18_49,277.66165082272164,216.2588359532355
18_50,199.77626847997792,187.57846835156872
18_51,209.05781993451646,227.61208226182282
18_52,297.69031982041076,257.4961822699872
18_53,205.8840911141162,170.94828978006282
18_54,72.98671080780124,60.83555971442691
18_55,17.309601978186105,9.866121592547412
18_56,154.45567032122503,158.6475197161107
18_57,199.09152872790793,189.40614299056963
18_58,187.19214735153915,293.8856701505347
18_59,50.12457735433731,125.57502875794573
18_60,8.179005569697122,15.633693608116769
19_20,13.60503569278593,18.821823349919132
19_21,186.771031543063,325.36672527356797
19_22,307.1681994058255,249.50268946707897
19_23,257.45178874485555,236.57504149011064
19_24,218.04357989060952,255.07085123263272
19_25,68.88344486278764,108.35386235441877
19_26,120.81952155838671,118.14260203591303
19_27,285.64588602704544,145.5836526717533
19_28,252.65319832957448,183.81442921538257
19_29,188.2929619242093,176.81703852624315
19_30,116.50188068227983,80.47545143859388
19_31,186.685394982756,156.49006517294788
19_32,200.78524363865554,144.62307786420962
19_33,50.833874255063705,76.09721974274035
19_34,133.0392561039514,138.31519414009003
19_35,342.0315782941246,195.19715005874363
19_36,527.1808168326525,223.9658073508685
19_37,186.79125716606697,95.32303974651325
19_38,89.96904819620552,52.99148773331942
19_39,110.66866086787847,177.18277307998133
19_40,171.65497550425422,153.01290462028155
19_41,178.35429484629796,160.1340656158624
19_42,579.638431994149,186.3211825890625
19_43,349.9338429030365,190.6274410445289
19_44,208.20900013651195,121.0303098684879
19_45,209.1003786595873,192.0819465855845
19_46,297.9681328505943,215.29669027385432
19_47,210.80260335545026,69.30729412526968
19_48,77.09521365657493,74.43165197210406
19_49,325.1651861580982,174.54239273638737
19_50,451.0983416531441,215.7302411903187
19_51,191.29785699811387,305.19899004373923
19_52,143.88010889488777,112.54968156950788
19_53,152.98516364529485,116.34213981801571
19_54,61.82929988534011,102.83014173292271
19_55,46.354759546821455,77.26758029896956
19_56,188.5381062474574,340.55788323258486
19_57,159.0639605575992,169.480924452362
19_58,152.81597507306444,242.5134078119976
19_59,247.22435074296683,245.84066015899543
19_60,197.94614205709783,237.95864777909154
19_61,41.83208726575678,52.27881043181522
1_52,44.51023353899477,104.06155183901429
1_53,65.04568870781704,137.4738011744791
1_57,20.389674929949724,39.21353127542788
20_21,123.7994419232522,264.1709454799145
20_22,358.54969854450815,264.5236269611384
20_23,192.26415193929674,254.24667717430512
20_24,173.40794079156606,251.1320002633656
20_25,125.73767371150336,183.77361172345942
20_26,117.11810512934804,238.41930489332572
20_27,123.24451238845718,127.38072772526701
20_28,107.59638917895715,131.0919835947441
20_29,102.97598069448006,95.25162048477529
20_30,228.8048523129533,106.40688701041164
20_31,307.82032161687005,148.18099605963565
20_32,102.62541773377183,158.46082834491148
20_33,37.156369767099704,99.32084045447024
20_34,54.396299441239385,186.98202149399083
20_35,334.04801053446306,253.51896377614804
20_36,306.42808264455607,296.8216253399421
20_37,443.2359397834511,189.03569978059164
20_38,303.49581621647036,98.36088319021903
20_39,410.2737019620551,202.01283095053083
20_40,271.08408446906674,121.579402236759
20_41,269.8423641224233,139.55949075299574
20_42,304.7950950510751,211.6440805098584
20_43,337.97971671465393,207.76740718931006
20_44,159.6190173119352,199.96737737054792
20_45,273.72886314114885,191.10110077944614
20_46,276.31537773846514,178.16314383206995
20_47,253.36392119320638,157.0867481439777
20_48,124.47193464418784,72.3541351347715
20_49,86.82199995845268,28.01953806124593
20_50,332.63235622536115,124.39847765134131
20_51,157.92917877770856,91.33660598663587
20_52,92.31377906245592,92.79224481462893
20_53,203.68284228738523,140.1453503230299
20_54,309.76291058315724,165.4380624962306
20_55,117.27083789903506,81.01206449352274
20_56,176.26325967725822,251.4435343574635
20_57,259.45927528372863,325.12961302122204
20_58,206.17857392680597,235.055950565749
20_59,217.67862426835194,240.99493891228448
20_60,260.54541942085973,238.0978225637753
20_61,87.03646794784389,121.83799556213486
21_21,104.19720337354477,216.85048511876116
21_22,161.01138343646048,188.2315733071971
21_23,93.6023528992423,112.0385114078548
21_24,34.86606389037808,39.328975067395604
21_25,54.99289835563535,86.1350356227872
21_26,125.98220570649673,188.48666953057702
21_27,227.33976414031392,166.31821913309813
21_28,268.9548259671617,264.15637007637355
21_29,199.7126347053806,179.4714463387176
21_30,120.96802839904149,154.42188813147348
21_31,89.52917394458132,96.41500631986149
21_32,54.16782597415789,23.98959978161697
21_33,58.38526016427734,52.20205412693799
21_34,188.98635158522475,150.51496899415207
21_35,332.5158729921501,139.16470663070504
21_36,228.79636173985162,189.67158609924695
21_37,170.56796702136666,79.06552328831063
21_38,131.18572626174532,81.67853398763273
21_39,244.62364681564526,116.97467295206698
21_40,313.7689364495841,150.49899977726736
21_41,126.28089864975247,76.97738770768456
21_42,181.49692706119478,142.40644878248978
21_43,493.44885956861987,189.64709986637902
21_44,193.92336647959434,187.45549458271384
21_45,140.68292314872673,175.03609467697706
21_46,216.4122306730844,122.24803206298168
21_47,228.91553802957344,150.40588850767415
21_48,172.10954596301144,68.3748728828694
21_49,198.10638482645453,76.02839170626332
21_50,248.88825982926485,99.89858492892837
21_51,159.93354565282368,53.718844040636
21_52,299.99885204216366,144.44225127611207
21_53,218.89231247952443,97.10192920223768
21_54,190.23575173434918,97.62572541505146
21_55,153.65187158907756,91.97663619456782
21_56,195.92625605280085,256.36985268236793
21_57,112.56797895716863,362.51012629432563
21_58,134.52757659045866,258.64116929887695
21_59,143.13666265573224,196.91952619461784
21_60,206.13928232837895,237.17068019482446
21_61,61.766781566859876,75.57011170798955
22_21,8.3787267220891,17.11929867739961
22_22,126.75918760653275,257.1247197566374
22_23,55.934788607920844,130.45398841332965
22_24,19.666863752479426,22.105715071548204
22_25,19.819772592385448,21.356713615525948
22_26,40.22444344811083,31.97064638723971
22_27,239.70198721171212,200.4004999147648
22_28,201.2443033728994,262.4724446194444
22_29,215.80045152767147,202.4024527272297
22_30,343.16147364568246,277.2013868495345
22_31,224.1726745473151,258.9987116086421
22_32,241.63672724143024,143.65752502557183
22_33,139.90116747759186,168.90042258378188
22_34,193.06264872129412,161.49798720729726
22_35,392.25045441759653,185.38811815854433
22_36,131.08213288060483,74.59722431945653
22_37,155.54974147154388,130.1063721054684
22_38,92.93361521019192,56.40297497995751
22_39,162.82703968810662,88.69063109558473
22_40,321.9223641511659,216.29083263798552
22_41,267.18927731558375,203.15608172963505
22_42,233.3466012417702,181.37856932008447
22_43,440.1913884691661,201.2066419070468
22_44,166.55181798981866,300.2344152250572
22_45,77.10297956077102,84.94276740739834
22_46,83.24743086291318,38.69732027927531
22_47,236.91968189925922,103.27662431330604
22_48,288.92786874279835,201.74645536858057
22_49,391.5506208133862,199.61579947269018
22_50,456.0108661114024,199.6153507308482
22_51,225.8539902686203,106.77015018642248
22_52,96.63035441796337,80.18572119424073
22_53,350.8751415475208,133.59028566387292
22_54,175.8691529980791,181.26942912313996
22_55,162.9555671297828,170.88565642228323
22_56,283.6686987098659,252.9457073100079
22_57,206.46409528664213,325.9208131196955
22_58,281.9205344904065,324.3283897349786
22_59,266.078679654218,267.1966612122321
22_60,289.4322066394093,313.96427318474093
22_61,13.997802294517466,22.187369903245095
23_12,49.600904483110504,65.15491438331574
23_13,2.7005845582865073,6.517832573443936
23_22,52.68430825814081,149.3152302744718
23_23,29.68133812373533,75.5416403727051
23_24,23.22529614531307,56.05809428037965
23_25,45.717961489437194,66.4166658745881
23_26,122.76352694108104,137.58589638750414
23_27,299.7681864127104,213.8737498366875
23_28,183.74049011360222,171.32140764698727
23_29,181.92891344868673,143.42131821823102
23_30,402.4455523191071,273.9267045529276
23_31,244.5819861088387,389.25059005670005
23_32,482.22690266166376,244.72220466490083
23_33,418.7828671033296,158.69970810159245
23_34,134.36572813299136,118.17155537749552
23_35,294.052408094954,200.4029973295376
23_37,290.0967011650331,187.2088515218228
23_38,141.9525912970085,72.90239989612527
23_39,143.6233778590419,79.23992318785228
23_40,219.54071564607236,153.67273392282846
23_41,183.53295204749958,59.75196492414753
23_42,79.82045155355735,39.47122906706174
23_43,82.14729425836158,59.792085035477605
23_44,83.50803649405799,158.06628681786557
23_45,53.31938474681142,59.581815500816205
23_46,41.618142781230986,40.76551653643863
23_47,217.70029906085858,84.87058067284181
23_48,363.5865095161872,144.47555177337398
23_49,228.0083948696613,169.22107415592447
23_50,384.6689886776071,228.78267768471113
23_51,181.3689233213205,86.54013192425417
23_52,103.32554185224788,80.42103349564219
23_53,287.8439222394002,186.09958325362024
23_54,221.32410870430368,366.9856517759134
23_55,268.955903933774,362.7867315402603
23_56,219.36371304661878,276.9977712003411
23_57,141.32027146265384,226.34986640024295
23_58,241.48951872488968,198.45989833061827
23_59,270.2778392433212,197.27635332674743
23_60,186.11303732180096,118.35326627908755
24_12,252.77518833241652,254.56207742385
24_13,98.1269497908753,137.67787706908916
24_19,3.109332105514493,9.580791624837463
24_22,52.52203378654105,110.59876780733862
24_23,76.28451586190361,140.35171040527226
24_24,46.67051178708253,110.19384888290067
24_25,82.21541710543369,174.82787368040536
24_26,216.14639006171458,204.096188944241
24_27,268.5627776439703,247.70755888139547
24_28,174.3903666256001,166.15033438766164
24_29,71.60920717695276,95.21287765759533
