grid_id,median,percentile_90,"Accommodation, eating and drinking",Attractions,Commercial services,Education and health,Manufacturing and production,Public infrastructure,Retail,Sport and entertainment,Transport,building_count,total_rent,below_14,above_65,IMD,node_count,connectivity,road_length,nearest_station_distance,neighbour_frequency_per_month,station_count
43_26,223.0,474.20000000000005,3,3,17,10,18,9,9,2,4,254,388.8716930958414,563.5657268141379,83.11606547326501,63.09496797035671,47,1.574468085106383,4447.790334939746,268.5162937328013,11.683333333333334,18
43_27,231.0,444.0,3,2,30,2,42,8,12,2,2,298,117.14021830201818,302.12399082940425,55.12351750601824,51.519562944592394,25,1.84,3973.407713730568,740.3384361222913,13.083333333333334,18
43_28,262.0,490.20000000000005,36,9,60,10,33,18,28,12,43,102,63.50199005751702,62.5722019888086,40.59104885106043,43.93771938517979,32,2.0625,4548.185201487398,1234.5448554021843,13.361111111111112,18
43_29,356.5,563.7,24,4,39,5,46,8,11,5,23,127,98.37123639607037,22.01142477779716,8.958510399193715,31.100700657000857,25,1.68,3616.0810044327122,1732.0799635120775,15.966666666666665,18
43_30,371.0,517.7,11,4,10,7,1,9,3,1,14,62,224.91348592814313,59.74876560743816,18.247475187582037,25.39795306174812,31,1.8387096774193548,3209.787753004264,2230.7175975456867,15.22222222222222,17
43_31,350.0,567.2,5,4,41,12,10,16,7,2,18,81,87.24008532267673,4.470965493356022,1.916476141522493,26.818502200592143,27,2.0,3414.78729084294,2008.4513934870317,11.427777777777779,17
43_32,355.0,523.7,5,2,18,5,27,6,16,0,15,64,69.58257944986624,17.5220364582979,4.02241934063422,34.48553256803114,36,1.75,4888.602292741523,1524.098750081503,9.000000000000002,17
43_33,241.0,407.6,0,1,30,6,20,11,4,1,5,269,137.27167349689486,125.321122657226,28.81456895465341,48.00891622033399,32,1.59375,4528.450146007856,1054.4557838050869,8.605555555555554,17
43_34,222.0,435.19999999999993,1,0,7,5,0,12,3,1,8,416,88.32628252574247,421.0895183649824,113.33886795617694,57.33295170787536,35,1.4,4115.639579309969,633.1484817955421,10.372222222222222,17
43_35,202.0,511.6,0,3,4,3,0,4,2,3,2,552,52.76373711621633,460.2609177229941,187.23668527179103,56.833743204114064,13,2.0,2306.4270284828212,435.74878083593075,10.261111111111113,16
43_36,214.0,432.6,22,3,41,5,7,17,21,4,9,729,233.57644284205406,564.4616207924511,157.39598858279206,56.36320769699199,33,1.7272727272727273,4087.5788826269854,692.009392999835,7.455555555555556,16
43_37,250.0,437.00000000000006,0,0,8,0,6,12,7,1,7,177,137.25926212278998,216.85189386666596,56.4311005296977,41.767418827729266,21,1.7142857142857142,2296.063836275884,1126.000444049646,5.783333333333333,16
43_38,318.5,411.5,0,0,6,0,3,13,3,0,0,61,33.31321634162639,16.401675886229654,3.6256589074477468,37.061,11,1.8181818181818181,1952.132813916364,1599.0237646764353,3.488888888888889,15
43_39,308.0,595.8000000000001,0,0,4,1,4,9,1,0,3,33,33.3284196046806,12.330190316012478,12.382220109984887,37.027699189471335,11,2.0,2228.0157690879346,1480.7460957233689,2.7555555555555555,16
43_40,277.0,474.6000000000001,0,0,10,2,7,5,3,3,2,35,34.86839229626924,12.57848865881579,19.599205353805566,33.654585231039164,5,1.8,1096.239317872975,1055.750443997065,2.7888888888888888,16
43_41,259.0,596.2,0,1,5,0,3,2,2,0,7,452,55.20052666763981,126.71218791724316,124.05047869339478,28.543008848079687,34,1.8823529411764706,3974.5925508222003,732.5360059410049,3.2333333333333334,16
43_42,247.0,591.8000000000001,2,0,4,1,0,3,3,1,3,711,151.10026535681067,250.12586737946225,197.94578415520002,23.521969744156735,35,1.4857142857142858,4184.747373499416,677.2067631085797,4.061111111111111,16
43_43,257.0,475.0,6,0,38,15,2,6,16,3,12,871,196.01726267929237,309.42194091186025,268.28204417632446,29.201524860935734,53,1.6037735849056605,5674.0575670166845,938.407693915603,4.711111111111111,14
43_44,286.0,523.4,3,0,5,1,0,7,3,0,3,899,189.1760005345033,228.96957762273243,261.91106799104966,32.09762607717363,46,1.434782608695652,5062.388735333509,1342.6127513173708,5.566666666666667,13
43_45,292.5,551.0,3,1,13,6,1,8,8,2,9,598,150.58683023241383,220.1267187294141,195.16993389172194,31.528815694726664,39,1.5384615384615385,4001.05253725671,1795.7196329048697,5.205555555555556,13
43_46,304.0,528.0,6,0,25,4,0,9,5,3,9,694,175.13554901474166,366.769693700168,177.95007062235064,40.67755955139376,43,1.5813953488372092,4454.210249683175,2268.6138939890147,4.038888888888889,12
43_47,359.0,560.0,0,1,3,0,0,1,0,2,5,548,207.13272721162488,326.37138138394306,186.88471594194803,37.873180393555025,18,1.5,2134.5179308739516,2751.1105030514495,2.338888888888889,13
43_48,419.0,533.0,1,0,8,0,0,6,2,0,4,283,24.88545167928754,81.08442662642771,110.91729064037989,10.23591889545039,21,1.5714285714285714,2754.6841787074677,3238.920962295931,1.4222222222222223,13
43_49,432.0,560.6,0,0,8,1,7,3,2,0,6,409,41.032573985196464,144.51918276896285,146.36945890564903,8.935481786035506,26,1.6153846153846154,3223.573756024534,3729.960991753131,0.9166666666666666,11
43_50,453.5,546.5,2,0,9,3,2,5,1,0,6,871,53.78653027149987,243.20615948259803,357.3126536776445,6.482891335631947,31,1.6451612903225807,3706.976935204799,4223.104190047885,1.3722222222222222,11
43_51,472.5,551.5,10,0,27,6,3,11,9,1,12,534,39.30899204964451,193.74485167258626,323.95732704653693,5.4235253008637345,28,1.5714285714285714,3399.130754919691,4442.701092803791,1.4722222222222223,11
43_52,494.0,567.2,0,0,11,0,0,3,0,0,8,432,28.781658904350554,143.36891997072524,280.2780009334041,4.528608938862769,15,1.8666666666666667,3402.976813876766,4581.5491921401435,1.4833333333333334,10
43_53,477.0,595.8000000000001,4,0,12,2,1,6,5,2,3,423,18.246343638450856,112.53676577107603,213.9584602340641,5.186277658547191,29,1.4482758620689655,3329.7657602262284,4769.024323695571,0.8944444444444444,8
43_54,466.5,588.5,1,0,5,0,0,2,1,0,0,395,22.10075354671782,53.87583803260718,92.09735844460084,5.840658852580394,23,1.3043478260869565,2304.3527864838784,4383.814891165,0.37777777777777777,7
43_55,646.0,842.0,0,0,0,0,0,0,0,0,1,4,15.485870052573476,26.297449880426115,46.82936455880181,5.623477835494334,1,3.0,160.67295650980665,3987.459466878629,0.19999999999999998,6
43_56,366.0,382.8,0,0,2,0,0,0,0,0,1,25,3.410949458414066,17.665215923777943,25.701653048484395,5.197039994500963,1,2.0,344.92410615528144,3616.8816679565284,0.1222222222222222,6
43_57,307.0,362.2,1,0,2,0,0,3,0,0,3,22,6.346521812403129,15.615682535757482,22.396537617825672,5.969816886499093,6,1.8333333333333333,1144.5059472766527,3280.8280966853476,0.1222222222222222,6
43_58,383.0,487.0,0,0,0,1,0,0,0,1,0,50,10.588434330660965,3.9127817371124305,7.710099738172548,7.2348201748354946,8,1.625,1933.4288678432388,2990.9585420062244,0.12777777777777777,6
43_59,483.0,530.0,1,0,1,0,0,2,1,0,1,29,11.726360543380675,4.2125352113518115,8.295023219919692,7.483466648239086,5,2.2,1459.4588994947865,2761.8531821948827,0.08888888888888889,5
43_60,403.0,411.8,0,0,2,0,0,1,0,0,1,11,5.322218212793102,2.394828081277388,4.165936079333892,6.110318751406291,2,2.5,859.957010583049,2609.5656726742864,0.061111111111111116,5
44_11,398.0,419.6,0,2,3,1,1,5,3,2,6,247,15.157166221101253,56.77740262078863,94.01476886879905,5.489905690934305,19,1.4736842105263157,2189.183387402172,3701.8916785881243,0.5666666666666667,9
44_12,391.0,499.5,0,0,6,1,1,9,0,1,1,745,72.91567399791495,192.53267974153562,306.5734424771267,13.955099087471487,46,1.3478260869565217,4761.679464902301,3214.8097921961107,2.9611111111111112,9
44_13,362.0,636.0,4,0,12,2,0,5,1,1,11,729,194.20105825994386,359.215708644927,259.7854113609132,30.806766632996347,48,1.5208333333333333,4404.606017951864,2732.398580002559,4.5888888888888895,9
44_14,340.0,553.1999999999999,0,0,4,3,0,3,0,1,2,732,165.7237523121667,346.18132100884435,194.63488794929518,41.76150724506975,38,1.4473684210526316,3660.3309933570868,2257.6540921939304,5.361111111111112,11
44_15,299.0,537.8999999999997,0,0,5,0,10,1,6,0,3,38,120.86292415568477,90.27676559413801,61.48333825614088,36.55226460257335,3,2.6666666666666665,848.8024259973712,1796.664131105199,4.716666666666667,11
44_16,250.0,516.0,4,0,17,3,1,4,6,1,4,419,129.97655227235902,219.01256472879712,190.05759239216047,30.557378404273386,26,1.4615384615384615,2756.366005554173,1363.4522360537608,4.311111111111111,12
44_17,228.5,472.5,0,0,3,1,0,3,0,0,3,295,188.87191702277738,241.85675358429194,158.5644765793584,47.3426051343222,26,1.3461538461538463,2268.0140534779234,994.9884421439276,4.461111111111111,12
44_18,217.0,482.00000000000006,1,1,4,3,0,4,0,6,2,192,171.65667987302342,179.67106770313316,128.51434784140295,37.36717305837127,51,1.4901960784313726,3590.9365125926693,788.0368011711129,4.061111111111111,14
44_19,247.0,432.8000000000002,0,0,1,0,0,1,1,1,6,77,116.19608297451938,94.5673446301526,73.59389281857543,25.12243124597618,8,2.0,1043.3438204404226,867.1804887103953,3.65,14
44_20,294.0,430.0,1,1,9,1,0,4,1,0,2,480,173.95308968175925,248.786891834466,234.92231814802074,19.62183920845762,21,1.7619047619047619,3366.0765975304416,1176.0110543698133,4.516666666666667,14
44_21,295.0,434.0,1,1,6,6,0,7,0,3,3,333,228.96381887024577,181.56737661647196,249.4221165512481,23.84704696369061,21,1.6666666666666667,3172.4757167144485,1585.5604687302216,7.666666666666667,15
44_22,299.0,406.4000000000001,2,2,6,8,0,6,1,1,3,400,470.90585767377246,257.56204170901196,214.76397774019517,39.995914459433095,27,1.7407407407407407,3461.7240483247842,1809.1713572793485,11.066666666666666,16
44_23,286.5,509.09999999999997,17,1,12,5,3,4,11,0,2,812,534.419806158964,766.0210836342802,263.1733266212399,55.00172973867712,38,1.5526315789473684,4078.672896917937,1322.5358218210954,13.205555555555556,16
44_24,250.0,521.0,14,2,28,11,8,7,31,3,6,742,560.7495219576731,665.1233042607463,234.30558259898964,58.701386522249614,50,1.46,4226.378596614428,851.5286254730372,13.166666666666668,16
44_25,218.0,509.60000000000014,3,2,14,2,4,5,8,2,8,736,265.0900531978174,509.71865878132496,161.894345895358,64.11606874841009,27,1.8888888888888888,4128.255301285422,448.4428614662073,12.127777777777778,17
44_26,206.0,425.79999999999995,21,0,59,9,32,12,22,1,10,381,280.2061839697916,304.248017433883,108.49167182616263,69.85972395638468,44,1.4772727272727273,4229.895016100112,420.8336963694804,10.96111111111111,17
44_27,232.5,504.5,5,1,36,15,9,18,3,0,13,122,203.84959984104006,202.5498738856823,44.52207812869209,59.55423184994878,50,1.56,4666.971343109142,808.1466451084234,11.172222222222222,18
44_28,281.0,477.5,14,1,47,9,19,20,14,2,25,169,112.94701198371571,114.82071103723591,20.642164961799903,52.15862177328089,23,1.9130434782608696,3569.538697367275,1276.3624093493195,9.522222222222222,18
44_29,328.0,559.5,5,4,17,4,20,12,10,8,11,145,109.2326045867724,52.042787232449676,12.074665748339756,39.15406782817623,22,1.8636363636363635,3111.2727982162537,1762.1296774074262,9.244444444444445,17
44_30,339.0,574.2,3,1,13,5,3,11,3,0,16,71,108.68061845699543,97.99480183467264,26.69593128886337,35.03166586978019,27,1.6296296296296295,3626.5992127871114,2254.129765563642,7.188888888888888,17
44_31,349.5,508.80000000000007,4,0,11,4,21,7,8,0,4,166,128.99324016012127,394.2343525695785,84.3433314894478,41.44663541633485,30,1.7666666666666666,3766.705288375847,2172.067448308178,6.794444444444444,17
44_32,342.0,498.3999999999999,1,0,9,7,19,6,6,1,9,189,44.0565826271921,191.06316723478648,22.877837596309273,52.587292519430484,20,1.9,2663.369087270819,1734.0348900757447,6.316666666666667,17
44_33,311.5,452.80000000000007,4,0,40,5,25,4,10,1,11,96,62.439267871240745,68.27596049452663,16.776419885958738,54.34222578407078,14,1.8571428571428572,2297.593790818979,1340.1033542230987,5.961111111111111,17
44_34,311.0,500.8,1,0,11,3,18,4,10,1,9,217,105.35263778856492,116.52225573366889,61.219247183291216,61.01648555963294,36,1.6111111111111112,4469.10511908418,1041.5742892372105,6.594444444444445,16
44_35,282.0,521.5,1,3,0,3,2,6,0,1,5,111,102.11461256315395,149.01407837477203,52.99551387418087,62.287326691671105,22,1.8636363636363635,3701.9825501792557,934.8138852199404,6.933333333333334,16
44_36,295.0,528.4,0,0,16,4,32,4,1,0,3,517,212.8445576797321,488.10127284053954,69.0563262239346,63.18978978769904,16,1.5,2473.4995905002756,1078.3677480340368,5.872222222222223,16
44_37,280.0,583.0,2,0,18,0,27,8,5,1,7,449,102.94884402100078,243.45248092644982,43.784447240519206,42.391512684760144,32,1.34375,3375.315357915441,1397.0959165354395,3.9999999999999996,15
44_38,304.0,511.8,1,1,8,0,5,7,3,0,8,259,72.6838765229203,90.07609111610562,34.591123428138175,38.518687130281656,29,1.5172413793103448,3759.2732907152044,1800.243594628238,2.9000000000000004,15
44_39,258.0,426.60000000000014,0,1,8,0,13,6,1,0,5,59,39.25893192728094,22.398170179304792,24.560727801825045,33.1245414060293,47,1.8297872340425532,5605.429641581231,1337.0149587794447,2.8833333333333333,14
44_40,248.0,402.40000000000003,0,1,1,0,0,3,0,1,2,262,219.21226980795518,266.57033410848925,76.91702418384554,39.972914256879285,41,1.8048780487804879,5372.2748170206705,842.3829295516381,3.3777777777777778,14
44_41,224.5,414.1,0,0,5,1,0,8,2,0,8,385,179.6604781303066,204.6199495678767,108.88240853638536,38.19855873083364,38,1.6578947368421053,4337.366115507452,362.7795473838072,4.083333333333334,14
44_42,193.5,504.19999999999993,6,0,18,5,4,3,9,0,2,562,146.7082454328711,279.6205312879058,249.14015660785333,32.63835879463045,33,1.4242424242424243,3504.4180398074523,231.53617427952807,5.888888888888889,14
44_43,229.0,447.00000000000017,2,1,7,5,1,3,2,0,3,691,305.09984734851554,401.5965034940014,211.43105383417077,58.489240026856045,26,1.8461538461538463,3750.0228728680577,689.6441111181912,6.5,15
44_44,290.0,527.5999999999999,0,0,5,1,0,5,0,1,4,703,346.2896562786251,423.5810683832668,222.54003463764718,60.58526516930398,28,1.6428571428571428,3631.3404110241313,1182.2051429426283,7.466666666666667,13
44_45,309.0,619.4000000000001,0,0,5,3,2,7,3,0,5,760,359.06571928260286,401.4211811963488,193.49084610970442,62.89717290368329,20,1.9,3400.8373325643897,1679.169139783125,5.861111111111112,13
44_46,322.0,587.1999999999998,0,0,4,4,0,4,3,0,3,687,177.98772550858428,285.04564096130457,200.94992794914555,38.72226510009332,26,1.6538461538461537,3557.8518610006026,2177.5235934427897,4.772222222222222,12
44_47,337.0,610.1999999999999,0,0,3,4,0,4,0,0,8,401,39.83917237324333,172.90267797657543,160.0039325281477,13.597049160636082,11,2.0,2275.4989157968985,2676.491920406262,2.5444444444444447,12
44_48,429.0,637.9,6,1,10,5,0,3,2,0,8,337,21.462149792836335,135.060641833908,133.06408354195997,10.348402476000086,19,1.7894736842105263,3164.1716811327988,3175.7847848996316,1.4000000000000001,10
44_49,445.0,633.9000000000002,1,1,5,1,0,5,1,0,3,165,19.326439040335778,67.10679185212594,82.6724250591028,11.260346647381635,21,1.619047619047619,1936.3736894163608,3675.269922060147,0.911111111111111,11
44_50,445.0,692.1,0,1,4,0,0,3,1,0,4,241,21.0982224146865,102.94088245530396,192.43868367722712,9.162202998704053,18,1.3888888888888888,2363.189750912369,3860.905722754701,1.1999999999999997,10
44_51,457.0,619.0,2,0,6,1,0,2,0,0,0,358,23.11461426782243,113.0779473661895,231.73237723808364,7.908092978768585,21,1.4761904761904763,3068.3866716773355,3957.220362830455,1.3111111111111111,10
44_52,476.5,641.0,0,0,2,2,0,6,0,4,2,268,26.599861265419722,111.17894317249484,209.53397845673214,3.8443942540874843,20,1.65,2472.153022068003,4112.492310023205,1.4555555555555557,8
44_53,441.0,496.0,0,2,1,2,0,4,1,0,3,248,22.368311369904937,82.80362912014557,137.11716653994273,4.285896157520782,19,1.4736842105263157,2553.229262092562,4320.369544379277,0.8499999999999998,8
44_54,468.0,702.6000000000001,0,0,0,0,1,2,1,0,1,79,8.322286636684886,42.30463012910362,63.37626830173297,5.364967594936161,6,2.0,877.658002081279,4573.684838289582,0.36111111111111105,7
44_59,410.0,414.8,0,0,0,0,0,0,0,0,0,8,2.3965038160273084,1.5644136955504795,2.2795742420878415,5.483,0,1.6812650644024218,514.5120990711757,3228.7509969026723,0.0611111111111111,5
45_12,380.0,570.5,0,0,1,0,0,1,1,0,0,301,26.569692219501107,92.80847242934504,121.53332445632982,10.551643953899362,14,1.2857142857142858,1264.646812954049,3131.4536560517704,2.2222222222222223,9
45_13,357.0,627.0,0,1,4,0,0,4,1,1,9,457,200.45416388229583,232.61131307517215,199.09506802456684,34.27538839674703,25,1.52,2556.7520632474943,2633.8189003802063,3.261111111111111,9
45_14,297.0,550.0,0,0,9,4,0,6,2,0,7,664,235.1493578048694,317.84732210345766,180.7678003836249,38.218752987384356,18,1.9444444444444444,3150.7862984926314,2137.288469065418,4.972222222222221,11
45_15,253.0,587.6,5,0,19,3,2,6,9,1,11,324,185.73550570605937,172.6052253600578,140.5190212446637,40.86204864876198,24,1.5416666666666667,2579.4046830562775,1642.8639627187638,5.0,11
45_16,228.0,599.0,1,1,2,3,0,4,1,0,10,512,202.86054922781065,239.07613229333904,171.08218223361504,45.217320890197975,27,1.4814814814814814,3437.1684979702554,1153.257126576723,5.155555555555556,12
45_17,230.0,650.8,2,2,11,3,1,8,3,1,6,384,192.54089189920052,230.9163708192009,108.60407831616529,58.613767315126985,15,2.066666666666667,2447.8452598700283,678.9712806886606,4.944444444444444,12
45_18,194.0,574.0,5,0,3,4,0,5,11,3,8,337,210.19763192344428,200.3578432932873,121.80537291385686,50.13908353586359,34,1.6764705882352942,3026.7569650591017,303.3183146465112,4.1499999999999995,13
45_19,189.0,502.0,0,0,1,1,0,2,0,0,4,341,104.14248934150527,183.1203301084816,93.62140067131705,32.233794320737026,12,1.5833333333333333,1799.462713684416,472.2308757377052,3.127777777777778,14
45_20,245.0,496.70000000000005,0,2,1,1,1,5,1,1,5,251,133.58532777100925,99.71712982523229,126.8932920192602,23.297693666736453,23,1.391304347826087,2236.602675344857,924.1222862803386,4.127777777777778,14
45_21,265.0,481.79999999999995,0,1,3,4,1,5,1,0,5,295,172.5224863565387,162.71841033759313,243.6515853553735,23.07288616970231,38,1.3157894736842106,3254.673107103196,1408.9009901337993,6.816666666666666,15
45_22,292.0,512.8000000000002,0,0,6,1,0,2,2,0,7,497,284.2034497631277,352.20500014102987,242.15876649500618,34.22006297183727,25,1.92,3490.8420342585855,1901.5788177196337,10.233333333333334,16
45_23,302.0,552.0,0,0,9,5,2,8,6,0,3,1033,380.5445229919404,854.3783975180188,316.3373897791265,46.85437915798693,26,1.7307692307692308,3749.829454740739,1534.307987335007,12.288888888888888,16
45_24,269.0,510.60000000000014,17,1,34,7,18,11,55,2,10,856,416.72222082461656,728.9685023154387,194.5639115159937,57.76813937030508,44,1.5681818181818181,4524.740114920667,1153.3000476892387,12.983333333333334,16
45_25,238.0,485.6,23,0,32,2,9,11,17,1,14,623,422.46495447831717,505.32731813172336,174.16281609551632,62.00403354457428,48,1.4375,4244.727610654827,897.8312759087868,12.666666666666666,16
45_26,248.5,461.0,3,2,18,7,9,13,4,1,5,451,240.93106005654363,317.1120580984991,113.09819772700723,69.29596645163531,24,1.75,3561.573069156903,884.3647437567828,12.433333333333334,16
45_27,282.0,455.9,0,2,6,3,5,9,8,0,12,163,190.97243620917337,153.94430262981254,87.06715358370691,66.47015352741336,20,1.85,3040.84101927532,1121.651015244938,13.055555555555557,16
45_28,270.0,462.8,3,0,9,0,7,6,2,0,6,291,210.76776901840717,297.78531338069007,85.63477216223659,61.629172472598896,50,1.48,4651.776128667283,1494.6909379533952,9.3,17
45_29,332.0,556.8,4,1,12,6,14,8,7,0,11,425,141.64369200567228,368.04896236653775,79.61236153424008,46.76741811622621,47,1.3617021276595744,4518.164341889509,1926.1622465410333,8.222222222222221,17
45_30,348.0,556.2,0,0,1,1,4,4,3,0,7,90,178.9339302956785,69.26416159091151,21.423706783129088,49.87984149870987,11,1.7272727272727273,2180.29162497968,2384.5546754058714,5.71111111111111,17
45_31,350.0,503.4999999999999,2,0,17,2,13,8,13,1,7,218,148.80741946287057,223.8311753583774,52.078935583558184,56.5998980150394,23,1.6521739130434783,2760.186059381287,2429.3779039087353,6.233333333333333,18
45_32,342.0,492.5,3,3,12,6,2,8,4,0,11,296,25.129232741373688,717.8518664849253,121.00958197335862,56.362533201801554,36,1.4722222222222223,3617.7418259936176,2047.1631591057906,5.1000000000000005,17
45_33,365.0,501.0,5,0,14,3,14,7,5,0,8,202,69.45606408519488,264.4677814526762,94.25432461469,55.22174590188814,39,1.5128205128205128,3847.893496310046,1726.2320238021307,4.6722222222222225,17
45_34,300.0,388.8,0,0,17,0,25,8,6,0,4,144,45.17044711518848,100.60300371995513,35.216893671084364,58.736209580878246,26,1.7692307692307692,3268.823164842144,1506.2791905885176,4.033333333333333,16
45_35,314.0,481.20000000000005,2,1,15,3,10,11,8,0,10,269,87.42247966778454,134.0442374601014,51.40861758264874,63.67076954994285,23,1.9565217391304348,3835.050756942358,1434.5302366977141,3.4277777777777776,16
45_36,359.0,591.0,0,0,12,1,19,5,5,0,1,59,100.51347824237752,66.433606856075,17.356776378295578,64.58338366101059,16,1.8125,2836.280068268301,1531.9520227474488,4.344444444444444,15
45_37,354.5,553.0,1,1,16,3,18,9,7,0,3,174,123.055648252519,148.36209738823308,21.474239567163416,47.18582724177729,23,1.7826086956521738,2827.3121737958877,1770.8407607687373,3.6333333333333333,14
45_38,307.0,472.20000000000005,0,0,3,2,1,6,1,0,0,422,212.71059062997463,269.57497667633766,167.4738763004867,33.67910383042266,30,1.4,3714.621628376426,1860.2712167853374,4.166666666666667,14
45_39,288.5,490.70000000000005,2,0,10,3,1,5,5,0,8,493,236.02084311645862,240.2360895760397,266.17641130141703,42.83797300245903,34,1.7352941176470589,4107.898436448385,1372.0819946344316,3.85,13
45_40,279.5,583.5000000000001,0,1,2,0,0,3,0,0,9,525,287.6535216225961,347.3184345708811,164.9756360921974,46.24401764506119,29,1.5862068965517242,3041.1180624411772,897.0,4.594444444444445,13
45_41,236.5,396.3,0,1,3,2,1,3,0,1,2,343,302.17543350750645,481.2684175484577,86.20871294598554,49.23989286644725,23,1.6521739130434783,2260.5182099525377,476.0346626034705,5.361111111111112,12
45_42,213.5,465.0,7,0,7,3,3,6,6,3,9,610,100.20370320834128,344.7514143561978,185.73937671707634,49.09305961342444,37,1.4594594594594594,3696.5109861261417,385.4983787255142,7.033333333333334,13
45_43,205.0,383.0,5,0,17,5,0,4,4,1,11,690,417.0730583677436,405.13138891771615,269.0350640450802,58.786341136688314,37,1.6486486486486487,3635.8841090217866,755.3866559583906,6.838888888888889,14
45_44,278.0,671.9,0,0,4,1,0,6,1,0,9,773,384.38192913034464,456.63251374531785,226.55938382099419,63.177159164071426,23,1.7391304347826086,3509.00987744127,1221.7237822028349,7.772222222222222,14
45_45,327.0,658.8000000000001,3,0,10,1,1,3,0,1,5,682,367.5439247690851,420.40100489002293,179.55221476426226,64.57565322251646,25,1.6,3261.341615551414,1707.222598257181,5.561111111111111,12
45_46,353.0,571.0000000000001,1,0,3,1,0,2,0,0,7,514,149.82189536025967,227.33417908640357,242.54318993808064,22.80851377522188,24,1.7083333333333333,3059.6251426421004,2199.2291831457674,4.277777777777778,11
45_47,378.0,661.6000000000001,0,0,3,2,2,3,1,0,3,212,39.141097836339156,104.51983256753621,85.73009866590323,13.242456294622478,10,2.0,1854.3912153144543,2694.1805804362853,2.1,10
45_48,471.0,746.5999999999999,0,0,0,0,0,0,0,0,6,5,9.564230549436154,5.067883188865946,5.711075496707801,13.90119405774566,0,1.6812650644024218,123.53849644139619,3190.706661540669,1.211111111111111,9
45_49,448.0,762.8000000000002,0,1,0,0,0,0,0,0,0,0,8.79495305731668,2.789152114560649,3.8576332835711056,13.206921202218524,0,0.0,0.0,3328.0013521631868,0.6611111111111111,9
45_50,459.5,576.3000000000001,0,1,0,0,0,0,0,0,1,0,2.9208925998583095,4.293033415691848,9.185094749852327,4.507,0,0.0,0.0,3365.797528075627,0.6777777777777778,9
45_51,443.0,629.6000000000001,0,1,0,0,0,0,0,0,0,0,2.9208925998583095,4.293033415691848,9.185094749852327,4.507,0,1.6812650644024218,106.71094167557136,3475.8585989651533,0.7555555555555554,9
45_52,481.0,770.7000000000002,0,0,0,0,0,2,1,1,2,44,6.550923257157347,25.089050237768966,45.17046837943093,4.389038451102029,4,2.5,1112.7321894297208,3651.6561995894413,0.7277777777777777,8
45_53,457.0,643.2,8,2,22,5,1,6,4,0,5,157,5.69249348196639,46.43551761158585,72.56003827109195,4.811026653537147,14,1.6428571428571428,2255.1153182048265,3884.2750932445556,0.5111111111111111,7
45_54,406.0,406.0,0,2,2,0,1,2,0,0,0,192,3.321598916033098,41.150833683810156,69.65643922370805,4.88851542024232,12,1.4166666666666667,1907.6772934387288,4164.203765427432,0.25555555555555554,7
46_12,328.5,504.2,0,0,1,0,0,1,0,0,0,34,8.733598331391331,15.122231724752853,28.384103632448547,11.717231583970257,3,2.0,375.9133955907955,3126.8197901382164,1.9277777777777778,9
46_13,356.5,621.0,1,0,9,2,0,8,6,0,10,610,236.90010928792765,233.06875649690238,326.0002402444323,22.692292295394587,33,1.4848484848484849,3909.254700058577,2628.307820632888,3.2111111111111112,10
46_14,304.0,581.5,1,1,6,0,2,5,1,1,4,537,226.5112103333583,260.59904533030505,235.23292838569222,40.72086607197368,30,1.4,2979.0590491612656,2130.4933700905995,5.227777777777779,11
46_15,278.0,528.2,0,1,4,6,1,3,1,2,5,628,232.08391388254853,381.5482389765981,214.38613337790343,49.64198099456688,32,1.5,3545.6902266738693,1634.014075826766,5.677777777777778,11
46_16,233.0,576.4000000000001,0,0,3,0,0,2,1,1,5,574,249.43930737704542,364.043619510464,176.34518374516335,48.67635358564212,16,1.8125,2259.986442732173,1140.6147465292565,6.21111111111111,12
46_17,196.5,523.2,0,0,11,2,2,3,2,0,6,677,199.60625029256073,385.4041168491166,231.13204312449744,43.179712782565176,20,1.75,3183.3298211383253,657.268590455987,5.288888888888889,12
46_18,172.5,461.50000000000006,2,1,6,1,0,4,0,0,2,501,116.85449741260317,223.42567147152076,169.5146298433079,31.53109014223723,23,1.7391304347826086,2952.515029210182,251.0019920239678,4.605555555555556,12
46_19,233.0,576.4,0,0,0,2,0,3,0,0,5,166,79.92687602721406,143.3191673765146,101.61034480897867,29.593593005411222,10,1.3,1371.4814120109295,440.45658128809924,3.9666666666666663,13
46_20,253.0,539.0999999999999,0,1,0,0,0,2,1,3,5,123,98.57986411712781,103.0688619200331,114.3649794066456,28.520705015272952,13,1.1538461538461537,1134.308343060545,908.2962071923454,5.055555555555555,14
46_21,324.5,530.6999999999999,0,1,5,3,0,4,1,2,4,410,205.51749215792938,296.68663853406696,193.93554202172106,31.281643606826737,18,1.6111111111111112,2682.7002517144633,1398.571413979279,6.361111111111111,15
46_22,315.0,513.4000000000003,0,1,5,2,0,8,2,2,2,757,245.25701994707015,663.608747185121,238.88628151244464,38.948699806457796,20,1.7,2847.7176657668133,1893.9382249693363,8.511111111111111,16
46_23,329.0,505.4,9,1,26,14,5,11,58,3,8,909,258.95625088959514,818.0058402191677,308.83696335891693,46.10090991761513,29,1.6551724137931034,3725.0173038550884,1859.8658553777475,10.105555555555556,16
46_24,276.0,468.1,6,3,33,11,6,10,74,1,8,1022,433.63655256084877,921.7649357321774,289.5736868025755,52.832096996969106,51,1.5294117647058822,4856.617760951698,1560.4810155846178,11.661111111111111,16
