grid_id,median,percentile_90,"Accommodation, eating and drinking",Attractions,Commercial services,Education and health,Manufacturing and production,Public infrastructure,Retail,Sport and entertainment,Transport,building_count,total_rent,below_14,above_65,IMD,node_count,connectivity,road_length,nearest_station_distance,neighbour_frequency_per_month,station_count
28_10,269.5,504.2000000000001,0,1,5,2,1,4,2,0,2,876,217.03634151131018,353.81022056536403,232.94991586931798,30.17157980515922,46,1.4782608695652173,4996.816606187187,2216.271644000347,3.1333333333333337,7
28_11,289.0,579.0,8,0,17,1,1,3,10,2,5,129,204.30353089066674,79.04066740715392,49.59596718279174,42.09597385368659,18,1.6111111111111112,1878.9040680286641,1890.4655511275523,3.827777777777778,8
28_12,355.0,555.4,0,2,1,7,2,6,0,0,3,459,117.31905765979334,209.51239587595254,71.01501502568925,43.790835812174336,41,1.5121951219512195,3489.40935767958,1654.0435302615224,3.8555555555555556,9
28_13,327.0,566.1999999999999,1,1,6,6,0,10,4,3,9,505,80.57276230647926,489.8506351753285,116.85805020356848,48.295617968681235,60,1.5333333333333334,5389.140576398574,1548.5025024196764,3.3222222222222224,12
28_14,311.0,733.9000000000001,0,0,0,1,0,6,0,1,4,330,159.21461735869,195.5155420131312,89.82906630301537,34.87078434697946,10,2.2,1895.6309057281653,1599.9562494018392,2.5833333333333335,12
28_15,463.0,463.0,0,0,0,0,1,2,0,0,0,5,5.478880574780255,2.4856061441954123,2.356208139407778,22.242337135224687,2,2.0,733.9547413863031,1794.9540384087834,1.3944444444444446,12
28_16,594.0,759.6,0,0,0,0,1,4,0,0,0,22,40.48269785686625,18.600166139812355,9.394692171859106,30.706984288987048,17,1.588235294117647,2864.249328489156,2093.766940229977,0.7333333333333333,12
28_17,427.0,766.0,0,0,0,0,0,1,0,0,0,2,47.36389453816303,21.768033686051275,10.778346776588496,32.371,3,3.3333333333333335,1311.783515995704,2458.833056553454,1.511111111111111,13
28_18,329.5,538.1,0,0,0,0,0,0,0,1,1,4,137.97199277856043,56.11967965986956,38.541485733920844,41.2844707554886,3,3.0,862.8280599334735,2204.671857669526,3.077777777777778,13
28_19,303.5,518.5,1,0,6,6,0,6,3,1,8,412,166.4448859688252,146.5217049732695,140.14379341281617,43.4300827051511,30,1.4333333333333333,2606.423602107846,1832.3695042212419,3.7666666666666675,13
28_20,291.0,532.8000000000002,0,1,3,5,3,12,1,0,5,429,89.87960112235321,157.0680016495246,157.26942311692392,26.90120012190232,27,1.5925925925925926,2787.686636673435,1534.4634241323577,4.088888888888889,14
28_21,273.0,543.0,0,1,3,2,2,9,1,0,6,371,198.80230306399073,173.65379345414362,155.81973571054826,43.421209716899284,28,1.5,3187.05752543885,1360.7270115640388,3.105555555555555,17
28_22,305.0,559.4000000000001,0,1,1,0,0,2,0,0,3,221,143.3110416219689,124.07163760136608,93.0954926812224,53.25586489956473,12,1.75,1256.4553500700058,1359.624212788225,3.488888888888889,17
28_23,328.0,655.0,0,0,5,1,0,3,0,0,5,464,185.14065556505105,310.65464935662953,126.99479987645945,57.97161998853876,17,1.411764705882353,2562.8288079193458,1531.5279951734476,3.2944444444444443,18
28_24,321.0,624.0,1,0,6,0,0,6,1,0,8,754,194.20845594546273,313.83707350544296,211.1891129988405,29.937853875109553,43,1.6511627906976745,4926.947958103767,1828.2718616223353,3.577777777777778,18
28_25,383.5,522.1,7,0,10,3,0,7,3,1,6,666,129.07687936382592,260.7884786404211,262.862229761069,19.084082664728964,57,1.4736842105263157,5167.023630120205,2199.9040888184195,3.416666666666667,18
28_26,372.0,504.4,15,0,23,3,1,5,7,3,4,618,158.7379082378447,227.2008322490932,318.7610973170865,18.81289696153461,34,1.588235294117647,4549.374106576527,2614.685067077869,3.0166666666666666,20
28_27,357.0,593.1,4,0,12,2,1,4,3,1,9,656,130.736607413109,253.35802529495862,248.96516085465336,23.18487806354017,31,1.903225806451613,4352.064412231975,2914.3494986017035,3.0611111111111113,19
28_28,352.0,519.0,1,0,6,5,0,8,0,1,6,609,187.3821050785688,237.12367799157283,264.3320055842572,26.70618718458857,22,2.1818181818181817,4327.333006257137,2469.9054637779154,3.011111111111111,18
28_29,369.0,521.0,2,0,5,3,0,11,1,2,11,695,202.2336992097102,297.80518679373847,251.1996824364765,26.863963551522843,33,1.606060606060606,4238.89252283448,2051.202817860779,2.677777777777778,18
28_30,362.0,477.0,0,0,7,2,0,3,2,0,9,517,209.49827551998166,291.0064449791516,190.24569073736708,33.71347964612996,24,1.9166666666666667,3292.1265855485094,1677.6271933895207,3.6,18
28_31,325.5,518.5,0,0,2,3,0,3,0,1,7,797,210.80055594403262,283.0019289534979,282.06016412716673,35.7187854191062,24,1.6666666666666667,3716.1972744071422,1386.1576389429883,4.144444444444445,19
28_32,316.0,503.3999999999999,3,0,13,7,0,11,4,0,13,680,231.98369249167428,336.4040963568716,249.0498282115464,35.503607415686616,26,2.1153846153846154,3837.2873607010583,1236.2981032097396,3.933333333333333,20
28_33,326.0,572.8,2,1,14,3,4,9,8,1,9,622,115.6446183504342,428.55730739343653,158.16941939243281,39.4843986223245,23,1.8695652173913044,3511.1591574720896,1278.8404904443712,3.933333333333333,18
28_34,350.0,442.0,0,0,7,3,9,5,7,0,7,281,96.89196930273201,145.98056265229448,44.47618100605866,44.97338154634409,23,1.565217391304348,2680.005450834397,1497.4755423712268,3.388888888888889,19
28_35,336.0,438.6,1,0,7,1,19,4,3,0,12,49,114.97660250983517,114.65440450166967,43.836904821205685,42.18707466965796,5,2.2,2006.4382580081462,1830.1456226213256,3.8611111111111107,19
28_36,317.5,467.0,0,1,4,3,7,9,0,0,4,510,179.60716260134024,250.97851670769535,110.90926216128634,38.404204805529034,17,2.0588235294117645,3353.6509798606903,1580.567619559505,5.555555555555555,20
28_37,302.0,472.3,3,1,12,10,10,8,7,1,13,457,268.63202122737675,383.4035539945633,188.72256293417541,42.124044313102885,58,1.8103448275862069,6077.963597339514,1088.666156358321,7.738888888888889,20
28_38,291.0,488.2000000000003,25,4,71,15,2,27,18,6,39,353,224.24636597446087,265.1823479316855,142.9606849683967,42.69387435059081,37,1.8108108108108107,4484.763865723848,610.0770443148964,8.48888888888889,20
28_39,265.5,595.6999999999999,7,0,22,9,1,12,5,0,12,432,198.7225446639537,193.30332874412233,145.65880751569551,40.54118133465434,41,1.8048780487804879,5725.064076598092,243.29817097545143,10.477777777777778,18
28_40,246.0,539.0,0,0,5,0,0,5,1,0,4,774,285.65779628632356,400.36598090453253,209.08641168049144,44.116880994000134,31,1.7741935483870968,4200.982630246315,496.1794030388605,8.661111111111111,18
28_41,292.0,682.0,0,0,5,0,3,9,2,1,4,473,257.16523576871197,341.0960435279442,157.04513332619092,40.29270655894502,35,1.542857142857143,3308.6811343650807,966.0196685368264,7.844444444444444,18
28_42,318.0,650.9000000000001,3,0,5,3,0,5,0,0,10,579,224.3231942228532,344.33992704450304,156.41455063840357,35.905110727125916,37,1.864864864864865,4373.432929601371,1456.0885962056018,5.344444444444444,16
28_43,351.0,664.4,2,0,7,1,0,4,4,0,2,255,183.4734135278155,225.85444861303026,124.70671001271825,36.16043872040842,15,2.3333333333333335,2116.5607293103067,1951.203218529531,5.2444444444444445,17
28_44,391.0,709.1999999999999,1,0,6,1,0,7,1,0,8,496,176.27065815429313,189.64420835194866,185.41593504291438,37.40149075527317,26,1.4230769230769231,2957.315096652639,1961.1601158497997,6.188888888888888,18
28_45,433.5,793.3,3,0,13,7,2,4,4,1,0,547,249.06065805131934,288.7490294811603,172.45231744639491,53.2128105097231,21,1.4761904761904763,2752.5865212705844,1837.9741565103684,6.333333333333333,18
28_46,424.0,808.0,0,0,6,0,0,7,2,0,9,718,266.62461296533536,347.21173451321914,212.87704029627588,41.34176929477598,35,1.8285714285714285,4363.664440253696,1846.6588748331403,6.105555555555556,17
28_47,402.0,712.1999999999998,3,0,5,1,0,4,4,1,6,626,139.61491245263272,193.81452453530932,217.81450601590677,27.409888600374224,14,2.142857142857143,3553.3364718763187,1985.4845756137215,4.483333333333333,16
28_48,405.0,707.6000000000001,0,0,2,0,2,1,1,0,10,40,67.49001096543466,66.22886016402475,96.43626590605675,25.597591607227677,7,2.5714285714285716,2227.9985264506086,2230.2800272611507,3.6333333333333333,16
28_49,352.0,530.3000000000001,2,1,4,1,6,4,4,0,7,449,114.9974654438864,134.5517558529447,108.25134882359157,31.14710776829436,21,1.9523809523809523,3495.2359565684737,2206.835064067997,5.805555555555555,16
28_50,278.0,547.0,20,0,24,11,3,5,21,3,14,503,408.301383437952,444.2961300158824,183.73827422649418,43.410270025039715,39,1.6666666666666667,3970.86747716696,1726.3026965164597,6.549999999999999,15
28_51,278.5,639.6,3,0,12,1,15,8,4,0,7,333,216.3556581599248,247.56249168990814,99.16946451770946,52.11333989504145,17,2.176470588235294,2663.138520320939,1261.0,10.783333333333333,15
28_52,217.0,550.4000000000001,2,0,26,9,16,7,14,0,10,162,241.743082320899,148.4911041854154,40.23120818013266,48.22018208199124,26,1.9230769230769231,2922.0601710156325,836.7323347403278,8.822222222222223,15
28_53,223.0,583.0,5,0,13,7,3,6,12,0,12,642,299.1752388411335,568.9334274353777,188.76800861708466,48.382658565582595,46,1.6304347826086956,5064.422665728005,556.8850868895664,11.105555555555556,12
28_54,254.0,756.0,4,1,9,4,2,7,6,0,4,913,164.91024636236864,486.8513375794661,149.0270500425621,43.71745376005404,32,1.65625,4090.7961219432564,648.1674166448048,8.983333333333334,10
28_55,285.0,808.2,5,0,9,1,4,4,12,0,9,61,162.21839942267633,190.18512626682877,40.7085616015721,44.87736191983526,15,2.3333333333333335,2614.9983199010717,1014.9487671799005,8.222222222222221,10
28_56,295.0,809.0,2,1,4,1,1,1,1,0,9,75,243.2907638064391,198.40853856524976,66.7204649779372,50.32198367664627,16,2.0625,2450.611970879667,1462.9152401967792,6.761111111111111,10
28_57,246.0,716.8000000000001,1,0,7,1,4,6,3,0,5,288,275.28866962210094,376.9056637055435,131.0201139559599,51.81736968852658,18,1.8333333333333333,2504.6560137107813,1122.2410614480295,6.816666666666666,10
28_58,223.5,757.4,13,0,30,5,5,7,14,7,7,677,439.97183311397384,377.5536667869501,224.36121105210736,55.901881105184515,37,1.7297297297297298,4334.837219757918,680.018382104484,7.894444444444446,10
28_59,234.5,791.3000000000002,4,2,13,10,5,6,3,5,6,490,244.75585704454505,240.5050838492766,171.21727558005054,49.56751284056226,24,1.9583333333333333,3031.900134788187,406.7247226319049,8.155555555555555,9
28_60,222.5,511.90000000000066,0,0,7,0,1,5,2,1,7,554,255.195876629831,232.39152802901415,286.7271444078337,39.75973735247399,46,1.673913043478261,5147.806289159977,606.9802303205599,7.0888888888888895,7
28_61,264.5,518.7,0,0,8,3,0,3,1,1,5,369,69.18086335911093,131.53848083954085,201.3029130208463,21.174506542987633,23,1.565217391304348,3127.362880533162,1035.0966138481954,5.216666666666667,7
28_62,281.0,538.6,0,1,9,3,0,6,1,0,7,526,61.18069371371004,159.29337446938055,261.04041992659006,26.839499792912516,44,1.5227272727272727,4330.018788301308,1508.1196902102963,2.5999999999999996,7
28_63,356.5,695.1,0,0,0,0,0,1,0,0,7,48,62.09084462867303,15.87421049460596,25.37704709696199,30.892268559640613,4,1.25,210.0362069543297,1994.3482644713786,1.9333333333333333,7
28_64,444.0,485.6,0,0,0,0,0,0,0,0,0,0,57.67201788599313,14.891924669279456,23.520398064770788,29.838756373496693,0,0.0,0.0,2486.0460574977287,0.3055555555555556,6
28_7,463.5,689.9,1,1,3,0,0,4,1,0,5,283,14.026107919382342,69.78032629148001,75.61272791111391,12.10728978773803,26,1.4230769230769231,2620.948685904449,3453.383847764392,0.7833333333333333,5
28_8,316.0,773.2999999999998,0,0,0,0,0,1,0,0,0,34,1.8438470228965482,33.71043062861437,69.9979561587683,42.17370611012476,0,1.6812650644024218,251.59639415194866,3014.607768848213,1.2888888888888888,5
28_9,302.0,522.0,1,0,11,1,1,2,3,1,4,548,80.70272443011706,185.52825333236922,140.5053259120609,37.18725737299648,28,2.0,4878.438994478728,2598.0492682010477,2.8833333333333333,7
29_10,248.0,390.6,0,4,4,1,0,6,0,0,10,288,83.63004484209036,115.03945908945872,119.78481181496015,42.50378811890842,32,1.625,3995.155072677012,1901.5414799577736,2.5055555555555555,7
29_11,236.0,399.0,0,1,5,0,0,3,0,0,4,114,144.17067604275832,88.03369950673718,69.11106232295265,40.13542323066398,16,1.875,1363.9035933493508,1509.25809588685,3.2666666666666666,8
29_12,295.0,556.3,0,1,3,3,1,7,1,0,3,596,140.31486273699593,167.89438097501653,120.29868837316805,40.768814233164726,54,1.2407407407407407,3967.348545429276,1199.9416652487737,3.233333333333333,10
29_13,277.0,592.0,1,0,3,0,0,5,1,0,2,140,122.14063230360476,91.70232855043533,104.3658223868977,37.83063817820603,32,1.5,2668.351793973745,1049.6951938539112,3.2277777777777774,12
29_14,273.0,382.79999999999995,0,0,8,2,1,2,4,1,6,622,289.786495898755,360.96442364715733,153.68852575111057,52.247421501269635,40,1.475,3906.615263534384,1124.2152818744282,2.861111111111111,12
29_15,274.0,524.9,0,0,0,0,1,0,0,0,5,114,40.383770638152455,74.42092049320033,29.004420001188556,29.45414568139443,7,1.8571428571428572,1429.9921748094268,1387.7535804313386,2.4611111111111112,12
29_16,354.5,726.0,0,2,0,0,0,6,0,0,0,73,47.36389453816303,58.31638757244615,22.568738286006674,32.371,27,1.6666666666666667,3274.772296713248,1757.2307759654109,2.216666666666667,12
29_17,369.5,729.8000000000001,0,0,1,0,0,1,0,0,0,145,51.28730909708263,37.296452735150254,30.063373033380607,33.078793548206505,11,1.7272727272727273,1729.5456185328383,2179.417353330931,2.272222222222222,13
29_18,331.0,436.0,0,0,0,0,0,0,0,0,0,4,185.151636359738,33.958502233556544,32.964062340030964,56.46518688179789,1,2.0,455.9424812701154,1942.569947260587,3.2444444444444445,13
29_19,311.0,511.9,0,0,3,1,0,5,0,0,7,170,169.32043896801713,142.17759077086689,77.0194801287103,44.69863738969941,27,1.2962962962962963,2292.0751013783447,1506.843721160227,3.7944444444444443,13
29_20,290.0,567.9,2,0,4,1,0,4,3,0,5,466,152.54764390477172,255.91143595579408,113.24030618515216,40.76437308441633,34,1.5,3238.1445069590736,1125.8676654029994,4.116666666666666,15
29_21,259.0,547.4,1,3,7,5,0,11,2,1,8,556,216.489129334283,319.5950346805312,209.88352636780806,47.18915124603186,37,1.5675675675675675,3900.4279094940803,874.4015096052842,3.711111111111111,15
29_22,267.0,577.0,0,0,4,0,1,2,0,0,7,256,159.59987775533662,178.99306941733286,89.04276637690198,53.30748060612492,11,1.6363636363636365,1530.2421568287662,872.6843644754958,3.9999999999999996,16
29_23,283.0,641.0,2,0,5,0,1,4,3,0,5,549,218.827418844262,237.5558121978334,141.26536305290477,49.03480139050798,22,1.5454545454545454,2695.7586115831714,1121.8636280760688,4.027777777777778,17
29_24,312.0,565.0,0,1,9,4,1,4,7,1,8,765,273.0526403321463,376.5894553805695,207.66010180605102,37.79495305612109,44,1.5454545454545454,5129.5715863280775,1501.8581823860734,4.011111111111111,17
29_25,328.5,514.3000000000001,0,0,4,2,0,5,0,0,8,809,216.23982889679394,267.1113360056368,240.7086369408914,27.922603224412324,64,1.578125,5892.598873706113,1937.1571954800158,3.4000000000000004,17
29_26,350.5,555.3000000000002,4,0,24,7,1,6,5,0,6,716,151.18109451294393,250.40179700543334,279.7823188115643,20.82516414947723,60,1.45,5106.636636246013,2397.8277669590866,2.6,17
29_27,376.0,593.2000000000002,0,1,5,0,2,5,0,0,10,459,89.24172855239395,199.1782071590883,186.1972891259104,16.377351219039333,26,1.5384615384615385,3391.083033477932,2871.685567745884,2.5333333333333337,19
29_28,387.0,486.0,1,0,6,2,0,5,5,0,8,538,124.76189066211725,229.41301656463384,198.01987119253633,19.794533841856804,25,1.84,3468.9322997088234,2525.876085638407,2.855555555555556,19
29_29,351.0,535.6,1,0,11,3,1,5,4,0,13,704,255.99645339401823,361.8128506520518,242.70224845577246,31.578651692469997,25,1.92,4026.037913599569,2082.0782886337392,3.0666666666666673,20
29_30,338.0,485.0,1,0,6,1,0,2,1,1,6,770,258.48408800896084,396.4250071554298,247.4198206068513,35.32586643077732,24,1.75,3518.533225484928,1670.3442758904525,3.616666666666667,19
29_31,296.5,498.0,9,0,17,3,3,5,15,1,17,615,223.03403710802843,351.5565479773165,201.2097400184238,37.02227448554162,35,1.6285714285714286,3720.2267995823363,1321.0034065058273,3.666666666666667,19
29_32,300.5,525.1,0,0,3,1,0,6,0,2,5,557,161.1930386761488,292.8358289498751,149.64180256285695,32.052231394424275,25,1.64,3409.063837296267,1095.4679365458398,3.9722222222222223,20
29_33,304.0,518.0,0,3,0,2,0,2,0,2,9,100,84.40057977119845,126.95680262712933,72.34368799651537,36.77019874258614,7,2.2857142857142856,1195.1943690376854,1074.7325248637449,4.266666666666667,20
29_34,287.0,420.8,4,1,15,5,9,17,11,2,12,482,88.26810919137704,196.17218266875994,89.19600044790585,44.78696651709269,30,1.5666666666666667,3671.0690845003223,1268.8774566521386,3.966666666666667,19
29_35,313.0,538.5,0,2,22,1,24,8,2,1,7,114,107.93143904689586,105.02451999193724,65.16704474419711,45.28920785173035,30,1.9333333333333333,4238.395465537977,1601.5773474921527,4.838888888888889,19
29_36,304.0,455.0,7,1,16,1,17,12,5,0,13,550,235.5893064452885,239.82565251183127,261.6126866473936,43.85476824893959,66,1.5303030303030303,5622.634482608195,1585.305648763039,6.16111111111111,20
29_37,284.0,500.3999999999999,21,0,57,8,46,19,48,4,13,277,295.6936788516672,157.16003022282118,77.6842998126315,52.58011892629586,32,1.59375,3472.3454924720345,1095.533659911917,7.038888888888888,20
29_38,252.0,458.5,30,0,59,9,10,21,111,12,11,210,277.6404558162267,133.03563746734847,63.324890981059816,55.0181950124906,32,1.5625,2841.849004260494,622.2491462428856,7.372222222222223,19
29_39,245.0,536.5000000000001,5,0,4,0,0,13,0,1,14,512,206.18134355743655,155.83353916347343,236.30101651517782,38.516241331736296,57,1.736842105263158,6133.664205083448,272.38575586840074,9.616666666666665,19
29_40,261.0,705.5000000000002,1,0,8,10,3,6,2,0,9,426,229.35394752075393,215.16261837717266,237.19088638850633,40.09008611512233,41,1.5853658536585367,4178.885562003792,511.0714235799141,6.0777777777777775,18
29_41,264.0,533.0,10,0,11,3,3,7,5,2,10,748,138.54623214203934,350.6537730088293,262.5124191935068,28.913658194222702,65,1.4,5275.714343910886,973.7525352983683,7.988888888888889,17
29_42,275.0,547.5,0,1,4,1,1,5,0,0,5,443,277.1171098868873,252.80831306222186,173.13661635223613,39.01707349489763,47,1.6382978723404256,4917.773183030382,1461.2303035456116,4.444444444444445,16
29_43,356.5,690.0999999999999,0,0,0,1,0,4,0,1,6,474,269.21862047927857,246.11411326263547,190.8678482535253,46.53802980497013,22,1.8181818181818181,3542.089388577031,1955.0432220286077,5.044444444444445,16
29_44,372.5,748.7000000000003,6,3,2,2,2,5,1,0,8,462,202.88847272335943,214.73588885109976,194.34935637785992,42.21620063382396,19,1.9473684210526316,3475.1685046531284,2433.341118709007,6.655555555555557,17
29_45,409.5,784.8,1,0,10,3,2,4,6,0,8,601,305.50080133325605,411.41020005290204,179.1175665462861,56.17589422422275,24,1.7916666666666667,3131.2764401328254,2335.197850290206,6.361111111111112,17
29_46,403.0,765.6000000000005,0,1,1,2,1,6,0,4,1,404,236.92829381629633,266.9689307090158,114.11259998130132,49.6533834070176,12,2.1666666666666665,2267.7785673787857,2342.039495824099,5.444444444444445,16
29_47,464.0,727.8000000000001,0,1,0,0,0,3,0,0,2,445,91.71229763306006,136.56106889117277,116.32813936925682,29.123750403171396,21,1.380952380952381,2367.5717365367063,2452.9877700469688,3.494444444444445,16
29_48,422.0,815.0,3,0,1,1,1,6,7,3,11,157,74.33873534735145,98.26191071387143,84.89062407120711,31.302587599747753,13,2.076923076923077,2239.9692499765097,2640.288052467003,3.5999999999999996,15
29_49,412.5,619.3000000000001,1,1,7,0,1,5,6,0,12,393,95.51860373734638,338.63770788428815,102.56755295611542,34.11722743689064,16,1.6875,2091.759864716394,2140.3553443295345,7.15,16
29_50,353.0,683.0,9,0,18,9,2,7,23,2,7,865,246.53354441078008,662.5215489092793,227.64321825642057,37.91969309504399,28,1.75,3949.097221768216,1640.463653971035,10.06111111111111,15
29_51,304.5,583.1,0,1,11,6,15,11,7,0,8,364,289.4154943194856,420.85849998084217,107.19547589238992,46.64480650197704,14,2.2142857142857144,2722.2271396241235,1140.6669101889472,14.377777777777776,14
29_52,238.0,588.0,2,2,30,2,26,9,22,2,9,135,211.77793379152575,160.2003085174937,25.46917103650909,48.98855862957318,24,1.7916666666666667,3009.5626276977155,641.1871801588051,14.705555555555556,13
29_53,205.0,412.4000000000002,19,0,14,4,14,10,16,4,16,103,286.7443827784854,111.82386339588743,32.49058658531934,54.123098978957,43,1.6046511627906976,3833.4102142701236,145.33065746772084,13.977777777777778,12
29_54,207.0,651.3000000000005,1,2,11,2,9,12,4,0,10,316,300.7642042411182,284.05224414716247,145.8909073983947,59.71890530630368,28,1.8214285714285714,3551.0480288501867,362.10633797270106,10.805555555555555,12
29_55,245.5,795.0,3,0,14,2,16,6,8,1,6,391,260.7782386138947,325.32733418815917,66.45714086334799,47.79336735373545,25,1.64,2910.791932685466,860.8838481467752,9.288888888888888,9
29_56,271.0,681.0,0,0,4,1,3,4,2,0,14,413,215.39831496605143,283.7245660194478,114.65838688494873,49.254627407615985,42,1.6428571428571428,3820.7092807196714,1360.5590762624017,7.500000000000001,9
29_57,269.0,776.8,4,1,6,2,3,3,5,0,10,539,270.7677381043852,274.97123283358724,192.23921831028767,47.9987646946756,20,1.8,2700.807629582822,1383.2660626213599,7.755555555555556,9
29_58,277.5,779.7,5,0,9,6,0,4,4,0,9,626,270.3077752480162,361.63763825600665,208.99476459681773,51.18768197229848,26,1.6923076923076923,3568.910391523493,1056.6101457018099,9.46111111111111,9
29_59,291.0,786.6,5,1,16,8,0,11,11,1,9,648,336.0777002012718,573.9152599802107,204.53813638054095,54.329428014941584,38,1.7105263157894737,4676.398652500771,905.2209674990963,8.505555555555555,8
29_60,282.0,688.4000000000001,0,0,3,2,1,1,1,0,9,671,331.98162144505216,403.9466774757538,245.08848466399002,53.50244060065213,26,1.8076923076923077,3678.3065884095467,1011.1503350145318,7.199999999999999,7
29_61,309.0,780.0000000000002,0,1,5,5,0,4,0,1,9,595,183.42507168673012,262.1021409195742,194.6468437285118,40.11141530867512,38,1.4473684210526316,3861.6567532274935,1313.55433842685,4.4111111111111105,7
29_62,287.0,607.0,0,0,8,1,2,6,3,0,7,494,119.79479452938604,256.2538657892027,190.21455385459046,36.32496807185755,40,1.375,3614.0837667073447,1711.2641526076563,2.4,7
29_63,328.0,879.8999999999999,0,0,0,0,0,0,0,0,1,43,58.13012503703697,27.97904500141011,59.17728646930496,29.510208108271684,2,2.5,591.3646364980494,2152.0745804920425,2.094444444444444,7
29_64,457.0,798.7,0,0,0,0,0,0,0,0,2,3,42.42699951338885,15.1077499699345,21.735716361565622,24.128667999988163,0,1.6812650644024218,577.4305547557028,2614.2733215943585,0.5499999999999999,6
29_65,508.0,600.8,0,0,0,1,0,0,0,1,0,9,4.00446819431453,5.896638098837741,19.468251744929944,14.711234988191611,2,1.5,510.350381506603,3088.2721706481766,0.40555555555555556,5
29_7,447.0,566.8,0,2,6,0,0,3,1,0,4,379,17.72726204407542,182.52216622265593,98.27188235917022,6.953699366023936,22,1.5909090909090908,2534.585700519204,3260.346607341005,0.4388888888888889,5
29_8,327.5,751.0,3,1,1,0,0,3,0,1,6,143,2.943656702970718,53.89130273495019,64.89449246662005,37.098126506199804,33,1.5757575757575757,2417.893953165675,2791.3903345823924,0.9166666666666667,6
29_9,285.0,474.8,0,0,1,0,0,3,1,0,0,48,0.0,31.410472438892256,69.59206468497086,43.091,9,1.7777777777777777,979.5654382880024,2335.3500808230015,2.211111111111111,6
2_32,806.0,806.0,0,0,0,0,0,1,1,0,0,12,1.369975016452004,0.7021542604969271,3.798834588842349,11.623,0,1.6812650644024218,667.6325810276392,4636.396121989578,0.23333333333333334,6
2_33,525.0,584.8,0,0,0,0,0,0,0,0,0,6,2.7489715162756725,4.696825112714906,16.385247331508438,10.214571803462212,1,5.0,906.199479379114,4713.933495500334,0.3111111111111111,6
2_34,600.0,645.6,0,0,1,0,1,3,0,2,2,85,6.162437782597662,35.22825594845873,43.328798039028484,10.144083071234817,12,1.5,1428.1290474436753,4842.124430454054,1.1388888888888888,8
2_35,574.0,711.5999999999999,0,1,5,0,0,0,1,0,3,297,56.2180829762103,83.0085431716115,99.33661243261578,15.330589432789502,17,1.411764705882353,1852.6736336206384,5017.087701047292,1.1333333333333333,8
2_36,590.0,732.4,0,0,1,0,0,2,0,0,0,33,9.243313956326919,15.811765782314705,22.78073694444354,17.055230234045847,4,1.25,161.73003540457228,5234.134981064206,1.0666666666666667,9
2_50,480.0,531.2,0,0,0,0,0,3,0,0,0,40,6.058338982563297,10.519067265703082,25.615128808260184,7.9326104003251166,5,1.2,387.83336059789673,3069.662033514439,0.6333333333333333,5
2_51,409.0,524.4000000000001,0,1,4,4,1,6,0,1,3,402,72.64977883615185,131.03076223057516,173.8571250411313,15.166351341263432,32,1.65625,3622.901065467685,2613.9672913026284,0.9333333333333333,5
2_52,420.5,764.8000000000001,2,0,1,0,0,4,0,0,8,202,81.39886427850723,62.96151743420437,97.11540797614548,15.428339559816187,20,1.75,2397.160998570263,2177.802791806457,1.1666666666666665,5
2_53,476.5,833.8999999999999,2,2,1,0,3,3,1,1,2,207,19.77340852141621,40.2042265876261,128.9194460583653,6.475646024660682,24,1.5,3037.6838366897405,1775.6196101642943,1.0388888888888888,5
2_54,477.0,731.8000000000001,0,0,2,1,1,4,1,1,0,361,48.15445474574463,128.7415553473661,199.30049856135636,6.6124078771077235,29,1.3448275862068966,2973.9416112427684,1436.2538076537865,0.8111111111111111,5
2_55,479.5,1080.7000000000003,1,0,4,3,1,2,0,0,7,191,38.29639851505838,116.04455229681504,135.11057311341787,6.6753243910097035,15,1.8666666666666667,2221.98966016474,1213.6000164798945,0.7833333333333333,5
2_56,240.0,579.0,0,0,3,0,0,4,0,0,0,188,29.732855122686697,83.45379903301325,109.01071177292364,9.668415173003432,11,2.272727272727273,2436.6356485486663,1175.9357975671971,0.6888888888888889,4
2_57,509.0,620.0,1,0,6,2,1,5,0,0,3,249,16.738520541430002,69.36380317469151,182.99121075802935,11.666355879685899,16,1.9375,3172.49231314563,1338.9641518726332,0.4222222222222222,4
2_58,448.0,501.5,0,0,1,0,0,2,1,3,0,110,7.680572542959991,25.631638894735293,53.217521340252816,7.807163658971858,7,1.5714285714285714,1571.0818423415556,1644.0270679036887,0.22222222222222224,4
30_10,281.0,578.7999999999997,10,2,11,4,3,8,14,2,5,408,122.77347555553277,202.63729635696728,133.60599373826798,38.077465190987986,24,1.5833333333333333,3250.2248921478895,1679.243877463902,3.133333333333333,6
30_11,222.0,636.3999999999999,5,2,45,4,3,9,9,4,12,256,96.07467972901439,165.94710764796739,118.34951786981063,34.653283977371586,38,1.5263157894736843,3702.0907730395197,1217.3167213178335,3.8,9
30_12,215.5,475.70000000000005,8,0,10,3,3,6,3,0,5,665,114.89508149461975,234.289165827621,210.058664979891,23.059471821037807,65,1.353846153846154,4861.516437694123,802.4088733307976,3.477777777777778,10
30_13,205.0,473.5,3,1,4,2,0,4,1,0,2,715,112.39953220123935,214.13812421397807,229.35673244029198,19.41381406732179,41,1.3658536585365855,4183.603814938567,553.0461101933545,3.222222222222222,12
30_14,250.0,426.80000000000007,0,1,5,1,0,3,0,0,5,534,177.49342362832977,209.02347941892862,216.66442277736516,37.8202088451594,20,1.85,2912.891366056065,684.0029239703584,3.3777777777777773,12
