OA11CD,LSOA11CD
E00175723,E01033559
E00046261,E01009122
E00047675,E01009406
E00175642,E01008995
E00045082,E01008892
E00046830,E01009228
E00045696,E01009013
E00047251,E01009324
E00045131,E01008884
E00047666,E01009406
E00046157,E01009096
E00047479,E01033650
E00047941,E01009458
E00046265,E01009123
E00045624,E01033631
E00045726,E01033632
E00047420,E01009351
E00045478,E01008952
E00047523,E01009397
E00046087,E01009082
E00046006,E01009072
E00048131,E01009515
E00046228,E01009116
E00046592,E01009178
E00046513,E01009157
E00046955,E01009250
E00045155,E01008888
E00046128,E01009092
E00047262,E01009321
E00045749,E01009016
E00045590,E01008982
E00045511,E01008979
E00045277,E01008931
E00046175,E01009103
E00045802,E01009028
E00045883,E01009035
E00047281,E01009315
E00047200,E01009305
E00047558,E01009399
E00046363,E01009138
E00047165,E01009301
E00047199,E01009304
E00047118,E01009291
E00046378,E01009140
E00047490,E01033650
E00047411,E01009353
E00048138,E01009509
E00045744,E01009005
E00045528,E01008966
E00045510,E01008978
E00047062,E01009292
E00047799,E01009454
E00045564,E01008973
E00047718,E01009422
E00045686,E01033632
E00045607,E01008994
E00046839,E01009244
E00047239,E01009320
E00047139,E01009311
E00046745,E01009207
E00047958,E01009462
E00046034,E01009078
E00046193,E01009112
E00047837,E01009438
E00175699,E01033626
E00045548,E01008967
E00046652,E01033649
E00045275,E01008921
E00047447,E01009363
E00045157,E01008888
E00046644,E01009197
E00046445,E01009158
E00045760,E01009022
E00046112,E01009084
E00047680,E01009418
E00047291,E01009331
E00047210,E01009308
E00047189,E01009304
E00048047,E01009476
E00047175,E01009303
E00046468,E01009169
E00047091,E01009293
E00047010,E01009267
E00047232,E01009319
E00175717,E01009143
E00175793,E01009345
E00048185,E01009521
E00048104,E01009501
E00048111,E01009503
E00047309,E01009325
E00046913,E01009251
E00047388,E01009361
E00045947,E01009048
E00046545,E01009175
E00046970,E01009260
E00045375,E01008933
E00046755,E01009209
E00047565,E01009399
E00047037,E01009272
E00045091,E01008894
E00046233,E01009116
E00048165,E01009517
E00046672,E01009203
E00046567,E01009186
E00045456,E01008962
E00046400,E01009143
E00047579,E01033641
E00045141,E01008886
E00045231,E01033636
E00046699,E01009214
E00046618,E01033644
E00175636,E01009378
E00045580,E01008977
E00045501,E01008977
E00175696,E01008974
E00045471,E01008965
E00046939,E01009256
E00047011,E01009264
E00046822,E01009225
E00047351,E01009331
E00175767,E01033567
E00045777,E01009023
E00047771,E01009419
E00047090,E01009293
E00046481,E01009170
E00046324,E01009132
E00046330,E01009135
E00048133,E01009508
E00047287,E01009316
E00047206,E01009309
E00047532,E01009390
E00175758,E01033634
E00046568,E01009187
E00047747,E01009430
E00046116,E01009085
E00046197,E01009111
E00048155,E01009515
E00046747,E01009210
E00046923,E01009250
E00045088,E01008891
E00046224,E01009116
E00046542,E01009178
E00046019,E01009075
E00046301,E01009126
E00046380,E01009139
E00046098,E01009083
E00045090,E01008894
E00175689,E01009416
E00048035,E01009492
E00047333,E01009340
E00045840,E01009042
E00046565,E01009183
E00048169,E01009517
E00045398,E01008935
E00046662,E01009203
E00047914,E01009468
E00047995,E01009484
E00047840,E01009440
E00175624,E01033559
E00047713,E01009422
E00047608,E01009407
E00047792,E01009450
E00047689,E01009422
E00047528,E01033648
E00045148,E01008890
E00045582,E01008979
E00045503,E01008979
E00048192,E01009507
E00175765,E01009375
E00047536,E01009390
E00175743,E01009446
E00047002,E01009278
E00047083,E01009294
E00047629,E01009412
E00175659,E01033625
E00046312,E01009128
E00045978,E01009069
E00048152,E01009515
E00046393,E01033616
E00046677,E01033644
E00046735,E01009205
E00045576,E01008977
E00047859,E01009446
E00047033,E01009269
E00045554,E01008972
E00047134,E01009291
E00175625,E01033559
E00047099,E01009282
E00045234,E01008901
E00045861,E01009046
E00048113,E01009503
E00047973,E01009465
E00175783,E01008992
E00046161,E01009097
E00047916,E01009457
E00047997,E01009488
E00046444,E01009160
E00047566,E01033648
E00047659,E01009404
E00046486,E01009171
E00046856,E01009241
E00047306,E01009326
E00047387,E01009361
E00045930,E01009062
E00047756,E01009430
E00046421,E01009152
E00047662,E01009405
E00046100,E01009088
E00046181,E01009103
E00045276,E01008931
E00048156,E01009513
E00046173,E01009104
E00048117,E01009504
E00048154,E01009518
E00048196,E01009511
E00048126,E01009493
E00045269,E01008930
E00047067,E01009286
E00046750,E01009211
E00048140,E01009509
E00047072,E01009295
E00047187,E01009304
E00045901,E01009049
E00045980,E01009065
E00045167,E01008907
E00045175,E01033637
E00047672,E01009407
E00047250,E01009321
E00046263,E01009135
E00046770,E01009230
E00047314,E01033642
E00046776,E01009227
E00046969,E01009260
E00046081,E01009079
E00046756,E01009209
E00045827,E01009039
E00046000,E01009072
E00046625,E01009192
E00045328,E01008937
E00047146,E01009307
E00047935,E01009457
E00045444,E01008960
E00045415,E01008952
E00047621,E01009412
E00046219,E01009114
E00045128,E01008883
E00045413,E01008964
E00046168,E01009097
E00045469,E01008952
E00046635,E01009192
E00045854,E01009046
E00046869,E01009242
E00048040,E01009488
E00047670,E01009406
E00045171,E01008911
E00175713,E01033631
E00175775,E01033628
E00045166,E01008907
E00045692,E01009011
E00045613,E01008991
E00045213,E01008915
E00045292,E01008918
E00046060,E01009092
E00047025,E01009265
E00046879,E01009246
E00047238,E01009319
E00046454,E01009165
E00045864,E01009031
E00047530,E01033648
E00046009,E01009075
E00046088,E01009082
E00048144,E01009512
E00047477,E01009367
E00046298,E01009125
E00046306,E01009128
E00047650,E01009400
E00048107,E01009501
E00046824,E01009228
E00046403,E01009145
E00048186,E01009520
E00047980,E01009465
E00047652,E01009401
E00047901,E01009471
E00047559,E01033643
E00045583,E01008987
E00045502,E01008976
E00047289,E01009333
E00047208,E01009310
E00047082,E01009294
E00047003,E01009278
E00175645,E01033618
E00047181,E01009305
E00046482,E01009163
E00047100,E01009281
E00046455,E01009167
E00175666,E01033618
E00046650,E01009198
E00047055,E01009270
E00047817,E01009437
E00047298,E01009325
E00047219,E01009311
E00047422,E01009355
E00047896,E01009467
E00046141,E01009096
E00047836,E01009438
E00046252,E01009108
E00046958,E01009255
E00047628,E01009411
E00048143,E01009508
E00045494,E01008951
E00045584,E01008991
E00045462,E01008964
E00048130,E01009513
E00045505,E01008980
E00047811,E01009435
E00047890,E01009468
E00045956,E01009053
E00046845,E01009237
E00045492,E01008952
E00046475,E01009171
E00046815,E01009225
E00046894,E01009243
E00175607,E01033557
E00048106,E01009503
E00048187,E01009520
E00045207,E01008913
E00047646,E01009400
E00045286,E01008919
E00047854,E01009441
E00046841,E01009235
E00045880,E01009033
E00046900,E01009244
E00045801,E01009026
E00046981,E01009275
E00046957,E01009259
E00046544,E01009175
E00047800,E01009455
E00045829,E01009041
E00046140,E01009106
E00046190,E01009111
E00046111,E01009089
E00047427,E01009349
E00047881,E01009452
E00046757,E01009207
E00175715,E01033564
E00045878,E01009037
E00045798,E01009029
E00045719,E01009002
E00047832,E01009438
E00047375,E01009350
E00175612,E01009360
E00048061,E01009495
E00046959,E01009259
E00045764,E01009021
E00047726,E01009425
E00046858,E01009237
E00045278,E01008919
E00047075,E01009295
E00046859,E01009240
E00047617,E01009410
E00047696,E01009415
E00046723,E01009217
E00047882,E01009450
E00047803,E01009450
E00046155,E01009096
E00045460,E01008963
E00045855,E01009046
E00045307,E01008923
E00045386,E01008936
E00046487,E01009171
E00046406,E01009147
E00047354,E01009333
E00047849,E01009443
E00047435,E01009359
E00046533,E01033645
E00045156,E01008888
E00046983,E01009274
E00045762,E01009020
E00046902,E01009235
E00047116,E01033634
E00175747,E01009146
E00047362,E01009327
E00047735,E01009430
E00047561,E01033643
E00047777,E01009451
E00046643,E01033649
E00046063,E01009095
E00046574,E01009185
E00047734,E01009426
E00045172,E01033636
E00045578,E01008975
E00046447,E01009160
E00046614,E01009197
E00046695,E01009208
E00047394,E01009346
E00045729,E01009005
E00047315,E01009335
E00045757,E01009016
E00046502,E01009162
E00046583,E01009188
E00047336,E01009342
E00046136,E01009100
E00045806,E01009018
E00045887,E01032589
E00047092,E01009293
E00047013,E01009267
E00045695,E01009012
E00045430,E01008954
E00045614,E01008994
E00047261,E01009323
E00047866,E01009447
E00047631,E01009414
E00046153,E01009098
E00045961,E01009057
E00046743,E01009205
E00047992,E01009478
E00047109,E01033634
E00047188,E01009307
E00047841,E01009439
E00045182,E01033637
E00045103,E01008897
E00047759,E01009424
E00046692,E01009209
E00046281,E01009137
E00047246,E01009322
E00046159,E01009098
E00046732,E01009218
E00047125,E01033634
E00175744,E01009081
E00047810,E01009449
E00045972,E01009070
E00047891,E01009465
E00046419,E01009152
E00046242,E01009118
E00046200,E01009111
E00047769,E01009419
E00046587,E01009188
E00046245,E01009119
E00047873,E01009447
E00046506,E01009158
E00046762,E01009229
E00047079,E01009296
E00045251,E01008929
E00047346,E01009332
E00045756,E01009016
E00045697,E01009011
E00045616,E01008991
E00046058,E01009087
E00045660,E01008987
E00045955,E01033621
E00045520,E01008981
E00047865,E01009444
E00047563,E01009396
E00047170,E01009302
E00047740,E01009431
E00046372,E01009138
E00046152,E01009096
E00047949,E01009458
E00046648,E01009198
E00047656,E01009404
E00045127,E01008883
E00045181,E01033637
E00045100,E01008897
E00045874,E01009035
E00175690,E01008973
E00046075,E01009080
E00045737,E01009006
E00045337,E01008940
E00047254,E01009324
E00045121,E01008882
E00046697,E01009212
E00046616,E01009199
E00175769,E01033634
E00047970,E01009461
E00048142,E01009513
E00045973,E01009075
E00046437,E01009169
E00047716,E01009420
E00047797,E01009451
E00045448,E01008961
E00047763,E01009433
E00046952,E01009255
E00046169,E01009101
E00045937,E01033628
E00047710,E01009423
E00047791,E01009451
E00046705,E01009212
E00046784,E01009232
E00046896,E01009247
E00046817,E01009225
E00046470,E01009164
E00047950,E01009458
E00046847,E01009234
E00046626,E01033644
E00046926,E01009252
E00047900,E01009468
E00047981,E01009476
E00047684,E01009415
E00047605,E01009409
E00047692,E01009415
E00046962,E01009259
E00047393,E01009348
E00047312,E01009334
E00158130,E01031019
E00158257,E01031042
E00158260,E01031042
E00158147,E01031023
E00158136,E01031022
E00158152,E01031023
E00158252,E01031042
E00158148,E01031023
E00053156,E01010522
E00052775,E01010449
E00052845,E01010468
E00053279,E01010558
E00053242,E01010553
E00052723,E01010440
E00052645,E01010425
E00053145,E01010527
E00053152,E01010530
E00052771,E01010455
E00053317,E01010565
E00053230,E01010541
E00052595,E01010410
E00052596,E01010413
E00053271,E01010550
E00052726,E01010447
E00053069,E01010508
E00052649,E01010423
E00052949,E01010494
E00053206,E01010542
E00052836,E01010463
E00052927,E01010481
E00053019,E01010503
E00052812,E01010461
E00052713,E01010437
E00053330,E01010564
E00053098,E01010520
E00053244,E01010553
E00052900,E01010473
E00052754,E01010448
E00052638,E01010420
E00052615,E01010417
E00053276,E01010552
E00052691,E01010441
E00052694,E01010439
E00052857,E01010467
E00053350,E01010563
E00052981,E01010490
E00052657,E01010429
E00052727,E01010446
E00052852,E01010467
E00052889,E01010477
E00052590,E01010411
E00052941,E01010486
E00052808,E01010459
E00053153,E01010530
E00052806,E01010459
E00052950,E01010488
E00053171,E01010535
E00052887,E01010476
E00167325,E01010521
E00052760,E01010442
E00052683,E01010430
E00052919,E01010482
E00053106,E01010514
E00053187,E01010537
E00053081,E01010520
E00053000,E01010496
E00052967,E01010488
E00053346,E01010563
E00053125,E01010525
E00053015,E01010502
E00167318,E01010521
E00052914,E01010480
E00052893,E01010471
E00052719,E01010438
E00053101,E01010515
E00053180,E01010536
E00052995,E01010496
E00052668,E01010433
E00052621,E01010424
E00052729,E01010448
E00053169,E01010533
E00052578,E01010410
E00052792,E01010454
E00053040,E01010505
E00052585,E01010414
E00052971,E01010487
E00053112,E01010516
E00053193,E01010538
E00052850,E01010468
E00053267,E01010549
E00053260,E01010547
E00052757,E01010446
E00052602,E01010415
E00052998,E01010501
E00053261,E01010551
E00052750,E01010443
E00052604,E01010415
E00052685,E01010430
E00052876,E01010474
E00052643,E01010423
E00052752,E01010448
E00052687,E01010430
E00052606,E01010416
E00053314,E01010557
E00053264,E01010551
E00052748,E01010443
E00052737,E01010446
E00052831,E01010456
E00052762,E01010453
E00053094,E01010513
E00167332,E01010414
E00052650,E01010418
E00052591,E01010411
E00052747,E01010447
E00053258,E01010549
E00053052,E01010510
E00053049,E01010509
E00053157,E01010522
E00052626,E01010420
E00053268,E01010551
E00053310,E01010555
E00053226,E01010540
E00053269,E01010550
E00052656,E01010424
E00052864,E01010464
E00052896,E01010472
E00052817,E01010460
E00053329,E01010564
E00053313,E01010555
E00052654,E01010424
E00052994,E01010495
E00052915,E01010478
E00053348,E01010562
E00053287,E01010558
E00053147,E01010529
E00052945,E01010478
E00053163,E01010531
E00052653,E01010425
E00052785,E01010450
E00052842,E01010466
E00053324,E01010565
E00052898,E01010472
E00052772,E01010453
E00053119,E01010524
E00052714,E01010437
E00053013,E01010501
E00053092,E01010517
E00053177,E01010536
E00053198,E01010532
E00052966,E01010494
E00053007,E01010500
E00053086,E01010516
E00053055,E01010510
E00052844,E01010465
E00053079,E01010517
E00052968,E01010488
E00052855,E01010467
E00053228,E01010540
E00052977,E01010490
E00052749,E01010446
E00052805,E01010456
E00052884,E01010476
E00167348,E01010433
E00052601,E01010411
E00053091,E01010520
E00052680,E01010427
E00052746,E01010447
E00052743,E01010447
E00052583,E01010414
E00052923,E01010483
E00053158,E01010524
E00053099,E01010515
E00053018,E01010502
E00052598,E01010411
E00053048,E01010507
E00053214,E01010542
E00053295,E01010559
E00167346,E01010521
E00053028,E01010495
E00053010,E01010500
E00052644,E01010423
E00053182,E01010538
E00052873,E01010472
E00053103,E01010514
E00053043,E01010505
E00167331,E01010564
E00053270,E01010551
E00052768,E01010452
E00052870,E01010468
E00052704,E01010441
E00053275,E01010552
E00052992,E01010501
E00052913,E01010479
E00052761,E01010451
E00052918,E01010482
E00052944,E01010480
E00053133,E01010523
E00052999,E01010499
E00052587,E01010411
E00053089,E01010513
E00053008,E01010498
E00053117,E01010523
E00053196,E01010531
E00052849,E01010469
E00052688,E01010432
E00052877,E01010475
E00052609,E01010416
E00052969,E01010494
E00052592,E01010412
E00052932,E01010484
E00053285,E01010557
E00052589,E01010412
E00053131,E01010524
E00053064,E01010512
E00053130,E01010527
E00053204,E01010543
E00052676,E01010427
E00052819,E01010461
E00053060,E01010512
E00052795,E01010455
E00053320,E01010561
E00052924,E01010483
E00053078,E01010515
E00052820,E01010461
E00052581,E01010410
E00052848,E01010463
E00052633,E01010422
E00052660,E01010427
E00165814,E01032588
E00158127,E01031019
E00158129,E01031019
E00158253,E01031041
E00158249,E01031042
E00158172,E01031028
E00158145,E01031023
E00158135,E01031022
E00158428,E01031077
E00049920,E01009868
E00050759,E01010033
E00168259,E01010357
E00050985,E01010079
E00052401,E01010370
E00158515,E01031099
E00158436,E01031080
E00048248,E01009524
E00048804,E01009652
E00049073,E01009700
E00049154,E01009710
E00050117,E01009910
E00049640,E01009810
E00048407,E01009558
E00048486,E01009585
E00048721,E01009626
E00049823,E01009849
E00049710,E01009828
E00049505,E01009784
E00049584,E01009804
E00049791,E01009842
E00050142,E01009919
E00048450,E01009571
E00048809,E01009650
E00048888,E01009659
E00172199,E01009635
E00048819,E01009648
E00050359,E01009954
E00050644,E01010014
E00050474,E01009980
E00050780,E01010039
E00050701,E01010026
E00050438,E01009968
E00168216,E01010082
E00050802,E01010043
E00168228,E01009952
E00050705,E01010027
E00050784,E01010039
E00050883,E01010061
E00050418,E01009965
E00050499,E01009976
E00050376,E01009952
E00050371,E01009952
E00050786,E01010041
E00050748,E01010029
E00050198,E01009926
E00050707,E01010026
E00051065,E01010098
E00050300,E01009940
E00048885,E01009660
E00048898,E01009662
E00050257,E01009932
E00050798,E01010042
E00050381,E01009952
E00050365,E01009958
E00050671,E01010019
E00051022,E01010091
E00050197,E01009921
E00050370,E01009955
E00052399,E01010371
E00052318,E01010355
E00051761,E01010244
E00052310,E01010354
E00052391,E01010368
E00052069,E01010304
E00051929,E01010272
E00052433,E01010383
E00051865,E01010260
E00051864,E01010259
E00051848,E01010259
E00051939,E01032888
E00168262,E01010391
E00050441,E01009974
E00050719,E01010022
E00050727,E01010028
E00050995,E01010088
E00050914,E01010068
E00051063,E01010097
E00050787,E01010040
E00050706,E01010025
E00050281,E01009939
E00050996,E01010087
E00050200,E01009926
E00050799,E01010042
E00050834,E01010047
E00050459,E01009973
E00050938,E01010073
E00050917,E01010070
E00050718,E01010023
E00051018,E01010092
E00051099,E01010105
E00050415,E01009962
E00050264,E01009935
E00051076,E01010101
E00050501,E01009980
E00051108,E01010102
E00050454,E01009973
E00050953,E01010067
E00050641,E01010014
E00050190,E01009922
E00050259,E01009933
E00050563,E01009995
E00050978,E01010079
E00050332,E01009951
E00050828,E01010046
E00158251,E01031041
E00050328,E01009951
E00050806,E01010044
E00050887,E01010064
E00050519,E01009989
E00050598,E01010005
E00051074,E01010102
E00051075,E01010106
E00051069,E01010099
E00049263,E01009733
E00050127,E01009903
E00049946,E01009873
E00049751,E01009838
E00049476,E01009776
E00049235,E01009725
E00049533,E01009782
E00049857,E01009859
E00049348,E01009754
E00049478,E01009780
E00049191,E01009726
E00049357,E01009747
E00050015,E01009891
E00050057,E01009898
E00050094,E01009899
E00049876,E01009857
E00049659,E01009817
E00049449,E01009774
E00050141,E01009919
E00049810,E01009849
E00049891,E01009861
E00049878,E01009860
E00049953,E01009872
E00049507,E01009786
E00049586,E01009803
E00049685,E01009822
E00049888,E01009862
E00049809,E01009848
E00049325,E01009749
E00050166,E01009915
E00049653,E01009822
E00049227,E01009724
E00049604,E01009804
E00049812,E01009850
E00049893,E01009861
E00158177,E01031028
E00158146,E01031023
E00158142,E01031022
E00052527,E01010400
E00158173,E01031027
E00050097,E01009905
E00052011,E01010294
E00050909,E01010076
E00050640,E01010011
E00052299,E01010352
E00052218,E01010326
E00052230,E01010342
E00049864,E01009854
E00049662,E01009816
E00050016,E01009893
E00049366,E01009756
E00049185,E01009728
E00049835,E01009852
E00049596,E01009799
E00049517,E01009788
E00050151,E01009920
E00049353,E01009746
E00049674,E01009815
E00049890,E01009863
E00049811,E01009849
E00049597,E01009799
E00049516,E01009785
E00049845,E01009853
E00049723,E01009824
E00049331,E01009751
E00049765,E01009833
E00049314,E01009745
E00049646,E01009812
E00049395,E01033187
E00050892,E01010063
E00051054,E01010093
E00050461,E01009969
E00050576,E01009998
E00168302,E01031099
E00051921,E01010270
E00158427,E01031077
E00158442,E01031077
E00158517,E01031099
E00168274,E01010309
E00051952,E01010283
E00052411,E01010373
E00052490,E01010392
E00052169,E01010323
E00052316,E01010356
E00052397,E01010370
E00052269,E01010346
E00052261,E01010343
E00051846,E01010263
E00052423,E01010377
E00052526,E01010397
E00052520,E01010397
E00051779,E01010248
E00052406,E01010370
E00052117,E01010312
E00052196,E01010331
E00052487,E01010388
E00052147,E01010322
E00052281,E01010350
E00052200,E01010333
E00051979,E01010290
E00052549,E01010403
E00052536,E01010409
E00052301,E01010354
E00052349,E01010362
E00052452,E01010384
E00052244,E01010337
E00052228,E01010336
E00051933,E01032888
E00052176,E01010320
E00052065,E01010301
E00168240,E01010369
E00051851,E01010264
E00052235,E01010339
E00052273,E01010351
E00052530,E01010400
E00052340,E01010365
E00051842,E01010252
E00052569,E01010407
E00052430,E01010376
E00052046,E01010292
E00052454,E01010385
E00158250,E01031041
E00158123,E01031019
E00158167,E01031027
E00158144,E01031022
E00158156,E01031023
E00158143,E01031022
E00158175,E01031028
E00158254,E01031041
E00158258,E01031041
E00158178,E01031028
E00158255,E01031042
E00158256,E01031041
E00158174,E01031027
E00158171,E01031028
E00158170,E01031028
E00158259,E01031042
E00158122,E01031019
E00158168,E01031027
E00158169,E01031027
E00158176,E01031028
E00158124,E01031019
E00168293,E01031099
E00158516,E01031099
E00158438,E01031080
E00158447,E01031077
E00158445,E01032588
E00158430,E01031078
E00158434,E01032588
E00158443,E01031078
E00158429,E01031077
E00158431,E01031080
E00158378,E01031070
E00158383,E01031070
E00158518,E01031099
E00158444,E01031078
E00158446,E01031078
E00158440,E01031080
E00158437,E01031078
E00158424,E01031080
E00158398,E01031070
E00158390,E01031070
E00168292,E01031099
E00158432,E01032588
E00158394,E01031070
E00050875,E01010060
E00050245,E01009929
E00050350,E01009953
E00050348,E01009955
E00050924,E01010070
E00050621,E01010014
E00050794,E01010039
E00050932,E01010072
E00050715,E01010027
E00050571,E01009995
E00051072,E01010098
E00050578,E01010000
E00050633,E01010011
E00050579,E01010000
E00168222,E01009980
E00050837,E01010048
E00050912,E01010070
E00050966,E01010082
E00050993,E01010081
E00050904,E01010075
E00051089,E01010106
E00051008,E01010091
E00050288,E01009938
E00050422,E01009969
E00050209,E01009927
E00051034,E01010096
E00051021,E01010092
E00050424,E01009974
E00050653,E01010013
E00050521,E01009986
E00050988,E01010080
E00050583,E01010000
E00050502,E01009976
E00050457,E01009972
E00050199,E01009923
E00050929,E01010072
E00050973,E01010078
E00050921,E01010066
E00050399,E01009961
E00050318,E01009947
E00168202,E01010046
E00050880,E01010064
E00050801,E01010043
E00052537,E01010403
E00050463,E01009975
E00050789,E01010041
E00050708,E01010026
E00052084,E01010305
E00052263,E01010350
E00052031,E01010299
E00051826,E01010255
E00052352,E01010362
E00051934,E01010279
E00051850,E01010261
E00051936,E01010279
E00051927,E01010269
E00051869,E01010260
E00051821,E01010253
E00051771,E01010245
E00052028,E01010299
E00051957,E01032889
E00052336,E01010358
E00052017,E01010295
E00052457,E01010384
E00052332,E01010359
E00051812,E01010250
E00051893,E01010275
E00052365,E01010365
E00052096,E01010310
E00052389,E01010375
E00052143,E01010325
E00051992,E01010285
E00052450,E01010384
E00052254,E01010341
E00051913,E01010267
E00052479,E01010391
E00052425,E01010377
E00051845,E01010263
E00051878,E01010262
E00052308,E01010349
E00052131,E01010310
E00052544,E01010405
E00052137,E01010319
E00052164,E01010321
E00051976,E01010287
E00052475,E01010391
E00052057,E01010308
E00051828,E01010256
E00051997,E01010286
E00051916,E01010267
E00168258,E01010368
E00052545,E01010403
E00168267,E01010241
E00052221,E01010330
E00051772,E01010247
E00168246,E01010375
E00052206,E01010333
E00052287,E01010350
E00052013,E01010294
E00052092,E01010308
E00051820,E01010249
E00052348,E01010363
E00052363,E01010366
E00051977,E01010288
E00051919,E01010267
E00051998,E01010286
E00051955,E01010277
E00052020,E01010296
E00052522,E01010397
E00052159,E01010317
E00052226,E01010335
E00052245,E01010337
E00052127,E01010312
E00052400,E01010370
E00052481,E01010392
E00052121,E01010310
E00051781,E01010242
E00051854,E01010265
E00052191,E01010328
E00052313,E01010356
E00052234,E01010344
E00052392,E01010368
E00052449,E01010389
E00051956,E01010277
E00052292,E01010352
E00052110,E01010315
E00052213,E01010334
E00051887,E01010270
E00051806,E01010255
E00051978,E01010285
E00049917,E01009869
E00049428,E01009767
E00049249,E01009737
E00049430,E01009768
E00050114,E01009909
E00049830,E01009846
E00050160,E01009915
E00050028,E01009889
E00168268,E01010241
E00049365,E01009757
E00049527,E01009789
E00049776,E01009843
E00049611,E01009801
E00049690,E01009814
E00049850,E01009860
E00049563,E01009795
E00171370,E01009879
E00050144,E01009918
E00049322,E01009748
E00049371,E01009757
E00168255,E01010371
E00051964,E01032888
E00168260,E01010357
E00052551,E01010404
E00052298,E01010353
E00052219,E01010330
E00052436,E01010379
E00051958,E01032889
E00051875,E01010262
E00052039,E01010292
E00052532,E01010394
E00052375,E01010372
E00051938,E01010279
E00052370,E01010361
E00168273,E01010318
E00051986,E01010284
E00051907,E01010275
E00052323,E01010360
E00052027,E01010298
E00051949,E01010283
E00052563,E01010408
E00051795,E01010241
E00052560,E01010408
E00051888,E01010268
E00052559,E01010407
E00051870,E01010260
E00052368,E01010367
E00052306,E01010354
E00052376,E01010373
E00052387,E01010375
E00052422,E01010381
E00051777,E01010248
E00052162,E01010320
E00052070,E01010301
E00051884,E01010264
E00051805,E01010257
E00051868,E01010259
E00051799,E01010244
E00052223,E01010342
E00052210,E01010334
E00051874,E01010265
E00052403,E01010371
E00050901,E01010063
E00050201,E01009926
E00050280,E01009944
E00050822,E01010050
E00050256,E01009932
E00050207,E01009925
E00050286,E01009942
E00050596,E01010003
E00050517,E01009989
E00050741,E01010035
E00168251,E01010241
E00050987,E01010080
E00050906,E01010072
E00050195,E01009921
E00051046,E01010093
E00051041,E01010099
E00050520,E01009985
E00168213,E01009976
E00168218,E01010018
E00050227,E01009934
E00050656,E01010010
E00050930,E01010072
E00050216,E01009927
E00050187,E01009928
E00050431,E01009970
E00050818,E01010050
E00050899,E01010064
E00050980,E01010077
E00050326,E01009950
E00050752,E01010030
E00050977,E01010077
E00050939,E01010073
E00050531,E01032887
E00050819,E01010049
E00050898,E01010062
E00050947,E01010067
E00050949,E01010068
E00050974,E01010078
E00051862,E01010258
E00052075,E01010303
E00051834,E01010257
E00051766,E01010246
E00050620,E01010008
E00051037,E01010099
E00050580,E01010001
E00050410,E01009964
E00050491,E01009983
E00168217,E01010082
E00050865,E01010055
E00050443,E01009971
E00051982,E01010290
E00052462,E01010389
E00051833,E01010256
E00051965,E01032888
E00052518,E01010398
E00168271,E01010295
E00052404,E01010370
E00052485,E01010385
E00052161,E01010320
E00051825,E01010254
E00051858,E01010259
E00168253,E01010309
E00052178,E01010324
E00052372,E01010362
E00052231,E01010338
E00052442,E01010380
E00051928,E01010270
E00052535,E01010408
E00051941,E01032889
E00052089,E01010306
E00052531,E01010399
E00052362,E01010367
E00052407,E01010373
E00052469,E01010390
E00052565,E01010409
E00052024,E01010296
E00052155,E01010318
E00052364,E01010365
E00052008,E01010291
E00052144,E01010324
E00052280,E01010346
E00052201,E01010331
E00052195,E01010330
E00052114,E01010309
E00052214,E01010326
E00052295,E01010348
E00052153,E01010318
E00051794,E01010243
E00052478,E01010389
E00051856,E01010266
E00052358,E01010365
E00051966,E01010284
E00052079,E01010304
E00049629,E01009808
E00049354,E01009747
E00049526,E01009790
E00049296,E01009740
E00049217,E01009730
E00049906,E01009866
E00049987,E01009883
E00049908,E01009865
E00049328,E01009749
E00049838,E01009846
E00049654,E01009814
E00049928,E01009868
E00049989,E01009881
E00049725,E01009823
E00049872,E01009856
E00049935,E01009877
E00049440,E01009771
E00049241,E01009724
E00050020,E01009890
E00050782,E01010038
E00050714,E01010028
E00050795,E01010040
E00050732,E01010035
E00050551,E01009993
E00050188,E01009921
E00050767,E01010033
E00050817,E01010050
E00050896,E01010064
E00050241,E01009929
E00050542,E01009997
E00050235,E01009930
E00050564,E01009996
E00050646,E01010009
E00050945,E01010076
E00050682,E01010020
E00050603,E01010003
E00050446,E01009972
E00050556,E01009992
E00050992,E01010081
E00050913,E01010067
E00051039,E01010099
E00050193,E01009928
E00050362,E01009954
E00050555,E01009993
E00050360,E01009954
E00050625,E01010010
E00050775,E01010038
E00050338,E01032592
E00050537,E01009987
E00050433,E01009970
E00050590,E01010001
E00050511,E01009986
E00050813,E01010052
E00051053,E01010094
E00050923,E01010069
E00050975,E01010078
E00050377,E01009953
E00050233,E01009936
E00050355,E01009957
E00050629,E01010011
E00051871,E01010261
E00050388,E01009961
E00050920,E01010071
E00049289,E01009744
E00050487,E01009978
E00051088,E01010104
E00051009,E01010091
E00050665,E01010018
E00050933,E01010069
E00050194,E01009923
E00051047,E01010094
E00050761,E01010031
E00050686,E01010015
E00050309,E01009946
E00050351,E01009957
E00050607,E01010002
E00050716,E01010027
E00050797,E01010042
E00051056,E01010096
E00050744,E01010036
E00050234,E01009936
E00050703,E01010026
E00051084,E01010104
E00051005,E01010089
E00050567,E01009996
E00050533,E01032887
E00050849,E01010054
E00050430,E01009968
E00050848,E01010054
E00050619,E01010006
E00050698,E01010023
E00050890,E01010061
E00050811,E01010045
E00050516,E01009985
